qid,hop_count,qtype,system,precision,recall,f1,exact,n_pred,n_match,retr_recall,ctx_words,answer
Q009,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,938,PIK3CA
Q010,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,959,FGFR3
Q010,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,943,FGFR3
Q010,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,950,FGFR3
Q011,2,drug_to_gene_cdx,rag_dense,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,966,"BRAF, PIK3CA"
Q011,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,940,BRAF
Q011,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,941,BRAF
Q012,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,892,NON DETERMINABILE
Q012,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,946,KRAS
Q012,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,937,KRAS
Q013,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,965,EGFR
Q013,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,941,EGFR
Q013,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,945,EGFR
Q014,2,drug_to_gene_cdx,rag_dense,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,951,KIT
Q014,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,943,"KIT, PDGFRA"
Q014,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,937,"KIT, PDGFRA"
Q015,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,937,EGFR
Q015,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,943,EGFR
Q015,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,940,EGFR
Q016,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,947,ERBB2
Q016,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,942,ERBB2
Q016,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,946,ERBB2
Q017,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,957,NON DETERMINABILE
Q017,2,drug_to_gene_cdx,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,941,"IDH1, IDH2"
Q017,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,952,IDH1
Q018,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,948,NON DETERMINABILE
Q018,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,940,"IDH1, IDH2"
Q018,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,936,"IDH2, IDH1"
Q019,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,950,NON DETERMINABILE
Q019,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,945,ALK
Q019,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,946,ALK
Q020,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,952,BRAF
Q020,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,947,BRAF
Q020,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,943,BRAF
Q021,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,951,BRAF
Q021,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,941,BRAF
Q021,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,946,BRAF
Q022,2,drug_to_gene_cdx,rag_dense,0.4,1.0,0.5714285714285715,1.0,5,2,1.0,935,"RET, NTRK3, NTRK2, NTRK1, KIF5B"
Q022,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,940,"RET, NTRK3"
Q022,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,941,"RET, NTRK3"
Q023,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,939,KRAS
Q023,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,931,KRAS
Q023,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,948,KRAS
Q024,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,4,4,1.0,958,"NTRK1, NTRK3, NTRK2, ROS1"
Q024,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,4,4,1.0,944,"NTRK1, NTRK2, NTRK3, ROS1"
Q024,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,4,4,1.0,942,"NTRK1, NTRK3, NTRK2, ROS1"
Q025,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,940,ERBB2
Q025,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,942,ERBB2
Q025,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,935,ERBB2
Q026,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,955,NON DETERMINABILE
Q026,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,941,IDH2
Q026,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,940,IDH2
Q027,2,drug_to_gene_cdx,rag_dense,0.25,1.0,0.4,1.0,8,2,1.0,952,"BRCA1, BRCA2, BARD1, BRIP1, CDK12, PALB2, ATM, RAD54L"
Q027,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,934,"BRCA1, BRCA2"
Q027,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,939,"BRCA1, BRCA2"
Q028,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,951,ALK
Q028,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,940,ALK
Q028,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,934,ALK
Q029,2,drug_to_gene_cdx,rag_dense,0.125,1.0,0.2222222222222222,1.0,8,1,1.0,947,"BRAF, ETV5, ETV1, NTRK3, NTRK1, NTRK2, SUFU, CIC"
Q029,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,942,BRAF
Q029,2,drug_to_gene_cdx,rag_hybrid,0.25,1.0,0.4,1.0,4,1,1.0,944,"BRAF, NTRK3, PIK3CA, RET"
Q030,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,955,EGFR
Q030,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,941,EGFR
Q030,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,936,EGFR
Q031,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,956,NON DETERMINABILE
Q031,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,11,0,0.0,913,"Tegavivint, Daratumumab, Pomalidomide, Dexamethasone, Venetoclax, MLN9708 (Ixazomib Citrate), JNJ-79635322, Lenvatinib, Letrozole, Fulvestrant, APC-100"
Q031,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,1,0,0.0,918,N/D
Q032,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,5,0,0.25,911,"Erdafitinib, TYRA-300, DOVITINIB, ASP5878, DEBIO 1347"
Q032,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,11,0,0.0,812,"TYRA-300, Daratumumab, Pomalidomide, Dexamethasone, Venetoclax, MLN9708 (Ixazomib Citrate), JNJ-79635322, Erdafitinib, SU5492, Lenvatinib, Fulvestrant"
Q032,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,2,0,0.0,866,"TYRA-300, Erdafitinib"
Q033,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,3,0,0.16666666666666666,938,"CETUXIMAB, FLUOROURACIL, GEMCITABINE"
Q033,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,0,0,0.0,864,NON DETERMINABILE
Q033,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,873,NON DETERMINABILE
Q034,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,921,NON DETERMINABILE
Q034,2,gene_to_trialdrug,rag_bm25,0.1111111111111111,0.2,0.14285714285714285,0.0,9,1,0.2,895,"Belzutifan, Lenvatinib, Letrozole, Fulvestrant, Daratumumab, Pomalidomide, Dexamethasone, Venetoclax, Ixazomib Citrate"
Q034,2,gene_to_trialdrug,rag_hybrid,0.5,0.2,0.28571428571428575,0.0,2,1,0.2,905,"Belzutifan, Crizotinib"
Q035,2,gene_to_trialdrug,rag_dense,1.0,0.6666666666666666,0.8,0.0,2,2,0.3333333333333333,936,"Entrectinib, Larotrectinib"
Q035,2,gene_to_trialdrug,rag_bm25,1.0,0.6666666666666666,0.8,0.0,2,2,0.3333333333333333,839,"Larotrectinib, Entrectinib"
Q035,2,gene_to_trialdrug,rag_hybrid,1.0,0.6666666666666666,0.8,0.0,2,2,0.3333333333333333,917,"Entrectinib, Larotrectinib"
Q036,2,gene_to_trialdrug,rag_dense,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,3,2,0.3333333333333333,935,"Selpercatinib, Entrectinib, Larotrectinib"
Q036,2,gene_to_trialdrug,rag_bm25,0.15384615384615385,0.6666666666666666,0.25,0.0,13,2,0.6666666666666666,863,"Entrectinib, Larotrectinib, Selpercatinib, Crizozinib, TSR-011, Loxo-101, Fulvestrant, Lenvatinib, Daratumumab, Pomalidomide, Dexamethasone, Venetoclax, Ixazomib Citrate"
Q036,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,924,NON DETERMINABILE
Q037,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.14285714285714285,907,NON DETERMINABILE
Q037,2,gene_to_trialdrug,rag_bm25,1.0,0.14285714285714285,0.25,0.0,1,1,0.2857142857142857,867,Decitabine
Q037,2,gene_to_trialdrug,rag_hybrid,1.0,0.14285714285714285,0.25,0.0,1,1,0.14285714285714285,869,DECITABINE
Q038,2,gene_to_trialdrug,rag_dense,1.0,0.125,0.2222222222222222,0.0,1,1,0.5,920,Pemigatinib
Q038,2,gene_to_trialdrug,rag_bm25,0.2727272727272727,0.375,0.3157894736842105,0.0,11,3,0.375,850,"CGT4859, Futibatinib, Pemigatinib, Durvalumab, TYRA-200, Tasfygo, Fexagratinib, Erdafitinib, Lenvatinib, Letrozole, Fulvestrant"
Q038,2,gene_to_trialdrug,rag_hybrid,0.2,0.125,0.15384615384615385,0.0,5,1,0.25,913,"CGT4859, Futibatinib, Pemigatinib, TYRA-200, NCCH2006/MK010"
Q039,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,937,NON DETERMINABILE
Q039,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,6,0,0.0,904,"TNG260, JAB-21822, SB202190, VISTUSERTIB, ROFLUMILAST, SIROLIMUS"
Q039,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,2,0,0.0,920,"TNG260, JAB-21822"
Q040,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,937,NON DETERMINABILE
Q040,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.14285714285714285,920,N/D
Q040,2,gene_to_trialdrug,rag_hybrid,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.0,15,1,0.14285714285714285,905,"AFATINIB, BARDOXOLONE, BARDOXOLONE METHYL, BUTHIONINE SULFOXIMINE, CAMRELIZUMAB, CARBOPLATIN, CERITINIB, COMPOUND 10, CPUY192018, CRIZOTINIB, DIMETHYL FUMARATE, DIROXIMEL FUMARATE, FLUOROURACIL, GEFITINIB, ISOQUINOLINE 17"
Q041,2,gene_to_trialdrug,rag_dense,1.0,0.125,0.2222222222222222,0.0,1,1,0.125,925,OLAPARIB
Q041,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.25,909,AMUVATINIB
Q041,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,1,0,0.25,916,AMUVATINIB
Q042,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,967,NON DETERMINABILE
Q042,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,898,SUNITINIB
Q042,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,862,SUNITINIB
Q043,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,971,NON DETERMINABILE
Q043,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,883,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q043,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,825,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q044,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,978,NON DETERMINABILE
Q044,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,878,"JQEZ5, TAZEMETOSTAT"
Q044,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,888,"TAZEMETOSTAT, JQEZ5"
Q045,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,72,0,0.0,970,"ALPROSTADIL, LAZUCIRNON, PIRTOBRUTINIB, TRILACICLIB, ESTAZOLAM, IOPAMIDOL, LABETALOL, PIMIVALIMAB, ETODOLAC, LEVODOPA, ZURANOLONE, VENADAPARIB, LOSMAPIMOD, PIDILIZUMAB, ESTRIOL, PAZOPANIB, LYCOPENE, PIMOZIDE, NORGESTREL, RECILISIB, LAROTRECTINIB, ROSIGLITAZONE, PILSICAINIDE, TRIAZOLAM, PENTAZOCINE, "
Q045,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,907,CETUXIMAB
Q045,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,764,CETUXIMAB
Q046,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,972,NON DETERMINABILE
Q046,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,857,SELPERCATINIB
Q046,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,933,SELPERCATINIB
Q047,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,972,NON DETERMINABILE
Q047,3,variant_to_drug,rag_bm25,0.3333333333333333,1.0,0.5,1.0,6,2,1.0,837,"CETUXIMAB, PANITUMUMAB, REGO RAFENIB, DABRAFENIB, VEMURAFENIB, ELI-002 7P"
Q047,3,variant_to_drug,rag_hybrid,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,847,"CETUXIMAB, PANITUMUMAB, REGORAFENIB"
Q048,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,904,NON DETERMINABILE
Q048,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,816,"SUNITINIB, IMATINIB"
Q048,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,855,"SUNITINIB, IMATINIB"
Q049,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.25,976,NON DETERMINABILE
Q049,3,variant_to_drug,rag_bm25,0.8,1.0,0.888888888888889,1.0,5,4,1.0,864,"GILTERITINIB, PONATINIB, QUIZARTINIB, SORAFENIB, SUNITINIB"
Q049,3,variant_to_drug,rag_hybrid,0.8,1.0,0.888888888888889,1.0,5,4,1.0,849,"GILTERITINIB, SORAFENIB, SUNITINIB, PONATINIB, QUIZARTINIB"
Q050,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE
Q050,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,914,DASATINIB
Q050,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,939,DASATINIB
Q051,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,903,ALPELISIB
Q051,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,896,ALPELISIB
Q051,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,830,ALPELISIB
Q052,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,887,NON DETERMINABILE
Q052,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,872,ERLOTINIB
Q052,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,900,ERLOTINIB
Q053,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE
Q053,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,829,AXITINIB
Q053,3,variant_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,855,"AXITINIB, IMATINIB"
Q054,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,966,NON DETERMINABILE
Q054,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,881,OICR-9429
Q054,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,916,OICR-9429
Q055,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,3,0,0.0,964,"RECILISIB, IDELALISIB, ALPROSTADIL"
Q055,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,891,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q055,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,800,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q056,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.5,888,NON DETERMINABILE
Q056,3,variant_to_drug,rag_bm25,1.0,0.5,0.6666666666666666,0.0,1,1,1.0,838,ERLOTINIB
Q056,3,variant_to_drug,rag_hybrid,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,903,"ERLOTINIB, SUNVOZERTINIB, OSIMERTINIB"
Q057,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,954,NON DETERMINABILE
Q057,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,905,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, VEMURAFENIB"
Q057,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,925,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, VEMURAFENIB"
Q058,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE
Q058,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,907,"MIRDAMETINIB, SELUMETINIB SULFATE, TRAMETINIB"
Q058,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,844,"MIRDAMETINIB, SELUMETINIB SULFATE, TRAMETINIB"
Q059,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,970,NON DETERMINABILE
Q059,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,881,TEMOZOLOMIDE
Q059,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,844,TEMOZOLOMIDE
Q060,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,868,NON DETERMINABILE
Q060,3,variant_to_drug,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,838,"SUNVOZERTINIB, ERLOTINIB"
Q060,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,849,SUNVOZERTINIB
Q061,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,975,NON DETERMINABILE
Q061,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,854,"DASATINIB, NILOTINIB"
Q061,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,893,"DASATINIB, NILOTINIB"
Q062,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,961,NON DETERMINABILE
Q062,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,866,"NIVOLUMAB, ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB"
Q062,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,895,"NIVOLUMAB, ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB"
Q063,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE
Q063,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,908,EVEROLIMUS
Q063,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,935,EVEROLIMUS
Q064,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE
Q064,3,variant_to_drug,rag_bm25,1.0,0.4,0.5714285714285715,0.0,2,2,0.6,774,"VEMURAFENIB, RILOTUMUMAB"
Q064,3,variant_to_drug,rag_hybrid,1.0,0.6,0.7499999999999999,0.0,3,3,0.6,857,"CRIZOTINIB, RILOTUMUMAB, VEMURAFENIB"
Q065,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,970,NON DETERMINABILE
Q065,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,846,DASATINIB
Q065,3,variant_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,891,"DASATINIB, IMATINIB"
Q066,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,914,NON DETERMINABILE
Q066,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,860,SUNVOZERTINIB
Q066,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,888,SUNVOZERTINIB
Q067,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,2,0,0.0,964,"IDELALISIB, ALPELISIB"
Q067,3,variant_to_drug,rag_bm25,1.0,0.4,0.5714285714285715,0.0,2,2,1.0,863,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE"
Q067,3,variant_to_drug,rag_hybrid,1.0,0.4,0.5714285714285715,0.0,2,2,1.0,894,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE"
Q068,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,950,NON DETERMINABILE
Q068,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,880,VEMURAFENIB
Q068,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,893,VEMURAFENIB
Q069,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE
Q069,3,variant_to_drug,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,893,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE"
Q069,3,variant_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,912,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE"
Q070,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,886,GEFITINIB
Q070,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,865,GEFITINIB
Q070,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,882,GEFITINIB
Q071,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,964,NON DETERMINABILE
Q071,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,842,LONAFARNIB
Q071,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,954,LONAFARNIB
Q072,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE
Q072,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,5,5,1.0,846,"DASATINIB, AXITINIB, BAFETINIB, IMATINIB, NILOTINIB"
Q072,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,5,5,1.0,882,"DASATINIB, AXITINIB, BAFETINIB, IMATINIB, NILOTINIB"
Q073,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,967,NON DETERMINABILE
Q073,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,865,"MERCAPTOPURINE, THIOGUANINE"
Q073,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,899,"MERCAPTOPURINE, THIOGUANINE"
Q074,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,889,NON DETERMINABILE
Q074,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,815,"CYTARABINE HYDROCHLORIDE, DAUNORUBICIN HYDROCHLORIDE"
Q074,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,815,"CYTARABINE HYDROCHLORIDE, DAUNORUBICIN HYDROCHLORIDE"
Q075,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,970,NON DETERMINABILE
Q075,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,852,SUNITINIB
Q075,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,882,SUNITINIB
Q076,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE
Q076,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,866,IPILIMUMAB
Q076,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,901,IPILIMUMAB
Q077,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,975,NON DETERMINABILE
