module,path,loc,classification,reached_by_api_main,reached_by_research_api,reached_by_legacy_api,reached_by_evaluation,reached_by_scripts,reached_by_tests
backend.research_pipeline.enrichment.validator_v2,backend/research_pipeline/enrichment/validator_v2.py,101,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.events,backend/research_pipeline/events.py,152,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.execution_mode,backend/research_pipeline/execution_mode.py,139,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.live_providers,backend/research_pipeline/live_providers.py,151,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.llm_config,backend/research_pipeline/llm_config.py,174,CANONICAL_RUNTIME,True,True,False,True,False,True
backend.research_pipeline.models,backend/research_pipeline/models.py,133,CANONICAL_RUNTIME,True,True,False,True,False,True
backend.research_pipeline.orchestrator,backend/research_pipeline/orchestrator.py,732,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.pipeline,backend/research_pipeline/pipeline.py,105,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.redaction,backend/research_pipeline/redaction.py,46,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.rehydration,backend/research_pipeline/rehydration.py,226,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.replay,backend/research_pipeline/replay.py,149,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.retrieval,backend/research_pipeline/retrieval/__init__.py,0,CANONICAL_RUNTIME,True,True,False,True,False,True
backend.research_pipeline.retrieval.admission,backend/research_pipeline/retrieval/admission.py,260,SHADOW_EVALUATION,False,False,False,True,False,True
backend.research_pipeline.retrieval.kg_retrieval,backend/research_pipeline/retrieval/kg_retrieval.py,147,CANONICAL_RUNTIME,True,True,False,True,False,True
backend.research_pipeline.retrieval.kg_retrieval_v3,backend/research_pipeline/retrieval/kg_retrieval_v3.py,147,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
backend.research_pipeline.retrieval.paper_selection,backend/research_pipeline/retrieval/paper_selection.py,67,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.retrieval.repository_v3,backend/research_pipeline/retrieval/repository_v3.py,208,SHADOW_EVALUATION,False,False,False,True,False,True
backend.research_pipeline.run_store,backend/research_pipeline/run_store.py,242,CANONICAL_RUNTIME,True,True,False,False,False,True
backend.research_pipeline.tests,backend/research_pipeline/tests/__init__.py,0,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_casecontext_v2_and_gate,backend/research_pipeline/tests/test_casecontext_v2_and_gate.py,328,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_check_origin,backend/research_pipeline/tests/test_check_origin.py,95,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_contracts,backend/research_pipeline/tests/test_contracts.py,224,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_data_access,backend/research_pipeline/tests/test_data_access.py,173,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_events,backend/research_pipeline/tests/test_events.py,113,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_live_pipeline,backend/research_pipeline/tests/test_live_pipeline.py,510,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_llm_endpoint_resolution,backend/research_pipeline/tests/test_llm_endpoint_resolution.py,88,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_orchestrator,backend/research_pipeline/tests/test_orchestrator.py,431,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_promoted_components,backend/research_pipeline/tests/test_promoted_components.py,424,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_promoted_enricher_v2,backend/research_pipeline/tests/test_promoted_enricher_v2.py,249,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_research_api,backend/research_pipeline/tests/test_research_api.py,397,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_run_persistence,backend/research_pipeline/tests/test_run_persistence.py,216,TEST_CODE,False,False,False,False,False,True
backend.research_pipeline.tests.test_v3_runtime_admission,backend/research_pipeline/tests/test_v3_runtime_admission.py,327,TEST_CODE,False,False,False,False,False,True
backend.tests,backend/tests/__init__.py,1,TEST_CODE,False,False,False,False,False,True
backend.tests.erratum_support,backend/tests/erratum_support.py,77,TEST_CODE,False,False,False,False,False,True
backend.tests.phase_scope,backend/tests/phase_scope.py,110,TEST_CODE,False,False,False,False,False,True
backend.tests.pilot_gold_support,backend/tests/pilot_gold_support.py,135,TEST_CODE,False,False,False,False,False,True
backend.tests.test_agentic_runtime,backend/tests/test_agentic_runtime.py,1219,TEST_CODE,False,False,False,False,False,True
backend.tests.test_applicability_validator,backend/tests/test_applicability_validator.py,253,TEST_CODE,False,False,False,False,False,True
backend.tests.test_architecture_parity,backend/tests/test_architecture_parity.py,360,TEST_CODE,False,False,False,False,False,True
backend.tests.test_artifact_hash_policy,backend/tests/test_artifact_hash_policy.py,356,TEST_CODE,False,False,False,False,False,True
backend.tests.test_author_approval_22235099,backend/tests/test_author_approval_22235099.py,1116,TEST_CODE,False,False,False,False,False,True
backend.tests.test_author_approval_23344087,backend/tests/test_author_approval_23344087.py,1201,TEST_CODE,False,False,False,False,False,True
backend.tests.test_author_approval_31358542,backend/tests/test_author_approval_31358542.py,569,TEST_CODE,False,False,False,False,False,True
backend.tests.test_biomarker_matching_review_regressions,backend/tests/test_biomarker_matching_review_regressions.py,98,TEST_CODE,False,False,False,False,False,True
backend.tests.test_claim_type_retrieval_contract,backend/tests/test_claim_type_retrieval_contract.py,833,TEST_CODE,False,False,False,False,False,True
backend.tests.test_clinical_preclinical_review,backend/tests/test_clinical_preclinical_review.py,994,TEST_CODE,False,False,False,False,False,True
backend.tests.test_cohort_split_audit,backend/tests/test_cohort_split_audit.py,660,TEST_CODE,False,False,False,False,False,True
backend.tests.test_collection_events,backend/tests/test_collection_events.py,232,TEST_CODE,False,False,False,False,False,True
backend.tests.test_comparison,backend/tests/test_comparison.py,383,TEST_CODE,False,False,False,False,False,True
backend.tests.test_conjunctive_biomarker_matching,backend/tests/test_conjunctive_biomarker_matching.py,218,TEST_CODE,False,False,False,False,False,True
backend.tests.test_control_foundations,backend/tests/test_control_foundations.py,307,TEST_CODE,False,False,False,False,False,True
backend.tests.test_credentials_budget_and_privacy,backend/tests/test_credentials_budget_and_privacy.py,307,TEST_CODE,False,False,False,False,False,True
backend.tests.test_diagnostic_disease_scope_narrowing_shadow,backend/tests/test_diagnostic_disease_scope_narrowing_shadow.py,643,TEST_CODE,False,False,False,False,False,True
backend.tests.test_disease_hierarchy_policy,backend/tests/test_disease_hierarchy_policy.py,745,TEST_CODE,False,False,False,False,False,True
backend.tests.test_evidence_qualification,backend/tests/test_evidence_qualification.py,342,TEST_CODE,False,False,False,False,False,True
backend.tests.test_evidence_repository,backend/tests/test_evidence_repository.py,345,TEST_CODE,False,False,False,False,False,True
backend.tests.test_external_input_isolation,backend/tests/test_external_input_isolation.py,458,TEST_CODE,False,False,False,False,False,True
backend.tests.test_final_experiment_analysis,backend/tests/test_final_experiment_analysis.py,40,TEST_CODE,False,False,False,False,False,True
backend.tests.test_final_experiment_harness,backend/tests/test_final_experiment_harness.py,92,TEST_CODE,False,False,False,False,False,True
backend.tests.test_final_experiment_v1_2,backend/tests/test_final_experiment_v1_2.py,80,TEST_CODE,False,False,False,False,False,True
backend.tests.test_final_experiment_v1_3,backend/tests/test_final_experiment_v1_3.py,16,TEST_CODE,False,False,False,False,False,True
backend.tests.test_final_experiment_v1_4,backend/tests/test_final_experiment_v1_4.py,16,TEST_CODE,False,False,False,False,False,True
backend.tests.test_final_experiment_v1_5,backend/tests/test_final_experiment_v1_5.py,22,TEST_CODE,False,False,False,False,False,True
backend.tests.test_final_experiment_v1_6,backend/tests/test_final_experiment_v1_6.py,27,TEST_CODE,False,False,False,False,False,True
backend.tests.test_first_review_batch1,backend/tests/test_first_review_batch1.py,538,TEST_CODE,False,False,False,False,False,True
backend.tests.test_integrated_shadow_repository_1_3,backend/tests/test_integrated_shadow_repository_1_3.py,1120,TEST_CODE,False,False,False,False,False,True
backend.tests.test_ledger_v2,backend/tests/test_ledger_v2.py,256,TEST_CODE,False,False,False,False,False,True
backend.tests.test_model_integration_optional,backend/tests/test_model_integration_optional.py,107,TEST_CODE,False,False,False,False,False,True
backend.tests.test_model_selection_and_evaluation,backend/tests/test_model_selection_and_evaluation.py,923,TEST_CODE,False,False,False,False,False,True
backend.tests.test_multi_intervention_adjudication,backend/tests/test_multi_intervention_adjudication.py,717,TEST_CODE,False,False,False,False,False,True
backend.tests.test_multi_intervention_review_comparison,backend/tests/test_multi_intervention_review_comparison.py,695,TEST_CODE,False,False,False,False,False,True
backend.tests.test_multi_intervention_second_review,backend/tests/test_multi_intervention_second_review.py,724,TEST_CODE,False,False,False,False,False,True
backend.tests.test_non_therapeutic_claim_contract,backend/tests/test_non_therapeutic_claim_contract.py,665,TEST_CODE,False,False,False,False,False,True
backend.tests.test_non_therapeutic_shadow_update,backend/tests/test_non_therapeutic_shadow_update.py,778,TEST_CODE,False,False,False,False,False,True
backend.tests.test_non_therapeutic_source_closure,backend/tests/test_non_therapeutic_source_closure.py,116,TEST_CODE,False,False,False,False,False,True
backend.tests.test_ontology_shadow_mvp,backend/tests/test_ontology_shadow_mvp.py,58,TEST_CODE,False,False,False,False,False,True
backend.tests.test_ontology_shadow_mvp_additional,backend/tests/test_ontology_shadow_mvp_additional.py,40,TEST_CODE,False,False,False,False,False,True
backend.tests.test_ontology_shadow_mvp_cases,backend/tests/test_ontology_shadow_mvp_cases.py,42,TEST_CODE,False,False,False,False,False,True
backend.tests.test_phase_scope_guard,backend/tests/test_phase_scope_guard.py,176,TEST_CODE,False,False,False,False,False,True
backend.tests.test_pilot_gold_audit,backend/tests/test_pilot_gold_audit.py,498,TEST_CODE,False,False,False,False,False,True
backend.tests.test_pilot_runner,backend/tests/test_pilot_runner.py,252,TEST_CODE,False,False,False,False,False,True
backend.tests.test_pre_promotion_audit_1_3,backend/tests/test_pre_promotion_audit_1_3.py,938,TEST_CODE,False,False,False,False,False,True
backend.tests.test_pre_promotion_required_fixes_1_4,backend/tests/test_pre_promotion_required_fixes_1_4.py,874,TEST_CODE,False,False,False,False,False,True
backend.tests.test_priority_curation,backend/tests/test_priority_curation.py,632,TEST_CODE,False,False,False,False,False,True
backend.tests.test_propagation_policy,backend/tests/test_propagation_policy.py,698,TEST_CODE,False,False,False,False,False,True
backend.tests.test_prototype_corpus_promotion_1_4,backend/tests/test_prototype_corpus_promotion_1_4.py,1199,TEST_CODE,False,False,False,False,False,True
backend.tests.test_provenance_repair_pilot,backend/tests/test_provenance_repair_pilot.py,99,TEST_CODE,False,False,False,False,False,True
backend.tests.test_provenance_repair_pilot_artifacts,backend/tests/test_provenance_repair_pilot_artifacts.py,69,TEST_CODE,False,False,False,False,False,True
backend.tests.test_qualification_corpus,backend/tests/test_qualification_corpus.py,422,TEST_CODE,False,False,False,False,False,True
backend.tests.test_qualification_corpus_artifacts,backend/tests/test_qualification_corpus_artifacts.py,378,TEST_CODE,False,False,False,False,False,True
backend.tests.test_qualification_corpus_regeneration,backend/tests/test_qualification_corpus_regeneration.py,1095,TEST_CODE,False,False,False,False,False,True
backend.tests.test_qualified_retriever,backend/tests/test_qualified_retriever.py,235,TEST_CODE,False,False,False,False,False,True
backend.tests.test_regimen_arms,backend/tests/test_regimen_arms.py,117,TEST_CODE,False,False,False,False,False,True
backend.tests.test_replay,backend/tests/test_replay.py,259,TEST_CODE,False,False,False,False,False,True
backend.tests.test_run_identity_and_resume,backend/tests/test_run_identity_and_resume.py,256,TEST_CODE,False,False,False,False,False,True
backend.tests.test_security_no_hardcoded_credentials,backend/tests/test_security_no_hardcoded_credentials.py,187,TEST_CODE,False,False,False,False,False,True
backend.tests.test_selection_runner_behaviour,backend/tests/test_selection_runner_behaviour.py,205,TEST_CODE,False,False,False,False,False,True
backend.tests.test_source_identity,backend/tests/test_source_identity.py,176,TEST_CODE,False,False,False,False,False,True
backend.tests.test_structural_verifier,backend/tests/test_structural_verifier.py,366,TEST_CODE,False,False,False,False,False,True
backend.tests.test_tree_hash_policy,backend/tests/test_tree_hash_policy.py,467,TEST_CODE,False,False,False,False,False,True
backend.tests.test_trial_matcher,backend/tests/test_trial_matcher.py,33,TEST_CODE,False,False,False,False,False,True
backend.tests.test_typed_claim_shadow_migration,backend/tests/test_typed_claim_shadow_migration.py,976,TEST_CODE,False,False,False,False,False,True
backend.tests.test_v2_evidence_adapter,backend/tests/test_v2_evidence_adapter.py,324,TEST_CODE,False,False,False,False,False,True
backend.tests.test_v3_conjunctive_query_closure,backend/tests/test_v3_conjunctive_query_closure.py,621,TEST_CODE,False,False,False,False,False,True
backend.tests.test_v3_product_output,backend/tests/test_v3_product_output.py,329,TEST_CODE,False,False,False,False,False,True
backend.tests.test_v3_retriever_binding,backend/tests/test_v3_retriever_binding.py,1384,TEST_CODE,False,False,False,False,False,True
backend.tests.test_v3_retriever_regression_closure,backend/tests/test_v3_retriever_regression_closure.py,895,TEST_CODE,False,False,False,False,False,True
backend.tests.test_verified_disease_alias_matching,backend/tests/test_verified_disease_alias_matching.py,310,TEST_CODE,False,False,False,False,False,True
backend.tests_external,backend/tests_external/__init__.py,16,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold,backend/tests_external/gold/__init__.py,6,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_candidate_coverage_audit,backend/tests_external/gold/test_candidate_coverage_audit.py,304,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_clinical_gold_against_pilot,backend/tests_external/gold/test_clinical_gold_against_pilot.py,36,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_conjunctive_biomarker_fix_audit,backend/tests_external/gold/test_conjunctive_biomarker_fix_audit.py,130,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_disease_normalization_review,backend/tests_external/gold/test_disease_normalization_review.py,295,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_g1_1_campaign_tooling,backend/tests_external/gold/test_g1_1_campaign_tooling.py,152,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_gold_g1_1_preparation,backend/tests_external/gold/test_gold_g1_1_preparation.py,54,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_multi_intervention_adapter_review,backend/tests_external/gold/test_multi_intervention_adapter_review.py,353,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_multi_intervention_adjudication_rebuild,backend/tests_external/gold/test_multi_intervention_adjudication_rebuild.py,32,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_multi_intervention_review_comparison_rebuild,backend/tests_external/gold/test_multi_intervention_review_comparison_rebuild.py,32,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_multi_intervention_source_review,backend/tests_external/gold/test_multi_intervention_source_review.py,349,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_pilot_gold_audit_gold,backend/tests_external/gold/test_pilot_gold_audit_gold.py,361,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_pilot_gold_audit_integration,backend/tests_external/gold/test_pilot_gold_audit_integration.py,84,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_pre_promotion_audit_1_3_rebuild,backend/tests_external/gold/test_pre_promotion_audit_1_3_rebuild.py,32,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_pre_promotion_required_fixes_1_4_rebuild,backend/tests_external/gold/test_pre_promotion_required_fixes_1_4_rebuild.py,32,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_v2_v3a_exploratory_evaluation,backend/tests_external/gold/test_v2_v3a_exploratory_evaluation.py,276,TEST_CODE,False,False,False,False,False,True
backend.tests_external.gold.test_verified_disease_alias_fix_audit,backend/tests_external/gold/test_verified_disease_alias_fix_audit.py,178,TEST_CODE,False,False,False,False,False,True
backend.tests_external.source_cache,backend/tests_external/source_cache/__init__.py,4,TEST_CODE,False,False,False,False,False,True
backend.tests_external.source_cache.test_non_therapeutic_source_closure_cache,backend/tests_external/source_cache/test_non_therapeutic_source_closure_cache.py,485,TEST_CODE,False,False,False,False,False,True
backend.tests_external.source_cache.test_terminology_mapping_closure,backend/tests_external/source_cache/test_terminology_mapping_closure.py,608,TEST_CODE,False,False,False,False,False,True
backend.tests_history,backend/tests_history/__init__.py,27,TEST_CODE,False,False,False,False,False,True
backend.tests_history.test_erratum_discovery,backend/tests_history/test_erratum_discovery.py,86,TEST_CODE,False,False,False,False,False,True
backend.tests_history.test_frozen_blobs,backend/tests_history/test_frozen_blobs.py,123,TEST_CODE,False,False,False,False,False,True
backend.tests_history.test_frozen_gates,backend/tests_history/test_frozen_gates.py,111,TEST_CODE,False,False,False,False,False,True
backend.tests_history.test_phase_perimeters,backend/tests_history/test_phase_perimeters.py,77,TEST_CODE,False,False,False,False,False,True
backend.tests_history.test_repository_tracking,backend/tests_history/test_repository_tracking.py,73,TEST_CODE,False,False,False,False,False,True
backend.tests_history.test_untouched_artifacts,backend/tests_history/test_untouched_artifacts.py,72,TEST_CODE,False,False,False,False,False,True
benchmarks,benchmarks/__init__.py,1,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence,benchmarks/mtb_evidence/__init__.py,1,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp,benchmarks/mtb_evidence/escat_curation_mvp/__init__.py,9,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.escat_curation_mvp.audit,benchmarks/mtb_evidence/escat_curation_mvp/audit.py,74,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.cli,benchmarks/mtb_evidence/escat_curation_mvp/cli.py,9,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.escat_curation_mvp.io,benchmarks/mtb_evidence/escat_curation_mvp/io.py,33,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.models,benchmarks/mtb_evidence/escat_curation_mvp/models.py,260,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.official_ruleset,benchmarks/mtb_evidence/escat_curation_mvp/official_ruleset.py,150,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.pilot,benchmarks/mtb_evidence/escat_curation_mvp/pilot.py,56,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.prefill,benchmarks/mtb_evidence/escat_curation_mvp/prefill.py,107,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.tests.test_compliance,benchmarks/mtb_evidence/escat_curation_mvp/tests/test_compliance.py,275,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.tests.test_models,benchmarks/mtb_evidence/escat_curation_mvp/tests/test_models.py,72,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.tests.test_official_ruleset,benchmarks/mtb_evidence/escat_curation_mvp/tests/test_official_ruleset.py,62,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.tests.test_unittest,benchmarks/mtb_evidence/escat_curation_mvp/tests/test_unittest.py,67,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.tests.test_validation,benchmarks/mtb_evidence/escat_curation_mvp/tests/test_validation.py,75,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.validation,benchmarks/mtb_evidence/escat_curation_mvp/validation.py,162,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_curation_mvp.workbench,benchmarks/mtb_evidence/escat_curation_mvp/workbench.py,186,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_shadow_dossier,benchmarks/mtb_evidence/escat_shadow_dossier/__init__.py,5,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.escat_shadow_dossier.adapter,benchmarks/mtb_evidence/escat_shadow_dossier/adapter.py,276,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_shadow_dossier.fixtures,benchmarks/mtb_evidence/escat_shadow_dossier/fixtures.py,79,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_shadow_dossier.preview,benchmarks/mtb_evidence/escat_shadow_dossier/preview.py,217,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_shadow_dossier.tests,benchmarks/mtb_evidence/escat_shadow_dossier/tests/__init__.py,0,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_shadow_dossier.tests.test_adapter,benchmarks/mtb_evidence/escat_shadow_dossier/tests/test_adapter.py,165,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_shadow_dossier.tests.test_preview_and_invariants,benchmarks/mtb_evidence/escat_shadow_dossier/tests/test_preview_and_invariants.py,136,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.escat_shadow_dossier.tests.test_read_only_scope,benchmarks/mtb_evidence/escat_shadow_dossier/tests/test_read_only_scope.py,29,TEST_CODE,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation,benchmarks/mtb_evidence/evaluation/__init__.py,0,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.aggregation,benchmarks/mtb_evidence/evaluation/aggregation.py,191,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.author_approval,benchmarks/mtb_evidence/evaluation/author_approval.py,236,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.author_approval_22235099,benchmarks/mtb_evidence/evaluation/author_approval_22235099.py,739,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.author_approval_23344087,benchmarks/mtb_evidence/evaluation/author_approval_23344087.py,671,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.case_mapping,benchmarks/mtb_evidence/evaluation/case_mapping.py,169,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.claim_type_retrieval_contract,benchmarks/mtb_evidence/evaluation/claim_type_retrieval_contract.py,733,LEGACY_RETAINED_FOR_EXPERIMENT,True,False,True,False,False,True
benchmarks.mtb_evidence.evaluation.clinical_gold,benchmarks/mtb_evidence/evaluation/clinical_gold.py,238,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.clinical_preclinical_findings,benchmarks/mtb_evidence/evaluation/clinical_preclinical_findings.py,965,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.clinical_preclinical_review,benchmarks/mtb_evidence/evaluation/clinical_preclinical_review.py,291,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.cohort_split_audit,benchmarks/mtb_evidence/evaluation/cohort_split_audit.py,482,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.conjunctive_query_closure,benchmarks/mtb_evidence/evaluation/conjunctive_query_closure.py,377,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.contracts,benchmarks/mtb_evidence/evaluation/contracts.py,545,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.corpus_builder,benchmarks/mtb_evidence/evaluation/corpus_builder.py,391,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.disease_hierarchy_policy,benchmarks/mtb_evidence/evaluation/disease_hierarchy_policy.py,1026,LEGACY_RETAINED_FOR_EXPERIMENT,True,False,True,False,False,True
benchmarks.mtb_evidence.evaluation.disease_hierarchy_policy_reports,benchmarks/mtb_evidence/evaluation/disease_hierarchy_policy_reports.py,386,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.disease_hierarchy_policy_simulation,benchmarks/mtb_evidence/evaluation/disease_hierarchy_policy_simulation.py,581,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.external_inputs,benchmarks/mtb_evidence/evaluation/external_inputs.py,364,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.external_suite_runner,benchmarks/mtb_evidence/evaluation/external_suite_runner.py,191,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.first_review_batch1,benchmarks/mtb_evidence/evaluation/first_review_batch1.py,450,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.formulation_audit,benchmarks/mtb_evidence/evaluation/formulation_audit.py,244,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.generator_provenance,benchmarks/mtb_evidence/evaluation/generator_provenance.py,213,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.integrated_shadow_repository_reports,benchmarks/mtb_evidence/evaluation/integrated_shadow_repository_reports.py,474,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.legacy_hash_erratum,benchmarks/mtb_evidence/evaluation/legacy_hash_erratum.py,135,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.linking_evaluation,benchmarks/mtb_evidence/evaluation/linking_evaluation.py,186,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.loss_decomposition,benchmarks/mtb_evidence/evaluation/loss_decomposition.py,255,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.matching,benchmarks/mtb_evidence/evaluation/matching.py,231,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.metadata_contract_v1_6,benchmarks/mtb_evidence/evaluation/metadata_contract_v1_6.py,17,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.metrics,benchmarks/mtb_evidence/evaluation/metrics/__init__.py,11,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.metrics.applicability,benchmarks/mtb_evidence/evaluation/metrics/applicability.py,236,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.metrics.kg_coverage,benchmarks/mtb_evidence/evaluation/metrics/kg_coverage.py,140,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.metrics.orchestration,benchmarks/mtb_evidence/evaluation/metrics/orchestration.py,211,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.metrics.report_fidelity,benchmarks/mtb_evidence/evaluation/metrics/report_fidelity.py,223,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.metrics.retrieval_fidelity,benchmarks/mtb_evidence/evaluation/metrics/retrieval_fidelity.py,134,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.metrics_v1_3,benchmarks/mtb_evidence/evaluation/metrics_v1_3.py,66,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.multi_intervention_adjudication,benchmarks/mtb_evidence/evaluation/multi_intervention_adjudication.py,402,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.multi_intervention_review_comparison,benchmarks/mtb_evidence/evaluation/multi_intervention_review_comparison.py,405,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.multi_intervention_second_review,benchmarks/mtb_evidence/evaluation/multi_intervention_second_review.py,558,TEST_ONLY,False,False,False,False,False,True
