claim_id,claim_domain,claim_type,direction,graph_evidence_id,biomarker_status,disease_status,intervention_status,direction_status,tumour_context_status,evidence_type_status,study_design_status,prospective_retrospective_status,randomization_status,endpoint_status,clinical_response_status,survival_status,preclinical_status,in_vivo_status,in_vitro_status,in_silico_status,approval_status,source_status,identifier_status,source_unit_status,locator_status,text_status,assessment_status,tier,reason_codes,notes
CLM-623fbb47cebad8976328,therapeutic,atomic_intervention_claim,sensitivity,evidence:966,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-641fb301b4c571840857,therapeutic,atomic_intervention_claim,resistance,evidence:236,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-6589bbb1c7d0cfd697d6,therapeutic,atomic_intervention_claim,sensitivity,evidence:12370,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-66222330cdbcd606ade6,therapeutic,atomic_intervention_claim,resistance,evidence:764,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-663000c84d6b985fb719,therapeutic,atomic_intervention_claim,sensitivity,evidence:11599,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-671a3db71e52d2725272,therapeutic,atomic_intervention_claim,sensitivity,evidence:11239,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-68b84650d65add6c5696,therapeutic,atomic_intervention_claim,sensitivity,evidence:296,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-697413898b93b6624a8e,therapeutic,atomic_intervention_claim,sensitivity,evidence:3791,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-6b6cb6d60b7c31270339,therapeutic,atomic_intervention_claim,sensitivity,evidence:2628,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-6dd643580d90e3256418,therapeutic,atomic_intervention_claim,sensitivity,evidence:2634,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-6fc5bc547b4e265836c6,therapeutic,atomic_intervention_claim,sensitivity,evidence:9220,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-728f11e9dc850967c300,therapeutic,atomic_intervention_claim,resistance,evidence:964,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-72a72763b0c1ccf3512c,therapeutic,atomic_intervention_claim,resistance,evidence:4288,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-7474a96f6853d8a73357,therapeutic,atomic_intervention_claim,resistance,evidence:1396,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-75b47fea10f5fe62aeb9,therapeutic,atomic_intervention_claim,resistance,evidence:1367,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-77fca870f09f851d4f72,therapeutic,atomic_intervention_claim,sensitivity,evidence:968,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-790948a83c30124a2f34,therapeutic,atomic_intervention_claim,sensitivity,evidence:1867,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-7e881311485d27d190e3,therapeutic,atomic_intervention_claim,sensitivity,evidence:6174,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-8123f39d601ee9937db7,therapeutic,atomic_intervention_claim,sensitivity,evidence:4290,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-843e89b50964ca33770c,therapeutic,atomic_intervention_claim,sensitivity,evidence:4293,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-85064970ba814ed52589,therapeutic,atomic_intervention_claim,sensitivity,evidence:5912,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-887e2a4a92b7333f70e8,therapeutic,atomic_intervention_claim,sensitivity,evidence:4265,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-89ea67ee7946d9ccd552,therapeutic,atomic_intervention_claim,sensitivity,evidence:229,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-8a0fde4cfe059b58dc01,therapeutic,atomic_intervention_claim,resistance,evidence:11115,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-8a72e4c49643e7390ec7,therapeutic,atomic_intervention_claim,resistance,evidence:125,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-8c2b38ce2d84f8ce226a,therapeutic,atomic_intervention_claim,resistance,evidence:3015,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-8f624d07e5180f958196,therapeutic,atomic_intervention_claim,sensitivity,evidence:4295,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-90a501c65b56cac3dfc0,therapeutic,atomic_intervention_claim,sensitivity,evidence:11021,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-90e863f00f134fc3cd3d,therapeutic,aggregate_intervention_claim,sensitivity,evidence:1851,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-91a6761b2d7bb2ab2961,therapeutic,atomic_intervention_claim,sensitivity,evidence:12946,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-92d4a7b3921ffd0e4136,therapeutic,atomic_intervention_claim,sensitivity,evidence:9224,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-94826841e612786f6ef9,therapeutic,atomic_intervention_claim,resistance,evidence:1339,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-9635ae8ef5a3d43f0967,therapeutic,atomic_intervention_claim,sensitivity,evidence:4861,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-96c2568e490e57c58ca6,therapeutic,atomic_intervention_claim,resistance,evidence:1346,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-975fe52b97e3161ec393,therapeutic,atomic_intervention_claim,sensitivity,evidence:100000,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-9809edffaf78c6bd7d9c,therapeutic,atomic_intervention_claim,sensitivity,evidence:4287,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-99092a3e4eb93a1319d4,therapeutic,atomic_intervention_claim,sensitivity,evidence:7261,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-99ae092a3018b5b91808,therapeutic,atomic_intervention_claim,resistance,evidence:841,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-9ab06b6945feea941252,therapeutic,atomic_intervention_claim,sensitivity,evidence:11240,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-9df70499be273bec95fb,therapeutic,atomic_intervention_claim,resistance,evidence:1287,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-9eba2ced894851bae9af,therapeutic,atomic_intervention_claim,resistance,evidence:100005,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-a20827c84bba1b0473e6,therapeutic,atomic_intervention_claim,sensitivity,evidence:879,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-a72d16a37bdcdd84496b,therapeutic,atomic_intervention_claim,sensitivity,evidence:1665,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-a756794f4dce5108d62c,therapeutic,atomic_intervention_claim,resistance,evidence:1351,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-a7de634d04f61036f3ec,therapeutic,atomic_intervention_claim,resistance,evidence:1350,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-a8076dedab5ae6db17c1,therapeutic,atomic_intervention_claim,sensitivity,evidence:4860,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-a9c010ef9db01551395e,therapeutic,atomic_intervention_claim,sensitivity,evidence:2626,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-ac64c0e56246f6ea29ca,therapeutic,regimen_claim,sensitivity,evidence:11240,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-af5265811e7ab991e7b1,therapeutic,atomic_intervention_claim,resistance,evidence:1347,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-b00c27c6d6a4ae35efb2,therapeutic,atomic_intervention_claim,sensitivity,evidence:11241,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-b048b180b566d127f5fc,therapeutic,atomic_intervention_claim,resistance,evidence:444,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-b26b5c1d60afee769d70,therapeutic,atomic_intervention_claim,sensitivity,evidence:4286,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-b30bfbffc36ec6a23cfc,therapeutic,atomic_intervention_claim,sensitivity,evidence:2997,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-b3902ab74a81a89f10e1,therapeutic,atomic_intervention_claim,sensitivity,evidence:2156,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-b9ff9e1341e5d8d5a432,therapeutic,atomic_intervention_claim,sensitivity,evidence:1605,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-bb07eb0bc70569e770c3,therapeutic,atomic_intervention_claim,resistance,evidence:4046,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-bb1e5f41161741c74f0d,therapeutic,atomic_intervention_claim,sensitivity,evidence:10325,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
