source_evidence_id,target_drug_concept_id,evidence_level,significance,evidence_direction
968,rxcui:1430438,D,Sensitivity/Response,Supports
969,rxcui:1430438,D,Sensitivity/Response,Supports
971,ncit:C69076,B,Sensitivity/Response,Supports
972,rxcui:480167,B,Sensitivity/Response,Supports
977,rxcui:328134,B,Sensitivity/Response,Does Not Support
977,rxcui:337525,B,Sensitivity/Response,Does Not Support
978,ncit:C48402,D,Sensitivity/Response,Supports
978,rxcui:2104548,D,Sensitivity/Response,Supports
979,iuphar.ligand:9240,D,Sensitivity/Response,Supports
981,rxcui:1430438,B,Sensitivity/Response,Supports
982,rxcui:1430438,B,Sensitivity/Response,Supports
983,rxcui:1430438,B,Sensitivity/Response,Supports
985,rxcui:1547545,B,Sensitivity/Response,Supports
985,rxcui:1597876,B,Sensitivity/Response,Supports
985,chembl:CHEMBL3707227,B,Sensitivity/Response,Supports
986,rxcui:1442981,B,Sensitivity/Response,Supports
988,rxcui:2361596,D,Sensitivity/Response,Supports
988,ncit:C61311,D,Sensitivity/Response,Supports
989,rxcui:2361596,D,Sensitivity/Response,Supports
989,ncit:C61311,D,Sensitivity/Response,Supports
990,fda:TRAMETINIB,B,Sensitivity/Response,Does Not Support
991,fda:TRAMETINIB,D,Sensitivity/Response,Supports
991,rxcui:1430438,D,Sensitivity/Response,Supports
992,rxcui:1430438,D,Sensitivity/Response,Supports
992,fda:TRAMETINIB,D,Sensitivity/Response,Supports
993,rxcui:318341,A,Resistance,Supports
994,ncit:C82696,B,Resistance,Does Not Support
995,ncit:C82696,B,Resistance,Does Not Support
996,ncit:C82696,C,Resistance,Does Not Support
997,ncit:C82696,B,Resistance,Does Not Support
998,ncit:C82696,B,Sensitivity/Response,Does Not Support
999,rxcui:2361596,B,Sensitivity/Response,Supports
1000,iuphar.ligand:7942,C,Resistance,Supports
1001,iuphar.ligand:7942,C,Sensitivity/Response,Does Not Support
1002,rxcui:141704,D,Sensitivity/Response,Supports
1002,rxcui:2049122,D,Sensitivity/Response,Supports
1003,ncit:C107684,D,Sensitivity/Response,Supports
1003,iuphar.ligand:8056,D,Sensitivity/Response,Supports
1004,chembl:CHEMBL1743079,D,Sensitivity/Response,Supports
1004,rxcui:2361596,D,Sensitivity/Response,Supports
1005,ncit:C74072,D,Sensitivity/Response,Supports
1005,rxcui:2361596,D,Sensitivity/Response,Supports
1006,rxcui:480167,D,Sensitivity/Response,Supports
1006,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1007,rxcui:480167,B,Sensitivity/Response,Supports
1007,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1008,rxcui:480167,B,Sensitivity/Response,Does Not Support
1008,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
1009,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1009,rxcui:480167,B,Sensitivity/Response,Supports
1011,rxcui:1430438,B,Sensitivity/Response,Supports
1012,rxcui:1430438,B,Sensitivity/Response,Does Not Support
1013,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1013,rxcui:1430438,B,Sensitivity/Response,Supports
1016,rxcui:1597582,B,Sensitivity/Response,Supports
1017,ncit:C2733,D,Sensitivity/Response,Supports
1019,rxcui:2104548,D,Sensitivity/Response,Supports
1019,rxcui:1148495,D,Sensitivity/Response,Supports
1019,ncit:C48402,D,Sensitivity/Response,Supports
1020,rxcui:263034,B,Sensitivity/Response,Supports
1021,rxcui:263034,B,Sensitivity/Response,Supports
1022,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1023,rxcui:480167,B,Sensitivity/Response,Supports
1024,rxcui:282388,C,Sensitivity/Response,Supports
1025,rxcui:282388,C,Sensitivity/Response,Supports
1030,rxcui:1148495,A,Sensitivity/Response,Supports
1035,rxcui:657797,D,Sensitivity/Response,Supports
1036,rxcui:2643048,D,Resistance,Supports
1036,rxcui:1364347,D,Resistance,Supports
1038,rxcui:495881,B,Resistance,Supports
1038,rxcui:2643048,B,Resistance,Supports
1039,rxcui:495881,B,Resistance,Supports
1040,rxcui:495881,B,Sensitivity/Response,Supports
1041,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
1042,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
1043,fda:TRASTUZUMAB,C,Sensitivity/Response,Supports
1044,rxcui:153329,C,Sensitivity/Response,Supports
1044,fda:TRASTUZUMAB,C,Sensitivity/Response,Supports
1045,rxcui:1430438,C,Sensitivity/Response,Supports
1047,rxcui:1430438,D,Sensitivity/Response,Supports
1048,fda:DACOMITINIB,C,Sensitivity/Response,Supports
1057,ncit:C91381,C,Sensitivity/Response,Supports
1058,rxcui:263034,C,Resistance,Supports
1058,rxcui:318341,C,Resistance,Supports
1060,rxcui:56946,B,Sensitivity/Response,Supports
1060,rxcui:2555,B,Sensitivity/Response,Supports
1077,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1078,rxcui:263034,C,Sensitivity/Response,Supports
1079,ncit:C91381,D,Sensitivity/Response,Supports
1079,rxcui:263034,D,Sensitivity/Response,Supports
1080,rxcui:318341,D,Resistance,Supports
1081,ncit:C91381,D,Sensitivity/Response,Supports
1081,rxcui:263034,D,Sensitivity/Response,Supports
1081,rxcui:318341,D,Sensitivity/Response,Supports
1082,rxcui:263034,D,Sensitivity/Response,Supports
1082,ncit:C91381,D,Sensitivity/Response,Supports
1083,rxcui:318341,D,Resistance,Supports
1087,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
1088,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
1089,rxcui:318341,C,Sensitivity/Response,Supports
1089,rxcui:35302,C,Sensitivity/Response,Supports
1091,rxcui:10753,A,Sensitivity/Response,Supports
1091,rxcui:18330,A,Sensitivity/Response,Supports
1092,rxcui:10753,B,Resistance,Supports
1093,rxcui:10753,C,Resistance,Supports
1094,rxcui:10753,C,Resistance,Supports
1095,rxcui:1148495,C,Sensitivity/Response,Supports
1097,fda:TRASTUZUMAB,C,Sensitivity/Response,Supports
1098,fda:TRASTUZUMAB,B,Sensitivity/Response,Does Not Support
1099,ncit:C80063,D,Sensitivity/Response,Supports
1100,rxcui:1148495,C,Resistance,Supports
1103,iuphar.ligand:8231,D,Sensitivity/Response,Supports
1104,rxcui:1919083,C,Sensitivity/Response,Supports
1105,ncit:C975,D,Resistance,Supports
1106,rxcui:495881,D,Sensitivity/Response,Supports
1106,rxcui:357977,D,Sensitivity/Response,Supports
1107,rxcui:357977,D,Sensitivity/Response,Supports
1107,rxcui:495881,D,Sensitivity/Response,Supports
1108,rxcui:141704,C,Sensitivity/Response,Supports
1110,rxcui:141704,C,Resistance,Supports
1112,rxcui:10753,B,Resistance,Supports
1112,ncit:C1594,B,Resistance,Supports
1113,rxcui:1940642,A,Sensitivity/Response,Supports
1113,fda:TRASTUZUMAB,A,Sensitivity/Response,Supports
1115,rxcui:10753,D,Sensitivity/Response,Supports
1118,rxcui:12574,D,Sensitivity/Response,Supports
1121,rxcui:337525,C,Resistance,Supports
1122,fda:TRASTUZUMAB,A,Sensitivity/Response,Supports
1128,rxcui:337525,B,Sensitivity/Response,Supports
1128,rxcui:328134,B,Sensitivity/Response,Supports
1129,rxcui:337525,B,Sensitivity/Response,Supports
1129,rxcui:328134,B,Sensitivity/Response,Supports
1131,rxcui:263034,C,Resistance,Supports
1132,rxcui:194000,B,Sensitivity/Response,Supports
1132,rxcui:480167,B,Sensitivity/Response,Supports
1133,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1133,rxcui:194000,B,Sensitivity/Response,Supports
1135,drugbank:DB07101,D,Resistance,Supports
1135,fda:TRAMETINIB,D,Resistance,Supports
1135,rxcui:2361596,D,Resistance,Supports
1136,rxcui:2361596,B,Sensitivity/Response,Supports
1137,rxcui:2361596,B,Resistance,Supports
1138,rxcui:2361596,D,Sensitivity/Response,Supports
1140,ncit:C95738,D,Sensitivity/Response,Supports
1141,rxcui:1722365,D,Sensitivity/Response,Supports
1142,rxcui:2361596,B,Sensitivity/Response,Supports
1143,rxcui:2361596,B,Sensitivity/Response,Supports
1144,rxcui:2361596,D,Resistance,Supports
1145,rxcui:2361596,D,Sensitivity/Response,Supports
1150,ncit:C124946,C,Resistance,Supports
1151,ncit:C141146,D,Sensitivity/Response,Supports
1151,ncit:C124946,D,Sensitivity/Response,Supports
1152,rxcui:2361596,D,Sensitivity/Response,Supports
1152,rxcui:1430438,D,Sensitivity/Response,Supports
1153,rxcui:328134,D,Resistance,Supports
1153,rxcui:2361596,D,Resistance,Supports
1155,rxcui:1430438,B,Resistance,Supports
1163,rxcui:4492,D,Sensitivity/Response,Supports
1163,rxcui:2555,D,Sensitivity/Response,Supports
1164,rxcui:4492,B,Sensitivity/Response,Supports
1164,rxcui:32592,B,Sensitivity/Response,Supports
1165,ncit:C1742,B,Sensitivity/Response,Does Not Support
1166,ncit:C1742,B,Sensitivity/Response,Does Not Support
1167,rxcui:1597876,B,Sensitivity/Response,Supports
1167,rxcui:1547545,B,Sensitivity/Response,Supports
1167,chembl:CHEMBL3707227,B,Sensitivity/Response,Supports
1167,rxcui:1875534,B,Sensitivity/Response,Supports
1170,chembl:CHEMBL1201733,B,Sensitivity/Response,Supports
1171,rxcui:328134,D,Resistance,Supports
1172,chembl:CHEMBL3707227,B,Sensitivity/Response,Supports
1173,ncit:C2167,D,Sensitivity/Response,Supports
1174,rxcui:1940642,D,Sensitivity/Response,Supports
1174,rxcui:480167,D,Sensitivity/Response,Supports
1174,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1175,rxcui:1535457,B,Sensitivity/Response,Supports
1176,rxcui:1940642,D,Sensitivity/Response,Supports
1176,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1176,rxcui:480167,D,Sensitivity/Response,Supports
1177,rxcui:480167,D,Sensitivity/Response,Supports
1177,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1177,rxcui:1940642,D,Sensitivity/Response,Supports
1178,rxcui:480167,D,Sensitivity/Response,Supports
1178,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1178,rxcui:1940642,D,Sensitivity/Response,Supports
1179,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1179,rxcui:1940642,D,Sensitivity/Response,Supports
1179,rxcui:480167,D,Sensitivity/Response,Supports
1180,rxcui:318341,B,Resistance,Supports
1181,rxcui:318341,B,Resistance,Supports
1182,rxcui:1723734,D,Resistance,Supports
1183,iuphar.ligand:8473,D,Sensitivity/Response,Supports
1185,rxcui:1148495,C,Sensitivity/Response,Supports
1186,rxcui:2362259,C,Sensitivity/Response,Supports
1187,rxcui:1148495,A,Sensitivity/Response,Supports
1189,rxcui:1148495,C,Sensitivity/Response,Supports
1190,rxcui:1148495,E,Sensitivity/Response,Supports
1193,rxcui:1148495,C,Sensitivity/Response,Supports
1194,ncit:C171615,D,Sensitivity/Response,Supports
1195,ncit:C171615,D,Sensitivity/Response,Does Not Support
1196,rxcui:1148495,D,Sensitivity/Response,Supports
1197,rxcui:1148495,D,Sensitivity/Response,Does Not Support
1198,rxcui:1148495,A,Sensitivity/Response,Supports
1199,rxcui:1148495,A,Sensitivity/Response,Supports
1200,rxcui:1148495,B,Sensitivity/Response,Supports
1201,rxcui:1148495,B,Sensitivity/Response,Supports
1202,iuphar.ligand:9827,C,Sensitivity/Response,Supports
1203,rxcui:1148495,D,Sensitivity/Response,Supports
1203,iuphar.ligand:9827,D,Sensitivity/Response,Supports
1204,rxcui:1148495,D,Sensitivity/Response,Supports
1204,iuphar.ligand:9828,D,Sensitivity/Response,Supports
1205,iuphar.ligand:9828,D,Sensitivity/Response,Does Not Support
1206,rxcui:1148495,D,Sensitivity/Response,Supports
1206,iuphar.ligand:9828,D,Sensitivity/Response,Supports
1207,rxcui:1148495,C,Sensitivity/Response,Supports
1208,ncit:C2167,B,Resistance,Supports
1209,rxcui:2555,E,Resistance,Supports
1210,drugbank:DB17021,D,Sensitivity/Response,Supports
1211,drugbank:DB17021,D,Sensitivity/Response,Supports
1212,rxcui:2361596,B,Sensitivity/Response,Does Not Support
1213,rxcui:2361596,B,Sensitivity/Response,Does Not Support
1214,rxcui:1597876,C,Sensitivity/Response,Supports
1216,rxcui:328134,B,Resistance,Supports
1216,rxcui:337525,B,Resistance,Supports
1218,ncit:C71146,B,Sensitivity/Response,Does Not Support
1219,rxcui:12574,B,Resistance,Supports
1219,rxcui:337525,B,Resistance,Supports
1220,fda:TRAMETINIB,B,Sensitivity/Response,Supports
1221,rxcui:282388,A,Sensitivity/Response,Supports
1222,rxcui:282388,B,Sensitivity/Response,Supports
1223,rxcui:357977,B,Sensitivity/Response,Supports
1224,rxcui:357977,C,Sensitivity/Response,Supports
1225,fda:TRAMETINIB,B,Sensitivity/Response,Supports
1226,rxcui:2049122,B,Sensitivity/Response,Supports
1227,fda:TRAMETINIB,B,Sensitivity/Response,Does Not Support
1228,fda:TRAMETINIB,C,Sensitivity/Response,Supports
1229,fda:TRAMETINIB,B,Sensitivity/Response,Supports
1230,rxcui:235743,D,Sensitivity/Response,Supports
1230,fda:TRAMETINIB,D,Sensitivity/Response,Supports
1231,rxcui:141704,B,Sensitivity/Response,Supports
1232,rxcui:141704,B,Sensitivity/Response,Does Not Support
1233,iuphar.ligand:7942,C,Sensitivity/Response,Supports
1234,drugbank:DB04297,D,Sensitivity/Response,Supports
1234,rxcui:1603350,D,Sensitivity/Response,Supports
1234,rxcui:194337,D,Sensitivity/Response,Supports
1234,rxcui:11118,D,Sensitivity/Response,Supports
1235,hemonc:337,E,Sensitivity/Response,Supports
1235,rxcui:194337,E,Sensitivity/Response,Supports
1236,rxcui:1364347,D,Sensitivity/Response,Supports
1237,rxcui:1535457,B,Sensitivity/Response,Supports
1239,rxcui:1148495,D,Sensitivity/Response,Supports
1240,rxcui:1148495,C,Sensitivity/Response,Supports
1241,rxcui:1148495,B,Sensitivity/Response,Supports
1243,rxcui:1148495,B,Sensitivity/Response,Supports
1244,rxcui:1148495,C,Sensitivity/Response,Supports
1245,rxcui:1148495,C,Sensitivity/Response,Supports
1246,rxcui:1364347,E,Sensitivity/Response,Supports
1247,rxcui:1364347,D,Sensitivity/Response,Supports
1248,rxcui:1535457,C,Sensitivity/Response,Supports
1249,ncit:C80058,D,Sensitivity/Response,Supports
1250,rxcui:1148495,D,Resistance,Supports
1250,rxcui:1921217,D,Resistance,Supports
1250,rxcui:1535457,D,Resistance,Supports
1250,iuphar.ligand:7706,D,Resistance,Supports
1251,rxcui:2103164,D,Sensitivity/Response,Supports
1252,rxcui:1148495,D,Resistance,Supports
1253,rxcui:2103164,D,Sensitivity/Response,Supports
1254,rxcui:1148495,C,Resistance,Supports
1255,ncit:C80058,D,Sensitivity/Response,Supports
1256,rxcui:1148495,D,Resistance,Supports
1256,ncit:C80058,D,Resistance,Supports
1256,ncit:C171615,D,Resistance,Supports
1257,rxcui:1148495,D,Resistance,Supports
1258,ncit:C80058,D,Sensitivity/Response,Supports
1259,rxcui:1148495,D,Resistance,Supports
1260,ncit:C80058,D,Sensitivity/Response,Supports
1261,ncit:C171615,D,Sensitivity/Response,Supports
1264,rxcui:1148495,C,Sensitivity/Response,Supports
1265,rxcui:1148495,C,Sensitivity/Response,Supports
1267,ncit:C116861,D,Sensitivity/Response,Supports
1269,rxcui:1148495,C,Sensitivity/Response,Supports
1270,rxcui:1148495,C,Sensitivity/Response,Supports
1271,rxcui:1148495,C,Sensitivity/Response,Does Not Support
1272,rxcui:1727454,B,Sensitivity/Response,Supports
1273,rxcui:1727454,C,Sensitivity/Response,Supports
1279,rxcui:1727454,B,Sensitivity/Response,Supports
1280,rxcui:282388,B,Resistance,Supports
1281,ncit:C2167,B,Resistance,Supports
1282,rxcui:1727454,A,Sensitivity/Response,Supports
1283,rxcui:1727454,C,Resistance,Supports
1284,rxcui:1535457,C,Sensitivity/Response,Supports
1285,ncit:C171615,D,Sensitivity/Response,Supports
1286,rxcui:1727454,D,Resistance,Supports
1287,rxcui:1148495,D,Resistance,Supports
1288,rxcui:1148495,D,Resistance,Supports
1289,rxcui:1535457,D,Sensitivity/Response,Supports
1290,ncit:C171615,D,Sensitivity/Response,Supports
1291,rxcui:1921217,D,Sensitivity/Response,Supports
1294,rxcui:7405,D,Resistance,Supports
1295,rxcui:1919083,B,Sensitivity/Response,Supports
1296,rxcui:141704,B,Sensitivity/Response,Supports
1297,rxcui:141704,B,Sensitivity/Response,Supports
1301,rxcui:1148495,E,Sensitivity/Response,Supports
1305,rxcui:632,C,Sensitivity/Response,Supports
1307,rxcui:2555,D,Sensitivity/Response,Supports
1307,rxcui:6718,D,Sensitivity/Response,Supports
1307,rxcui:2346,D,Sensitivity/Response,Supports
1307,rxcui:632,D,Sensitivity/Response,Supports
1307,rxcui:12574,D,Sensitivity/Response,Supports
1308,rxcui:632,D,Sensitivity/Response,Supports
1309,rxcui:282388,D,Sensitivity/Response,Supports
1310,rxcui:282388,C,Sensitivity/Response,Supports
1315,rxcui:32592,B,Resistance,Supports
1317,rxcui:357977,B,Adverse Response,Supports
1319,rxcui:35302,D,Sensitivity/Response,Supports
1320,rxcui:35302,D,Sensitivity/Response,Supports
1321,rxcui:35302,D,Sensitivity/Response,Supports
1322,iuphar.ligand:5037,D,Sensitivity/Response,Supports
1324,rxcui:142433,D,Resistance,Supports
1324,rxcui:632,D,Resistance,Supports
1324,rxcui:4492,D,Resistance,Supports
1324,rxcui:12574,D,Resistance,Supports
1326,rxcui:153329,B,Sensitivity/Response,Supports
1326,rxcui:2361596,B,Sensitivity/Response,Supports
1327,iuphar.ligand:7706,D,Sensitivity/Response,Supports
1329,rxcui:2103164,D,Sensitivity/Response,Supports
1330,rxcui:2103164,D,Sensitivity/Response,Supports
1331,rxcui:2103164,D,Sensitivity/Response,Supports
1332,rxcui:2103164,D,Sensitivity/Response,Supports
1333,rxcui:1148495,C,Resistance,Supports
1334,rxcui:1148495,E,Sensitivity/Response,Supports
1335,rxcui:1148495,E,Sensitivity/Response,Supports
1336,rxcui:1921217,D,Sensitivity/Response,Supports
1337,rxcui:1148495,D,Resistance,Supports
1338,rxcui:1535457,C,Sensitivity/Response,Supports
1339,rxcui:1148495,C,Resistance,Supports
1340,rxcui:1535457,D,Sensitivity/Response,Supports
1341,rxcui:1535457,D,Sensitivity/Response,Supports
1342,rxcui:1535457,D,Sensitivity/Response,Supports
1343,rxcui:1535457,D,Sensitivity/Response,Supports
1344,rxcui:1535457,D,Sensitivity/Response,Supports
1345,rxcui:1535457,D,Resistance,Supports
1346,rxcui:1148495,D,Resistance,Supports
1347,rxcui:1727454,D,Resistance,Supports
1348,ncit:C171615,D,Resistance,Supports
1349,chembl:CHEMBL109480,D,Sensitivity/Response,Supports
1350,rxcui:1727454,D,Resistance,Supports
1351,rxcui:1921217,D,Resistance,Supports
1352,chembl:CHEMBL109480,D,Sensitivity/Response,Supports
1353,rxcui:1921217,D,Sensitivity/Response,Supports
1354,rxcui:1727454,D,Resistance,Supports
1355,rxcui:1535457,D,Sensitivity/Response,Supports
1356,rxcui:1148495,D,Sensitivity/Response,Supports
1357,rxcui:1148495,C,Resistance,Supports
1358,ncit:C165479,D,Sensitivity/Response,Does Not Support
1358,chembl:CHEMBL109480,D,Sensitivity/Response,Does Not Support
1359,chembl:CHEMBL109480,D,Sensitivity/Response,Does Not Support
1359,ncit:C165479,D,Sensitivity/Response,Does Not Support
1360,ncit:C74072,D,Sensitivity/Response,Supports
1361,ncit:C74072,D,Sensitivity/Response,Supports
1362,ncit:C74072,D,Sensitivity/Response,Supports
1363,ncit:C74072,D,Sensitivity/Response,Supports
1363,rxcui:318341,D,Sensitivity/Response,Supports
1364,fda:TRAMETINIB,D,Sensitivity/Response,Does Not Support
1364,chembl:CHEMBL109480,D,Sensitivity/Response,Does Not Support
1364,ncit:C165479,D,Sensitivity/Response,Does Not Support
1365,rxcui:495881,B,Sensitivity/Response,Supports
1366,rxcui:1601374,B,Sensitivity/Response,Supports
1367,rxcui:1727454,C,Resistance,Supports
1368,rxcui:1535457,C,Sensitivity/Response,Supports
1370,rxcui:1597582,B,Sensitivity/Response,Supports
1371,rxcui:1597582,B,Sensitivity/Response,Supports
1372,ncit:C74940,D,Sensitivity/Response,Supports
1373,rxcui:1601374,D,Sensitivity/Response,Supports
1374,rxcui:1601374,D,Sensitivity/Response,Supports
1375,rxcui:1601374,D,Sensitivity/Response,Supports
1376,rxcui:1601374,D,Sensitivity/Response,Supports
1377,rxcui:1601374,D,Sensitivity/Response,Supports
1380,ncit:C165479,D,Sensitivity/Response,Supports
1382,iuphar.ligand:8244,D,Sensitivity/Response,Does Not Support
1383,fda:TRASTUZUMAB,D,Resistance,Supports
1384,fda:TRASTUZUMAB,B,Resistance,Supports
1385,fda:TRASTUZUMAB,B,Resistance,Supports
1386,fda:TRASTUZUMAB,B,Resistance,Does Not Support
1390,rxcui:1364347,B,Sensitivity/Response,Supports
1391,rxcui:328134,B,Resistance,Supports
1391,rxcui:337525,B,Resistance,Supports
1392,rxcui:328134,C,Resistance,Supports
1392,rxcui:337525,C,Resistance,Supports
1393,rxcui:337525,C,Resistance,Supports
1393,rxcui:328134,C,Resistance,Supports
1394,rxcui:337525,C,Sensitivity/Response,Supports
1395,rxcui:328134,C,Sensitivity/Response,Supports
1396,rxcui:1721560,C,Resistance,Supports
1397,rxcui:1721560,C,Sensitivity/Response,Supports
1398,rxcui:1147220,B,Sensitivity/Response,Supports
1399,rxcui:1147220,B,Sensitivity/Response,Supports
1400,rxcui:1147220,C,Sensitivity/Response,Supports
1401,rxcui:2169285,D,Sensitivity/Response,Supports
1402,rxcui:2169285,D,Sensitivity/Response,Supports
1403,rxcui:2169285,D,Sensitivity/Response,Supports
1404,rxcui:263034,B,Sensitivity/Response,Does Not Support
1404,rxcui:318341,B,Sensitivity/Response,Does Not Support
1405,rxcui:1147220,B,Sensitivity/Response,Does Not Support
1406,rxcui:1424911,B,Reduced Sensitivity,Supports
1407,rxcui:1424911,B,Sensitivity/Response,Supports
1408,rxcui:328134,D,Sensitivity/Response,Supports
1408,rxcui:1147220,D,Sensitivity/Response,Supports
1408,rxcui:318341,D,Sensitivity/Response,Supports
1409,rxcui:1147220,A,Sensitivity/Response,Supports
1410,rxcui:1147220,B,Sensitivity/Response,Supports
1411,fda:TRAMETINIB,A,Sensitivity/Response,Supports
1411,rxcui:1424911,A,Sensitivity/Response,Supports
1413,rxcui:1147220,B,Sensitivity/Response,Does Not Support
1413,rxcui:263034,B,Sensitivity/Response,Does Not Support
1414,rxcui:1147220,C,Sensitivity/Response,Supports
1415,fda:TRAMETINIB,B,Sensitivity/Response,Supports
1415,rxcui:1424911,B,Sensitivity/Response,Supports
1416,rxcui:1147220,D,Resistance,Supports
1417,chembl:CHEMBL1221944,D,Sensitivity/Response,Supports
1418,chembl:CHEMBL1221944,D,Sensitivity/Response,Supports
1419,rxcui:1148495,B,Sensitivity/Response,Supports
1421,rxcui:1722365,B,Sensitivity/Response,Supports
1421,rxcui:1147220,B,Sensitivity/Response,Supports
1422,rxcui:1147220,B,Sensitivity/Response,Supports
1422,rxcui:1722365,B,Sensitivity/Response,Supports
1423,rxcui:282388,C,Sensitivity/Response,Supports
1424,rxcui:357977,B,Sensitivity/Response,Supports
1428,iuphar.ligand:5681,D,Sensitivity/Response,Supports
1428,ncit:C74072,D,Sensitivity/Response,Supports
1429,iuphar.ligand:8974,D,Sensitivity/Response,Supports
1429,fda:TRAMETINIB,D,Sensitivity/Response,Supports
1430,rxcui:1147220,C,Sensitivity/Response,Supports
1430,fda:TRAMETINIB,C,Sensitivity/Response,Supports
1430,rxcui:1424911,C,Sensitivity/Response,Supports
1437,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1438,chembl:CHEMBL1201733,C,Sensitivity/Response,Supports
1438,rxcui:141704,C,Sensitivity/Response,Supports
1439,rxcui:480167,B,Sensitivity/Response,Supports
1439,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1440,rxcui:2395271,C,Sensitivity/Response,Supports
1440,iuphar.ligand:8914,C,Sensitivity/Response,Supports
1441,rxcui:282388,B,Sensitivity/Response,Supports
1443,rxcui:1148495,C,Sensitivity/Response,Supports
1444,rxcui:1148495,C,Sensitivity/Response,Supports
1445,rxcui:282388,A,Sensitivity/Response,Supports
1446,rxcui:282388,C,Resistance,Supports
1447,ncit:C74072,D,Sensitivity/Response,Supports
1448,iuphar.ligand:7963,D,Sensitivity/Response,Supports
1448,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1449,fda:TRASTUZUMAB,B,Resistance,Supports
1453,fda:TRASTUZUMAB,D,Resistance,Supports
1454,ncit:C69145,E,Sensitivity/Response,Supports
1454,rxcui:495881,E,Sensitivity/Response,Supports
1455,ncit:C148229,D,Sensitivity/Response,Supports
1455,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1456,rxcui:495881,E,Sensitivity/Response,Supports
1456,fda:TRAMETINIB,E,Sensitivity/Response,Supports
1457,rxcui:495881,E,Sensitivity/Response,Supports
1457,ncit:C69145,E,Sensitivity/Response,Supports
1458,fda:TRAMETINIB,D,Sensitivity/Response,Supports
1458,rxcui:1147220,D,Sensitivity/Response,Supports
1459,rxcui:1147220,D,Sensitivity/Response,Supports
1459,fda:TRAMETINIB,D,Sensitivity/Response,Supports
1461,rxcui:1147220,D,Sensitivity/Response,Supports
1461,fda:TRAMETINIB,D,Sensitivity/Response,Supports
1462,rxcui:1147220,D,Sensitivity/Response,Supports
1462,fda:TRAMETINIB,D,Sensitivity/Response,Supports
1463,fda:TRAMETINIB,C,Sensitivity/Response,Supports
1464,ncit:C116876,D,Sensitivity/Response,Supports
1465,ncit:C116876,D,Sensitivity/Response,Supports
1466,rxcui:282388,B,Resistance,Supports
1467,ncit:C116876,D,Resistance,Supports
1468,rxcui:1147220,D,Resistance,Supports
1469,rxcui:35302,D,Sensitivity/Response,Supports
1469,drugbank:DB07101,D,Sensitivity/Response,Supports
1470,rxcui:1147220,C,Resistance,Supports
1471,iuphar.ligand:8475,D,Sensitivity/Response,Supports
1471,iuphar.ligand:9375,D,Sensitivity/Response,Supports
1472,rxcui:2049122,B,Sensitivity/Response,Supports
1473,rxcui:2361596,C,Sensitivity/Response,Supports
1474,rxcui:1147220,D,Resistance,Supports
1475,rxcui:2361596,D,Sensitivity/Response,Supports
1476,ncit:C71750,D,Sensitivity/Response,Supports
1477,rxcui:1242987,B,Resistance,Supports
1477,rxcui:1659191,B,Resistance,Supports
1481,rxcui:117055,B,Sensitivity/Response,Supports
1482,rxcui:120608,B,Sensitivity/Response,Supports
1483,rxcui:1148495,C,Resistance,Supports
1483,rxcui:1727454,C,Resistance,Supports
1484,rxcui:1727454,C,Resistance,Supports
1484,rxcui:1148495,C,Resistance,Supports
1490,ncit:C116876,D,Sensitivity/Response,Supports
1491,hemonc:278,D,Sensitivity/Response,Supports
1492,rxcui:2555,D,Resistance,Supports
1494,iuphar.ligand:7012,D,Sensitivity/Response,Supports
1495,rxcui:495881,B,Sensitivity/Response,Supports
1495,rxcui:56946,B,Sensitivity/Response,Supports
1495,rxcui:40048,B,Sensitivity/Response,Supports
1496,rxcui:40048,B,Sensitivity/Response,Supports
1496,rxcui:56946,B,Sensitivity/Response,Supports
1496,rxcui:495881,B,Sensitivity/Response,Supports
1497,rxcui:495881,B,Sensitivity/Response,Supports
1497,rxcui:40048,B,Sensitivity/Response,Supports
1498,rxcui:282388,A,Sensitivity/Response,Supports
1499,fda:TRASTUZUMAB,A,Sensitivity/Response,Supports
1500,rxcui:2669967,D,Sensitivity/Response,Supports
1501,rxcui:2669967,D,Sensitivity/Response,Supports
1502,rxcui:2669967,D,Sensitivity/Response,Supports
