nct_id,gene_symbol,source
NCT06276283,EGFR,eligibility_criteria
NCT06276283,ERBB2,eligibility_criteria
NCT05487391,ALK,eligibility_criteria
NCT05487391,EGFR,eligibility_criteria
NCT07323641,EGFR,eligibility_criteria
NCT07323641,MET,eligibility_criteria
NCT04223024,EGFR,eligibility_criteria
NCT06784791,EGFR,eligibility_criteria
NCT06369285,CDK4,eligibility_criteria
NCT06369285,ERBB2,eligibility_criteria
NCT05015608,EGFR,eligibility_criteria
NCT05015608,MET,eligibility_criteria
NCT01754025,EGFR,eligibility_criteria
NCT05748093,EGFR,eligibility_criteria
NCT06794931,EGFR,eligibility_criteria
NCT07174336,CDK4,eligibility_criteria
NCT07174336,ERBB2,eligibility_criteria
NCT07174336,PIK3CA,eligibility_criteria
NCT06018337,CDK4,eligibility_criteria
NCT06018337,ERBB2,eligibility_criteria
NCT07062965,CDK4,eligibility_criteria
NCT07062965,ERBB2,eligibility_criteria
NCT07062965,PIK3CA,eligibility_criteria
NCT07062965,PTEN,eligibility_criteria
NCT02763566,CDK4,eligibility_criteria
NCT02763566,CDK6,eligibility_criteria
NCT02763566,ERBB2,eligibility_criteria
NCT05037331,EGFR,eligibility_criteria
NCT06700369,ERBB2,eligibility_criteria
NCT05841472,ALK,eligibility_criteria
NCT05841472,EGFR,eligibility_criteria
NCT06014502,EGFR,eligibility_criteria
NCT05642572,EGFR,eligibility_criteria
NCT05642572,MET,eligibility_criteria
NCT03611738,ALK,eligibility_criteria
NCT03611738,EGFR,eligibility_criteria
NCT06550063,ERBB2,eligibility_criteria
NCT06798207,ERBB2,eligibility_criteria
NCT05586100,EGFR,eligibility_criteria
NCT02128906,EGFR,eligibility_criteria
NCT04590664,EGFR,eligibility_criteria
NCT07342309,ERBB2,eligibility_criteria
NCT06068049,EGFR,eligibility_criteria
NCT07105592,EGFR,eligibility_criteria
NCT05694936,EGFR,eligibility_criteria
NCT05694936,ERBB2,eligibility_criteria
NCT05694936,KRAS,eligibility_criteria
NCT05694936,NRAS,eligibility_criteria
NCT07395336,CDK4,eligibility_criteria
NCT07395336,ERBB2,eligibility_criteria
NCT07551336,EGFR,eligibility_criteria
NCT06876714,ERBB2,eligibility_criteria
NCT05358249,KRAS,eligibility_criteria
NCT05281406,EGFR,eligibility_criteria
NCT06813365,EGFR,eligibility_criteria
NCT04504071,EGFR,eligibility_criteria
NCT05898399,ERBB2,eligibility_criteria
NCT00045201,EGFR,eligibility_criteria
NCT07079475,EGFR,eligibility_criteria
NCT07506109,BRAF,eligibility_criteria
NCT07506109,EGFR,eligibility_criteria
NCT05607004,APC,eligibility_criteria
NCT05607004,ERBB2,eligibility_criteria
NCT06843967,CDK4,eligibility_criteria
NCT06225804,EGFR,eligibility_criteria
NCT06109558,EGFR,eligibility_criteria
NCT06109558,MET,eligibility_criteria
NCT06109558,RET,eligibility_criteria
NCT06824155,ERBB2,eligibility_criteria
NCT07491211,EGFR,eligibility_criteria
NCT06734533,CDK4,eligibility_criteria
NCT06734533,ERBB2,eligibility_criteria
NCT07206498,EGFR,eligibility_criteria
NCT07227233,CDK4,eligibility_criteria
NCT07227233,ERBB2,eligibility_criteria
NCT05653752,CDK4,eligibility_criteria
NCT05653752,EGFR,eligibility_criteria
NCT05653752,ERBB2,eligibility_criteria
NCT06383728,EGFR,eligibility_criteria
NCT03122717,EGFR,eligibility_criteria
NCT05401110,EGFR,eligibility_criteria
NCT06956690,EGFR,eligibility_criteria
NCT05559645,EGFR,eligibility_criteria
NCT06621563,EGFR,eligibility_criteria
NCT06621563,MET,eligibility_criteria
NCT05169567,CDK4,eligibility_criteria
NCT05169567,ERBB2,eligibility_criteria
NCT07535437,EGFR,eligibility_criteria
NCT06102928,EGFR,eligibility_criteria
NCT06951464,EGFR,eligibility_criteria
NCT06976944,ERBB2,eligibility_criteria
NCT03734029,ERBB2,eligibility_criteria
NCT06296745,EGFR,eligibility_criteria
NCT05060796,EGFR,eligibility_criteria
NCT02493582,EGFR,eligibility_criteria
NCT04780568,EGFR,eligibility_criteria
NCT06554613,EGFR,eligibility_criteria
NCT05768490,EGFR,eligibility_criteria
NCT07546695,ERBB2,eligibility_criteria
NCT04872166,ERBB2,eligibility_criteria
NCT06249854,ALK,eligibility_criteria
NCT06249854,EGFR,eligibility_criteria
NCT04909073,EGFR,eligibility_criteria
NCT05985954,BRAF,eligibility_criteria
NCT05985954,EGFR,eligibility_criteria
NCT05985954,KRAS,eligibility_criteria
NCT05985954,NRAS,eligibility_criteria
NCT07054190,ERBB2,eligibility_criteria
NCT07054190,PIK3CA,eligibility_criteria
NCT04961996,CDK4,eligibility_criteria
NCT04961996,ERBB2,eligibility_criteria
NCT06202261,ERBB2,eligibility_criteria
NCT06711068,ERBB2,eligibility_criteria
NCT05044897,EGFR,eligibility_criteria
NCT07180160,CDK4,eligibility_criteria
NCT07180160,ERBB2,eligibility_criteria
NCT05338970,EGFR,eligibility_criteria
NCT05222802,EGFR,eligibility_criteria
NCT06348927,EGFR,eligibility_criteria
NCT06348927,PIK3CA,eligibility_criteria
NCT06348927,TP53,eligibility_criteria
NCT03392246,EGFR,eligibility_criteria
NCT07527741,ERBB2,eligibility_criteria
NCT05168566,EGFR,eligibility_criteria
NCT06726642,BRCA1,eligibility_criteria
NCT06726642,BRCA2,eligibility_criteria
NCT06726642,NF1,eligibility_criteria
NCT06726642,PALB2,eligibility_criteria
NCT03546972,BRCA1,eligibility_criteria
NCT07532434,BRCA1,eligibility_criteria
NCT07532434,BRCA2,eligibility_criteria
NCT07532434,PALB2,eligibility_criteria
NCT06533384,ERBB2,eligibility_criteria
NCT04095195,BRCA1,eligibility_criteria
NCT04095195,BRCA2,eligibility_criteria
NCT04095195,PALB2,eligibility_criteria
NCT05006131,ATM,eligibility_criteria
NCT05006131,BRCA1,eligibility_criteria
NCT05006131,BRCA2,eligibility_criteria
NCT05006131,CDKN2A,eligibility_criteria
NCT05006131,MLH1,eligibility_criteria
NCT05006131,MSH2,eligibility_criteria
NCT05006131,MSH6,eligibility_criteria
NCT05006131,PALB2,eligibility_criteria
NCT05006131,STK11,eligibility_criteria
NCT01434316,BRCA1,eligibility_criteria
NCT01434316,BRCA2,eligibility_criteria
NCT05358639,BRCA1,eligibility_criteria
NCT05358639,BRCA2,eligibility_criteria
NCT05358639,PALB2,eligibility_criteria
NCT01990521,BRCA1,eligibility_criteria
NCT01990521,BRCA2,eligibility_criteria
NCT00005095,BRCA1,eligibility_criteria
NCT00005095,BRCA2,eligibility_criteria
NCT06817694,BRCA1,eligibility_criteria
NCT02775461,ATM,eligibility_criteria
NCT02775461,BRCA1,eligibility_criteria
NCT02775461,BRCA2,eligibility_criteria
NCT02775461,CDKN2A,eligibility_criteria
NCT02775461,PALB2,eligibility_criteria
NCT02775461,STK11,eligibility_criteria
NCT07197723,BRCA1,eligibility_criteria
NCT04367675,BRCA1,eligibility_criteria
NCT04367675,BRCA2,eligibility_criteria
NCT07156253,ERBB2,eligibility_criteria
NCT05568212,ALK,eligibility_criteria
NCT05568212,EGFR,eligibility_criteria
NCT05568212,ROS1,eligibility_criteria
NCT02478892,ATM,eligibility_criteria
NCT02478892,BRCA1,eligibility_criteria
NCT02478892,BRCA2,eligibility_criteria
NCT02478892,PALB2,eligibility_criteria
NCT04273542,BRCA1,eligibility_criteria
NCT05694715,ATM,eligibility_criteria
NCT05694715,BRCA1,eligibility_criteria
NCT05694715,BRCA2,eligibility_criteria
NCT05694715,PALB2,eligibility_criteria
NCT06395519,BRCA2,eligibility_criteria
NCT02393794,BRCA1,eligibility_criteria
NCT02393794,BRCA2,eligibility_criteria
NCT06403904,PALB2,eligibility_criteria
NCT06033092,ATM,eligibility_criteria
NCT06033092,BRCA1,eligibility_criteria
NCT06033092,BRCA2,eligibility_criteria
NCT06033092,CHEK2,eligibility_criteria
NCT06033092,PALB2,eligibility_criteria
NCT04970056,ATM,eligibility_criteria
NCT04970056,BRCA1,eligibility_criteria
NCT04970056,BRCA2,eligibility_criteria
NCT04970056,CDKN2A,eligibility_criteria
NCT04970056,MLH1,eligibility_criteria
NCT04970056,MSH2,eligibility_criteria
NCT04970056,MSH6,eligibility_criteria
NCT04970056,PALB2,eligibility_criteria
NCT04970056,STK11,eligibility_criteria
NCT03786796,ATM,eligibility_criteria
NCT03786796,BRCA1,eligibility_criteria
NCT03786796,BRCA2,eligibility_criteria
NCT03786796,CHEK2,eligibility_criteria
NCT03786796,PALB2,eligibility_criteria
NCT06856343,ERBB2,eligibility_criteria
NCT03296826,BRCA1,eligibility_criteria
NCT03296826,BRCA2,eligibility_criteria
NCT04197856,BRCA1,eligibility_criteria
NCT04197856,MLH1,eligibility_criteria
NCT04197856,MSH2,eligibility_criteria
NCT04197856,MSH6,eligibility_criteria
NCT04197856,PALB2,eligibility_criteria
NCT02760849,BRCA1,eligibility_criteria
NCT02760849,BRCA2,eligibility_criteria
NCT02760849,MLH1,eligibility_criteria
NCT02760849,MSH2,eligibility_criteria
NCT02760849,MSH6,eligibility_criteria
NCT02760849,PALB2,eligibility_criteria
NCT06488378,BRCA1,eligibility_criteria
NCT06488378,BRCA2,eligibility_criteria
NCT06488378,ERBB2,eligibility_criteria
NCT06488378,PALB2,eligibility_criteria
NCT00823654,ATM,eligibility_criteria
NCT00823654,BRCA1,eligibility_criteria
NCT00823654,BRCA2,eligibility_criteria
NCT00823654,ERBB2,eligibility_criteria
NCT05806515,BRCA1,eligibility_criteria
NCT05806515,BRCA2,eligibility_criteria
NCT03967938,BRCA1,eligibility_criteria
NCT02571725,BRCA1,eligibility_criteria
NCT02571725,BRCA2,eligibility_criteria
NCT02000089,ATM,eligibility_criteria
NCT02000089,BRCA1,eligibility_criteria
NCT02000089,BRCA2,eligibility_criteria
NCT02000089,CDKN2A,eligibility_criteria
NCT02000089,PALB2,eligibility_criteria
NCT04890613,ATM,eligibility_criteria
NCT04890613,BRCA1,eligibility_criteria
NCT04890613,BRCA2,eligibility_criteria
NCT04890613,CHEK2,eligibility_criteria
NCT04890613,MYC,eligibility_criteria
NCT04890613,PALB2,eligibility_criteria
NCT04890613,RAD51,eligibility_criteria
NCT03740893,ERBB2,eligibility_criteria
NCT03337087,BRCA1,eligibility_criteria
NCT03337087,BRCA2,eligibility_criteria
NCT03337087,PALB2,eligibility_criteria
NCT02653105,BRCA1,eligibility_criteria
NCT02653105,TP53,eligibility_criteria
NCT05574673,BRCA1,eligibility_criteria
NCT04858334,BRCA1,eligibility_criteria
NCT04858334,BRCA2,eligibility_criteria
NCT04858334,PALB2,eligibility_criteria
NCT06735326,BRCA1,eligibility_criteria
NCT01689584,BRCA1,eligibility_criteria
NCT01689584,BRCA2,eligibility_criteria
NCT01689584,PALB2,eligibility_criteria
NCT03480776,BRCA1,eligibility_criteria
NCT04494945,BRCA1,eligibility_criteria
NCT04494945,BRCA2,eligibility_criteria
NCT02783664,BRCA1,eligibility_criteria
NCT02783664,BRCA2,eligibility_criteria
NCT05939128,BRCA1,eligibility_criteria
NCT05939128,ERBB2,eligibility_criteria
NCT06201234,ERBB2,eligibility_criteria
NCT04585074,BRCA1,eligibility_criteria
NCT04585074,PALB2,eligibility_criteria
NCT04585074,TP53,eligibility_criteria
NCT02206360,APC,eligibility_criteria
NCT02206360,ATM,eligibility_criteria
NCT02206360,BRCA1,eligibility_criteria
NCT02206360,BRCA2,eligibility_criteria
NCT02206360,CDKN2A,eligibility_criteria
NCT02206360,MLH1,eligibility_criteria
NCT02206360,MSH2,eligibility_criteria
NCT02206360,MSH6,eligibility_criteria
NCT02206360,PALB2,eligibility_criteria
NCT01874353,BRCA1,eligibility_criteria
NCT01874353,BRCA2,eligibility_criteria
NCT04474834,ATM,eligibility_criteria
NCT04474834,BRCA1,eligibility_criteria
NCT04474834,BRCA2,eligibility_criteria
NCT00579488,BRCA1,eligibility_criteria
NCT00579488,BRCA2,eligibility_criteria
NCT03396341,ATM,eligibility_criteria
NCT03396341,BRCA1,eligibility_criteria
NCT03396341,BRCA2,eligibility_criteria
NCT03396341,CHEK2,eligibility_criteria
NCT03396341,PALB2,eligibility_criteria
NCT06115499,BRCA1,eligibility_criteria
NCT06115499,PALB2,eligibility_criteria
NCT04892693,ATM,eligibility_criteria
NCT04892693,BRCA1,eligibility_criteria
NCT04892693,CHEK2,eligibility_criteria
NCT04892693,PALB2,eligibility_criteria
NCT04892693,RAD51,eligibility_criteria
NCT01646034,BRCA1,eligibility_criteria
NCT01646034,BRCA2,eligibility_criteria
NCT01646034,ERBB2,eligibility_criteria
NCT07356453,BRCA1,eligibility_criteria
NCT05457257,BRCA1,eligibility_criteria
NCT07039552,BRCA1,eligibility_criteria
NCT07039552,BRCA2,eligibility_criteria
NCT03990896,ERBB2,eligibility_criteria
NCT05327010,BRCA1,eligibility_criteria
NCT05327010,BRCA2,eligibility_criteria
NCT05327010,KRAS,eligibility_criteria
NCT05327010,PALB2,eligibility_criteria
NCT05327010,RAD51,eligibility_criteria
NCT06580314,BRCA1,eligibility_criteria
NCT06580314,BRCA2,eligibility_criteria
NCT06888388,BRCA1,eligibility_criteria
NCT06888388,BRCA2,eligibility_criteria
NCT06888388,PALB2,eligibility_criteria
NCT06888388,PTEN,eligibility_criteria
NCT06888388,TP53,eligibility_criteria
NCT06212583,ATM,eligibility_criteria
NCT06212583,BRCA1,eligibility_criteria
NCT06212583,CHEK2,eligibility_criteria
NCT06212583,PALB2,eligibility_criteria
NCT06212583,TP53,eligibility_criteria
NCT04261972,BRCA1,eligibility_criteria
NCT04261972,BRCA2,eligibility_criteria
NCT04294927,BRCA1,eligibility_criteria
NCT04294927,BRCA2,eligibility_criteria
NCT06175390,BRCA1,eligibility_criteria
NCT06175390,BRCA2,eligibility_criteria
NCT06175390,ERBB2,eligibility_criteria
NCT04251052,BRCA1,eligibility_criteria
NCT04251052,ERBB2,eligibility_criteria
NCT03246841,BRCA1,eligibility_criteria
NCT03246841,BRCA2,eligibility_criteria
NCT03344965,ATM,eligibility_criteria
NCT03344965,BRCA1,eligibility_criteria
NCT03344965,BRCA2,eligibility_criteria
NCT03344965,CHEK2,eligibility_criteria
NCT03344965,PALB2,eligibility_criteria
NCT03742895,BRCA1,eligibility_criteria
NCT03742895,BRCA2,eligibility_criteria
NCT05097274,ATM,eligibility_criteria
NCT05097274,BRCA1,eligibility_criteria
NCT05097274,BRCA2,eligibility_criteria
NCT05097274,CHEK2,eligibility_criteria
NCT05097274,MLH1,eligibility_criteria
NCT05097274,MSH2,eligibility_criteria
NCT05097274,MSH6,eligibility_criteria
NCT05097274,PALB2,eligibility_criteria
NCT01608074,BRCA1,eligibility_criteria
NCT01608074,BRCA2,eligibility_criteria
NCT06417801,CDK4,eligibility_criteria
NCT06022029,BRCA1,eligibility_criteria
NCT06022029,BRCA2,eligibility_criteria
NCT01905046,BRCA2,eligibility_criteria
NCT05378204,ERBB2,eligibility_criteria
NCT04439227,BRCA1,eligibility_criteria
NCT04439227,BRCA2,eligibility_criteria
NCT04439227,ERBB2,eligibility_criteria
NCT02849496,ERBB2,eligibility_criteria
NCT01898117,ERBB2,eligibility_criteria
NCT00080756,BRCA1,eligibility_criteria
NCT00080756,BRCA2,eligibility_criteria
NCT02286687,ATM,eligibility_criteria
NCT02286687,BRCA1,eligibility_criteria
NCT02286687,BRCA2,eligibility_criteria
NCT02286687,PALB2,eligibility_criteria
NCT05033756,ATM,eligibility_criteria
NCT05033756,BRCA1,eligibility_criteria
NCT05033756,BRCA2,eligibility_criteria
NCT05033756,CDK4,eligibility_criteria
NCT05033756,CHEK2,eligibility_criteria
NCT05033756,ERBB2,eligibility_criteria
NCT05033756,PALB2,eligibility_criteria
NCT06324240,BRCA1,eligibility_criteria
NCT06324240,BRCA2,eligibility_criteria
NCT02810743,BRCA1,eligibility_criteria
NCT02810743,ERBB2,eligibility_criteria
NCT01034033,BRCA1,eligibility_criteria
NCT01034033,BRCA2,eligibility_criteria
NCT01034033,PTEN,eligibility_criteria
NCT01034033,TP53,eligibility_criteria
NCT06111417,BRCA1,eligibility_criteria
NCT04150042,BRCA1,eligibility_criteria
NCT04150042,BRCA2,eligibility_criteria
NCT04150042,ERBB2,eligibility_criteria
NCT04150042,PALB2,eligibility_criteria
NCT04794322,BRCA1,eligibility_criteria
NCT04794322,BRCA2,eligibility_criteria
NCT05498272,ATM,eligibility_criteria
NCT05498272,BRCA1,eligibility_criteria
NCT05498272,CHEK2,eligibility_criteria
NCT05498272,PALB2,eligibility_criteria
NCT04090567,ERBB2,eligibility_criteria
NCT06783140,BRCA1,eligibility_criteria
NCT06783140,PALB2,eligibility_criteria
NCT02543905,ATM,eligibility_criteria
NCT02543905,BRCA1,eligibility_criteria
NCT02543905,BRCA2,eligibility_criteria
NCT02543905,CHEK2,eligibility_criteria
NCT02543905,MLH1,eligibility_criteria
NCT02543905,MSH2,eligibility_criteria
NCT02543905,MSH6,eligibility_criteria
NCT02543905,PALB2,eligibility_criteria
NCT05287451,BRCA1,eligibility_criteria
NCT05287451,BRCA2,eligibility_criteria
NCT05287451,PALB2,eligibility_criteria
NCT02302742,PALB2,eligibility_criteria
NCT02302742,PTEN,eligibility_criteria
NCT02705846,BRCA1,eligibility_criteria
NCT02705846,BRCA2,eligibility_criteria
NCT04520074,BRCA1,eligibility_criteria
NCT05379972,ATM,eligibility_criteria
NCT05379972,BRCA1,eligibility_criteria
NCT05379972,BRCA2,eligibility_criteria
NCT05379972,CHEK2,eligibility_criteria
NCT05379972,ERBB2,eligibility_criteria
NCT05379972,PALB2,eligibility_criteria
NCT05379972,PTEN,eligibility_criteria
NCT04960839,BRCA1,eligibility_criteria
NCT04960839,BRCA2,eligibility_criteria
NCT04960839,PALB2,eligibility_criteria
NCT04431024,BRCA1,eligibility_criteria
NCT03568630,APC,eligibility_criteria
NCT03568630,ATM,eligibility_criteria
NCT03568630,BRCA1,eligibility_criteria
NCT03568630,BRCA2,eligibility_criteria
NCT03568630,MLH1,eligibility_criteria
NCT03568630,MSH2,eligibility_criteria
NCT03568630,MSH6,eligibility_criteria
NCT03568630,PALB2,eligibility_criteria
NCT03568630,SMAD4,eligibility_criteria
NCT03568630,STK11,eligibility_criteria
NCT03568630,TP53,eligibility_criteria
NCT02321228,BRCA1,eligibility_criteria
NCT02321228,BRCA2,eligibility_criteria
NCT06193525,BRCA1,eligibility_criteria
NCT06193525,BRCA2,eligibility_criteria
NCT06193525,ERBB2,eligibility_criteria
NCT04711109,BRCA1,eligibility_criteria
NCT07498829,BRCA1,eligibility_criteria
NCT07498829,BRCA2,eligibility_criteria
NCT07498829,MLH1,eligibility_criteria
NCT07498829,MSH2,eligibility_criteria
NCT07498829,MSH6,eligibility_criteria
NCT07498829,PALB2,eligibility_criteria
NCT06792721,BRCA1,eligibility_criteria
NCT06792721,BRCA2,eligibility_criteria
NCT04335669,BRCA1,eligibility_criteria
NCT04335669,BRCA2,eligibility_criteria
NCT04335669,ERBB2,eligibility_criteria
NCT05787587,ATM,eligibility_criteria
NCT05787587,BRCA1,eligibility_criteria
NCT05787587,CHEK2,eligibility_criteria
NCT05787587,PALB2,eligibility_criteria
NCT01907789,BRCA1,eligibility_criteria
NCT01907789,BRCA2,eligibility_criteria
NCT06195306,ATM,eligibility_criteria
NCT06195306,BRCA1,eligibility_criteria
NCT06195306,BRCA2,eligibility_criteria
NCT06195306,CHEK2,eligibility_criteria
NCT06195306,NF1,eligibility_criteria
NCT06195306,PALB2,eligibility_criteria
NCT06195306,PTEN,eligibility_criteria
NCT06195306,STK11,eligibility_criteria
NCT06195306,TP53,eligibility_criteria
NCT06775470,BRCA1,eligibility_criteria
NCT06775470,BRCA2,eligibility_criteria
NCT05129605,ATM,eligibility_criteria
NCT05129605,BRCA1,eligibility_criteria
NCT05129605,BRCA2,eligibility_criteria
NCT05129605,CHEK2,eligibility_criteria
NCT05129605,MLH1,eligibility_criteria
NCT05129605,MSH2,eligibility_criteria
NCT05129605,MSH6,eligibility_criteria
NCT05129605,PALB2,eligibility_criteria
NCT05129605,TP53,eligibility_criteria
NCT02032823,BRCA1,eligibility_criteria
NCT02032823,BRCA2,eligibility_criteria
NCT02032823,ERBB2,eligibility_criteria
NCT06380751,BRCA1,eligibility_criteria
NCT06380751,BRCA2,eligibility_criteria
NCT06380751,CDK4,eligibility_criteria
NCT06380751,ERBB2,eligibility_criteria
NCT06380751,PALB2,eligibility_criteria
NCT04584255,BRCA1,eligibility_criteria
NCT04584255,BRCA2,eligibility_criteria
NCT04584255,ERBB2,eligibility_criteria
NCT04584255,PALB2,eligibility_criteria
NCT01102569,BRCA1,eligibility_criteria
NCT03805919,ATM,eligibility_criteria
NCT03805919,BRCA1,eligibility_criteria
NCT03805919,BRCA2,eligibility_criteria
NCT03805919,CHEK2,eligibility_criteria
NCT03805919,MLH1,eligibility_criteria
NCT03805919,MSH2,eligibility_criteria
NCT03805919,MSH6,eligibility_criteria
NCT03805919,PALB2,eligibility_criteria
NCT03805919,TP53,eligibility_criteria
NCT05420064,APC,eligibility_criteria
NCT05420064,ATM,eligibility_criteria
NCT05420064,BRCA1,eligibility_criteria
NCT05420064,BRCA2,eligibility_criteria
NCT05420064,CDK4,eligibility_criteria
NCT05420064,CDKN2A,eligibility_criteria
NCT05420064,CHEK2,eligibility_criteria
NCT05420064,KEAP1,eligibility_criteria
NCT05420064,KIT,eligibility_criteria
NCT05420064,MET,eligibility_criteria
NCT05420064,MLH1,eligibility_criteria
NCT05420064,MSH2,eligibility_criteria
NCT05420064,MSH6,eligibility_criteria
NCT05420064,NF1,eligibility_criteria
NCT05420064,PALB2,eligibility_criteria
NCT05420064,POLE,eligibility_criteria
NCT05420064,PTEN,eligibility_criteria
NCT05420064,RET,eligibility_criteria
NCT05420064,SMAD4,eligibility_criteria
NCT05420064,STK11,eligibility_criteria
NCT05420064,TP53,eligibility_criteria
NCT05420064,VHL,eligibility_criteria
NCT03414684,ERBB2,eligibility_criteria
NCT06177171,ATM,eligibility_criteria
NCT06177171,BRCA1,eligibility_criteria
NCT06177171,BRCA2,eligibility_criteria
NCT06177171,CHEK2,eligibility_criteria
NCT06177171,PALB2,eligibility_criteria
NCT03428802,BRCA1,eligibility_criteria
NCT03428802,BRCA2,eligibility_criteria
NCT03428802,POLE,eligibility_criteria
NCT05485766,BRCA1,eligibility_criteria
NCT05485766,BRCA2,eligibility_criteria
NCT00261456,BRCA1,eligibility_criteria
NCT00261456,BRCA2,eligibility_criteria
NCT00261456,MLH1,eligibility_criteria
NCT00261456,MSH2,eligibility_criteria
NCT00261456,MSH6,eligibility_criteria
NCT06497270,BRCA1,eligibility_criteria
NCT05898009,BRCA2,eligibility_criteria
NCT07265414,BRCA1,eligibility_criteria
NCT06640881,ERBB2,eligibility_criteria
NCT04045691,BRAF,eligibility_criteria
NCT03808558,ALK,eligibility_criteria
NCT03808558,EGFR,eligibility_criteria
NCT03808558,KRAS,eligibility_criteria
NCT06249282,KRAS,eligibility_criteria
NCT07240766,KRAS,eligibility_criteria
NCT02152631,CDK4,eligibility_criteria
NCT02152631,CDK6,eligibility_criteria
NCT02152631,KRAS,eligibility_criteria
NCT05726864,KRAS,eligibility_criteria
NCT05726864,NRAS,eligibility_criteria
NCT04449874,KRAS,eligibility_criteria
NCT06582771,KRAS,eligibility_criteria
NCT05094336,CDKN2A,eligibility_criteria
NCT05009329,KRAS,eligibility_criteria
NCT05398094,ALK,eligibility_criteria
NCT05398094,EGFR,eligibility_criteria
NCT05398094,KRAS,eligibility_criteria
NCT05398094,ROS1,eligibility_criteria
NCT06478251,KRAS,eligibility_criteria
NCT06315010,ROS1,eligibility_criteria
NCT07190677,ALK,eligibility_criteria
NCT07190677,EGFR,eligibility_criteria
NCT05010694,KRAS,eligibility_criteria
NCT06243354,KRAS,eligibility_criteria
NCT07349537,KRAS,eligibility_criteria
NCT06758401,ALK,eligibility_criteria
NCT06758401,BRAF,eligibility_criteria
NCT06758401,EGFR,eligibility_criteria
NCT06758401,MET,eligibility_criteria
NCT06758401,RET,eligibility_criteria
NCT06758401,ROS1,eligibility_criteria
NCT07474168,KRAS,eligibility_criteria
NCT05485974,KRAS,eligibility_criteria
NCT06934538,BRAF,eligibility_criteria
NCT06934538,KRAS,eligibility_criteria
NCT06959615,KRAS,eligibility_criteria
NCT07204340,KRAS,eligibility_criteria
NCT06179160,KRAS,eligibility_criteria
NCT05549297,BRAF,eligibility_criteria
NCT06494540,ALK,eligibility_criteria
NCT06494540,EGFR,eligibility_criteria
NCT06494540,KEAP1,eligibility_criteria
NCT06494540,KRAS,eligibility_criteria
NCT06494540,STK11,eligibility_criteria
NCT06494540,TP53,eligibility_criteria
NCT07252479,ALK,eligibility_criteria
NCT07252479,BRAF,eligibility_criteria
NCT07252479,EGFR,eligibility_criteria
NCT07252479,KRAS,eligibility_criteria
NCT07252479,NRAS,eligibility_criteria
NCT07252479,RET,eligibility_criteria
NCT07252479,ROS1,eligibility_criteria
NCT02246621,CDK4,eligibility_criteria
NCT02246621,ERBB2,eligibility_criteria
NCT03206671,MYC,eligibility_criteria
NCT06973564,KRAS,eligibility_criteria
NCT05462717,KEAP1,eligibility_criteria
NCT05462717,KRAS,eligibility_criteria
NCT05462717,STK11,eligibility_criteria
NCT06659341,KRAS,eligibility_criteria
NCT07353645,BRAF,eligibility_criteria
NCT07353645,KRAS,eligibility_criteria
NCT06343402,KRAS,eligibility_criteria
NCT06645236,KRAS,eligibility_criteria
NCT06008093,ALK,eligibility_criteria
NCT06008093,KEAP1,eligibility_criteria
NCT06008093,KRAS,eligibility_criteria
NCT06008093,STK11,eligibility_criteria
NCT06782932,KRAS,eligibility_criteria
NCT05853575,KRAS,eligibility_criteria
NCT06496373,KRAS,eligibility_criteria
NCT06496373,TP53,eligibility_criteria
NCT04625270,KRAS,eligibility_criteria
NCT06720987,KRAS,eligibility_criteria
NCT04027309,FLT3,eligibility_criteria
NCT06890598,ALK,eligibility_criteria
NCT06890598,EGFR,eligibility_criteria
NCT06890598,KRAS,eligibility_criteria
NCT07397338,KRAS,eligibility_criteria
NCT07397338,NRAS,eligibility_criteria
NCT07084558,ERBB2,eligibility_criteria
NCT06497556,KRAS,eligibility_criteria
NCT06412198,KRAS,eligibility_criteria
NCT07012031,ERBB2,eligibility_criteria
NCT07012031,KRAS,eligibility_criteria
NCT06662786,BRAF,eligibility_criteria
NCT06662786,EGFR,eligibility_criteria
NCT06662786,ERBB2,eligibility_criteria
NCT06662786,KRAS,eligibility_criteria
NCT06662786,MET,eligibility_criteria
NCT06662786,NRAS,eligibility_criteria
NCT06015724,KRAS,eligibility_criteria
NCT05740566,EGFR,eligibility_criteria
NCT06807619,KRAS,eligibility_criteria
NCT07174908,ALK,eligibility_criteria
NCT07174908,EGFR,eligibility_criteria
NCT07174908,KRAS,eligibility_criteria
NCT07174908,ROS1,eligibility_criteria
NCT07492342,ALK,eligibility_criteria
NCT07492342,EGFR,eligibility_criteria
NCT07492342,KRAS,eligibility_criteria
NCT06767046,KRAS,eligibility_criteria
NCT05504278,KRAS,eligibility_criteria
NCT05074810,KRAS,eligibility_criteria
NCT07455617,KRAS,eligibility_criteria
NCT06229340,KRAS,eligibility_criteria
NCT06229340,NRAS,eligibility_criteria
NCT06403735,KRAS,eligibility_criteria
NCT07284849,BRAF,eligibility_criteria
NCT04685135,KRAS,eligibility_criteria
NCT05654623,CDK4,eligibility_criteria
NCT05654623,ERBB2,eligibility_criteria
NCT05118854,KRAS,eligibility_criteria
NCT05375994,KRAS,eligibility_criteria
NCT05288205,KRAS,eligibility_criteria
NCT05945732,ERBB2,eligibility_criteria
NCT07431827,KRAS,eligibility_criteria
NCT05276726,KEAP1,eligibility_criteria
NCT05276726,KRAS,eligibility_criteria
NCT05276726,STK11,eligibility_criteria
