source_molecular_profile_id,target_evidence_id
1853,5441
1899,5442
1900,5443
1732,5444
1710,5445
1875,5446
1964,5447
1668,5448
1669,5449
1796,5450
1617,5451
1902,5452
1903,5453
1619,5454
1689,5455
1904,5456
1829,5457
1870,5458
1905,5459
1906,5460
1658,5461
1954,5462
1822,5463
1679,5464
1795,5465
1622,5466
1909,5467
1623,5468
1615,5469
1624,5470
1660,5471
1686,5472
1886,5473
1617,5474
1741,5475
1733,5476
1674,5477
2935,5478
2381,5479
1690,5480
1622,5481
1911,5482
1680,5483
1623,5484
1615,5485
1912,5486
1615,5487
1913,5489
1631,5491
1700,5493
1915,5495
1916,5496
1640,5498
1664,5499
1917,5500
1918,5501
1277,5505
1231,5506
272,5507
1231,5508
1839,5510
1856,5511
1919,5512
1920,5513
1921,5514
1833,5515
1922,5516
1231,5530
1926,5533
1927,5534
1928,5535
3166,5538
1677,5543
1931,5544
1623,5545
1615,5546
1839,5547
1839,5548
1932,5549
1670,5550
1933,5553
1934,5554
1670,5561
1942,5576
1943,5577
1689,5578
1664,5582
1724,5583
1663,5592
1231,5599
1951,5610
1965,5637
1966,5638
1967,5639
1968,5640
1964,5641
1866,5642
1783,5643
1659,5646
1973,5649
1964,5650
1974,5651
1975,5653
1964,5654
1977,5660
1984,5675
1984,5676
798,5679
1964,5682
1990,5689
1686,5691
1663,5693
1747,5720
2003,5722
1954,5724
2005,5725
1965,5726
2006,5727
2007,5728
2008,5729
2009,5730
2010,5731
2011,5732
2012,5733
1967,5734
2013,5735
2014,5736
2015,5737
2016,5738
2017,5739
2018,5740
2019,5741
2020,5742
2021,5743
1964,5744
1953,5745
2009,5748
1964,5749
1964,5750
1680,5761
1663,5765
1964,5766
1815,5767
2024,5768
1623,5769
1670,5771
1876,5772
2026,5773
1764,5774
1778,5775
2027,5776
2028,5777
1832,5780
1623,5786
1984,5787
2036,5794
1759,5798
2038,5799
1691,5801
1832,5805
1617,5807
272,5811
2042,5814
131,5815
132,5816
2044,5829
185,5830
186,5831
2045,5833
2046,5834
617,5835
588,5836
214,5840
1990,5845
1954,5851
2054,5858
2055,5859
1702,5863
1856,5864
2057,5865
1927,5886
2071,5887
2072,5888
1928,5892
2071,5897
1927,5899
2072,5900
12,5902
12,5903
12,5904
17,5905
12,5906
4685,5908
2079,5909
507,5912
186,5913
185,5914
185,5915
186,5916
33,5922
438,5923
190,5924
190,5925
2087,5929
185,5932
186,5933
185,5934
186,5935
186,5936
2089,5938
1477,5947
2094,5952
2095,5953
495,5954
849,5955
849,5956
214,5957
12,5958
12,5959
12,5960
12,5961
12,5962
1080,5964
966,5965
2097,5966
1160,5967
2098,5968
1535,5969
2099,5970
579,5971
2100,5972
2101,5973
2102,5974
2103,5975
2105,5977
297,5978
296,5979
662,5980
302,5981
302,5982
302,5983
302,5984
302,5985
302,5986
416,5987
2106,5988
2106,5989
2109,5992
2111,5994
2116,6000
607,6001
607,6002
967,6003
967,6004
986,6005
34,6006
294,6019
1652,6027
198,6034
495,6042
495,6043
17,6044
12,6045
17,6046
17,6047
1260,6049
1710,6059
2140,6060
1737,6061
2141,6062
2159,6091
2162,6096
2163,6098
779,6099
1252,6100
2861,6101
2165,6102
778,6103
2166,6106
2168,6108
1919,6109
2169,6110
2170,6111
1843,6112
1762,6114
1846,6115
1680,6116
1652,6119
1964,6121
2172,6122
12,6123
12,6124
1664,6131
1652,6167
849,6170
849,6171
2204,6174
12,6178
559,6179
17,6180
973,6181
2206,6182
33,6183
133,6184
2207,6186
307,6188
307,6189
4742,6190
5416,6191
4373,6192
4431,6193
4431,6194
4373,6196
105,6198
106,6199
4550,6200
1680,6201
107,6202
107,6203
107,6204
107,6206
104,6207
4381,6208
104,6209
4875,6210
104,6211
104,6213
4431,6214
4376,6215
4730,6216
4837,6217
4839,6218
4719,6219
1680,6221
1615,6222
1815,6223
4431,6232
4680,6233
4373,6234
4373,6235
4714,6236
4550,6237
4835,6238
4680,6239
4873,6240
4730,6241
4662,6242
4875,6243
4555,6244
4719,6245
4553,6246
4730,6247
4836,6250
4837,6251
4376,6252
4381,6253
4556,6254
4678,6255
4664,6256
5238,6257
4683,6258
2233,6259
169,6260
1275,6261
4174,6262
208,6263
332,6264
2236,6266
4555,6267
2237,6268
4376,6270
214,6271
2162,6273
4719,6274
5804,6275
4431,6282
4373,6285
2240,6287
1631,6289
1815,6290
77,6292
77,6293
77,6294
77,6295
5162,6296
307,6297
307,6298
307,6299
307,6300
307,6301
395,6302
395,6303
395,6304
395,6305
395,6306
395,6307
4714,6308
4376,6309
4833,6310
2244,6311
1425,6312
887,6314
214,6315
79,6316
588,6317
148,6319
81,6320
81,6322
421,6323
2246,6329
2244,6335
2248,6336
2249,6337
185,6341
2244,6342
186,6343
1663,6352
307,6362
77,6363
307,6375
1564,6376
66,6377
2260,6380
2260,6381
2261,6382
1252,6391
2266,6392
2267,6393
2268,6394
2269,6396
2102,6400
2101,6401
2271,6402
2271,6403
2273,6408
808,6409
1623,6416
1904,6417
1741,6428
58,6439
696,6441
2284,6442
2720,6446
2289,6450
2289,6453
2293,6463
1663,6468
2294,6469
779,6473
779,6474
779,6475
4215,6484
1832,6503
2304,6504
1713,6505
2305,6506
1735,6507
1990,6509
2308,6510
1790,6511
1677,6512
1838,6513
1951,6514
1822,6516
2310,6518
1623,6519
1615,6520
1702,6522
1745,6523
2312,6525
2320,6546
1964,6547
1631,6548
2321,6549
1635,6550
1778,6551
1669,6552
2322,6553
1617,6554
1964,6557
415,6567
1251,6568
415,6569
1677,6573
1804,6574
1799,6576
1838,6577
1810,6579
1621,6581
1791,6582
1680,6583
1649,6584
1650,6585
1615,6587
1792,6588
1763,6589
1811,6590
1660,6592
1684,6593
1800,6595
1686,6596
2801,6597
2312,6599
1921,6600
1639,6601
1672,6602
2328,6603
1833,6604
1790,6605
2453,6606
1719,6607
1645,6608
1658,6609
1951,6610
1621,6612
1614,6613
1680,6614
1700,6615
1650,6616
1955,6617
1623,6618
1615,6619
2331,6620
1808,6621
2332,6622
1686,6623
818,6624
1814,6625
1815,6626
1816,6627
817,6628
1664,6644
2341,6654
1663,6661
1664,6662
1747,6696
1664,6710
2361,6723
2362,6724
1664,6728
1832,6742
1663,6789
1664,6791
1832,6860
1964,6862
1664,6890
1674,6905
2426,6907
2313,6915
2434,6918
1721,6925
779,6930
220,6933
17,6937
12,6938
559,6939
12,6940
559,6941
4447,6950
4241,6952
1594,6955
94,6959
2443,6960
2445,6964
559,6965
17,6966
2448,6969
4664,6970
4673,6971
12,6975
531,6976
1547,6977
4376,6978
4898,6979
4829,6980
4886,6981
4730,6982
4901,6983
4675,6984
4680,6985
4673,6986
4721,6987
4683,6988
4556,6989
4373,6990
4431,6991
4550,6992
4555,6993
4662,6994
4664,6995
2244,6996
2248,6997
2249,6998
5243,6999
1624,7004
1845,7005
3083,7007
2454,7008
2455,7009
2456,7010
2455,7011
2459,7016
2454,7017
5152,7018
5152,7019
5074,7020
2460,7021
438,7024
531,7028
4714,7029
4376,7030
4833,7031
5238,7033
4723,7034
4680,7035
4678,7036
4556,7037
4373,7038
4431,7039
4550,7040
4555,7041
4662,7042
4664,7043
4714,7044
4376,7045
4833,7046
593,7056
1595,7066
2441,7068
1595,7069
1598,7070
2486,7096
896,7107
853,7114
117,7115
1604,7116
2454,7124
2454,7125
531,7128
2301,7134
1622,7141
2507,7147
614,7148
2513,7155
12,7156
12,7157
395,7158
395,7159
117,7161
2517,7173
307,7185
220,7188
2521,7189
644,7190
12,7191
2523,7192
614,7193
2524,7194
201,7195
614,7199
614,7200
2528,7203
2529,7208
2532,7212
2517,7215
5318,7220
2540,7227
2532,7238
2547,7241
263,7246
2550,7248
2550,7249
3394,7251
2551,7253
2547,7254
2530,7257
12,7260
5201,7261
12,7264
320,7272
185,7274
185,7275
186,7276
641,7278
2562,7282
515,7283
495,7284
495,7285
495,7286
17,7287
2564,7288
2565,7289
2566,7290
2566,7291
2551,7292
415,7293
2573,7299
2573,7300
302,7302
614,7312
307,7313
2079,7314
103,7315
5299,7316
5288,7318
614,7319
4685,7329
2587,7331
614,7337
17,7355
495,7361
495,7362
4432,7363
200,7365
200,7366
55,7369
1237,7370
565,7375
570,7378
1237,7379
2612,7380
55,7382
2613,7383
131,7384
132,7385
1466,7392
1458,7393
946,7395
952,7397
1467,7401
614,7402
200,7404
964,7413
1237,7414
5469,7415
1241,7416
1241,7417
779,7418
2861,7419
2165,7420
813,7421
805,7422
122,7430
550,7444
2618,7446
641,7447
569,7449
665,7451
1567,7463
65,7465
5296,7468
622,7480
2638,7481
5429,7483
583,7487
263,7488
2054,7492
2641,7493
779,7496
2643,7498
117,7525
896,7527
1040,7528
117,7529
122,7530
890,7531
200,7532
5076,7538
5817,7540
200,7541
2098,7552
2098,7553
2098,7554
607,7556
2662,7559
805,7566
78,7572
12,7583
133,7586
133,7587
2289,7601
707,7610
12,7612
1172,7614
11,7616
11,7629
2689,7630
2691,7634
2695,7635
2653,7636
302,7638
320,7642
320,7643
1617,7645
302,7647
2551,7651
2547,7655
2715,7671
2716,7672
2717,7673
2718,7674
2719,7675
5411,7677
2547,7694
2728,7696
2729,7697
2729,7698
2730,7699
2730,7700
2731,7702
567,7704
2732,7705
2733,7706
2734,7707
113,7710
2740,7724
641,7725
566,7726
5640,7728
2663,7730
2547,7744
2752,7763
2753,7765
4951,7766
4730,7767
4742,7768
4556,7769
4873,7770
4662,7771
4743,7772
4744,7773
4838,7774
4876,7775
4875,7776
4373,7777
4373,7778
4373,7779
4373,7780
4729,7781
2550,7783
2761,7784
2762,7787
2763,7793
320,7796
320,7797
25,7798
598,7800
2911,7801
302,7807
263,7811
234,7812
2765,7813
2766,7814
234,7815
2765,7816
2766,7817
2767,7818
4725,7820
4834,7822
4683,7823
4662,7825
4877,7826
2774,7833
1,7838
4376,7839
4556,7841
4742,7842
4381,7843
4742,7844
4381,7845
4873,7846
4873,7847
5115,7848
4719,7849
4662,7850
392,7852
4555,7853
2281,7855
234,7862
2765,7863
2766,7864
5725,7869
2785,7871
2786,7874
2786,7875
2798,7888
1712,7889
1873,7890
1622,7891
2799,7892
1631,7893
2965,7894
1650,7895
2787,7898
2788,7899
2789,7900
2790,7901
2792,7903
2794,7905
2795,7906
2796,7907
2798,7909
2792,7910
2788,7911
2798,7913
2804,7915
2805,7916
2806,7917
2807,7918
2808,7919
2809,7920
2788,7923
2796,7924
2795,7925
2790,7926
2789,7927
2798,7928
2787,7929
2792,7930
2562,7933
1181,7935
881,7936
624,7941
4746,7942
4888,7943
4891,7945
5241,7946
4550,7947
4903,7948
4550,7949
4890,7950
2775,7955
2780,7956
2828,7962
2761,7965
2761,7967
703,7981
5190,7983
550,7986
2813,7988
2840,7990
2841,7991
2842,7992
779,7993
779,7994
2844,7996
2843,7997
2845,7998
2846,7999
4664,8002
103,8007
104,8008
1125,8009
1208,8011
214,8012
103,8013
103,8016
104,8017
104,8018
1125,8019
1208,8020
214,8022
2861,8042
2870,8063
218,8065
2871,8067
4678,8090
4721,8091
4833,8092
2878,8093
2248,8094
2715,8095
2729,8096
2728,8097
2717,8099
2530,8100
2729,8101
2728,8102
2530,8103
2843,8104
2730,8105
2880,8106
2880,8108
104,8112
20,8115
4685,8173
5239,8177
1208,8183
2829,8185
2901,8193
2901,8194
5535,8195
5537,8196
1990,8215
2001,8218
1680,8222
2532,8233
531,8260
2923,8265
212,8267
212,8271
214,8274
214,8275
5803,8276
214,8278
214,8279
2901,8313
2276,8321
433,8330
779,8332
2939,8336
2939,8337
2939,8338
2939,8339
2939,8340
2940,8341
2940,8342
222,8347
2944,8351
65,8360
107,8364
75,8367
5250,8374
2951,8375
2951,8376
1623,8469
1652,8491
2628,8504
178,8505
12,8506
12,8507
5115,8508
4376,8509
5191,8510
608,8517
1276,8518
307,8536
104,8547
107,8548
905,8549
3009,8599
1623,8605
1701,8606
1726,8607
3012,8608
4548,8627
4548,8628
624,8642
1964,8651
1623,8652
3027,8653
2939,8654
495,8657
1208,8662
1209,8663
307,8705
214,8706
285,8707
1778,8771
332,8773
3069,8840
2829,8841
186,8842
320,8847
1595,8850
1598,8851
1595,8852
624,8853
624,8854
624,8855
641,8856
566,8857
3070,8858
3071,8862
778,8865
3072,8868
1252,8878
2277,8881
2455,8885
2456,8886
1252,8900
1252,8901
1252,8902
1252,8903
1252,8904
779,8917
55,8923
55,8924
779,8930
779,8931
423,8933
614,8943
614,8944
1280,8945
2276,8946
1623,8968
1964,8969
1631,8970
1713,8971
1778,8972
1636,8973
1842,8985
1621,8988
1648,8989
1700,8990
1623,8991
1615,8992
1624,8993
2058,8994
3113,8995
2384,8996
3114,8997
1674,8998
3115,8999
3116,9000
3120,9011
3121,9012
12,9018
2058,9020
5251,9021
1733,9067
2448,9073
2529,9074
2550,9075
3137,9076
3138,9077
3139,9078
3140,9079
3141,9080
4555,9083
4873,9084
3149,9131
2529,9148
3138,9149
2529,9150
3138,9151
3138,9152
3141,9153
3156,9158
3156,9159
3156,9160
3156,9161
2550,9162
2550,9163
2550,9164
2550,9165
2550,9166
2550,9167
2550,9168
2550,9169
12,9170
2448,9171
2547,9177
2547,9178
3137,9211
3167,9212
2550,9213
3168,9215
3169,9216
4244,9219
1487,9220
3172,9221
1420,9223
1419,9224
1423,9225
5,9228
3177,9239
3181,9244
3186,9285
1088,9286
3205,9325
3206,9326
3209,9330
3210,9331
3211,9332
3212,9333
3213,9334
3214,9335
3215,9336
3217,9338
3218,9339
30,9360
3227,9361
3156,9362
3232,9377
3239,9404
165,9412
3249,9420
3250,9421
3241,9427
78,9431
1036,9451
1037,9452
1038,9453
2581,9479
1017,9496
3287,9502
2858,9517
3958,9518
2858,9519
3958,9520
3232,9521
2535,9522
3247,9526
3300,9527
2901,9532
1614,9537
1615,9538
1631,9539
1680,9540
1672,9541
1845,9542
3305,9543
2684,9546
358,9547
3306,9551
3307,9556
3325,9574
2684,9583
3332,9584
1252,9588
3333,9589
3336,9592
4177,9593
1281,9594
271,9632
271,9633
44,9697
3605,9709
2466,9720
302,9778
2841,9787
1260,9788
1272,9789
3447,9805
3448,9806
3449,9807
3450,9808
3451,9809
12,9851
3475,9868
3490,9883
3511,9945
3512,9946
3513,9947
3490,9978
3071,9993
1594,10011
3529,10012
2156,10013
2852,10014
3530,10015
5725,10016
3534,10031
3535,10032
3536,10033
3537,10034
3538,10035
3552,10059
971,10066
116,10074
3556,10077
797,10079
5161,10093
2861,10094
1252,10095
3568,10096
3569,10097
3570,10098
2269,10099
3120,10111
3121,10112
3584,10126
3595,10137
3128,10138
561,10139
2723,10140
2282,10142
1231,10143
59,10144
3596,10145
2282,10146
3598,10150
1254,10170
3609,10171
3611,10176
1732,10177
3612,10178
3613,10179
425,10180
2058,10188
5867,10193
3628,10215
3629,10216
3630,10217
3631,10218
3632,10219
3633,10220
1067,10222
3635,10223
3636,10224
3637,10225
3638,10226
3639,10227
3640,10228
3641,10229
1029,10230
3642,10231
1024,10232
1023,10233
3643,10234
3644,10235
3645,10236
1603,10237
3646,10238
3647,10239
3648,10240
3649,10241
3650,10242
3651,10243
3652,10244
3653,10245
3654,10246
1057,10247
3655,10248
3656,10249
2646,10250
1038,10251
1034,10252
853,10253
1010,10254
3657,10255
121,10256
3658,10257
3659,10258
3660,10259
1018,10260
118,10261
3662,10264
3663,10265
3664,10266
3665,10267
3666,10268
3269,10269
889,10270
3667,10271
3668,10272
3669,10273
3829,10278
2841,10314
511,10325
3868,10326
3869,10327
687,10337
4668,10338
321,10352
2279,10353
2277,10354
1308,10355
3027,10360
3027,10361
3027,10362
3886,10367
3563,10377
3887,10378
4167,10379
3881,10380
1308,10381
3889,10382
2509,10392
1308,10393
2858,10394
3892,10400
3887,10401
3893,10402
2278,10416
4167,10419
4167,10420
4167,10483
4167,10484
1308,10493
779,10502
779,10504
4167,10506
4167,10507
4167,10508
3891,10513
116,10527
3970,10528
3971,10529
1056,10530
3258,10531
853,10532
1604,10540
3974,10541
3979,10554
3980,10555
3981,10556
898,10557
3982,10558
3635,10559
3983,10560
1603,10561
3990,10574
3642,10575
1027,10576
3991,10577
4167,10635
4167,10636
4167,10638
779,10717
4547,10800
4547,10801
4547,10802
4547,10804
3898,10839
779,10840
779,10841
58,10886
4547,10887
4110,10895
3027,10896
4121,10897
4121,10898
4175,10913
4150,10996
3958,11011
3958,11013
2079,11015
2079,11021
4169,11026
4179,11027
4180,11028
4182,11030
4183,11031
2289,11038
4190,11039
4197,11042
4198,11043
1588,11044
214,11064
4217,11065
2880,11085
2880,11086
4243,11089
3071,11090
4250,11093
2880,11095
4167,11099
4167,11100
3605,11107
4347,11108
4344,11109
4344,11110
4344,11111
4328,11113
4329,11114
4328,11115
495,11121
495,11122
2562,11123
415,11124
1251,11125
185,11136
186,11137
185,11138
186,11139
4336,11144
4337,11145
4338,11146
10,11147
4339,11148
4340,11149
4341,11150
4353,11158
65,11160
3071,11165
3071,11167
3071,11168
583,11176
131,11201
132,11202
185,11203
2633,11204
4386,11205
4387,11206
4388,11207
4389,11208
4390,11209
4391,11210
4393,11212
4395,11214
131,11216
132,11217
495,11218
4432,11219
4399,11220
2509,11222
707,11227
707,11228
4499,11229
4685,11230
1595,11233
1595,11234
17,11238
4432,11239
4432,11240
4432,11241
4409,11243
302,11249
905,11275
779,11276
779,11277
779,11279
779,11280
4482,11324
779,11343
779,11344
779,11345
1252,11346
4503,11347
4505,11348
1252,11349
4503,11350
4505,11351
4507,11353
1252,11354
4505,11355
4503,11356
4509,11357
4507,11358
4509,11359
2810,11405
2810,11406
2810,11407
4547,11423
4547,11424
4560,11428
4561,11429
4562,11430
4563,11431
4548,11432
4564,11437
4564,11438
4548,11440
4548,11441
4548,11442
3778,11443
5284,11445
5284,11447
4548,11448
4564,11449
4564,11450
4564,11451
1926,11480
5298,11508
5297,11509
4596,11515
4596,11516
4167,11517
2566,11519
4120,11526
4620,11527
4620,11528
3490,11530
3490,11531
3490,11532
3598,11533
4747,11534
4747,11535
4622,11536
4622,11537
4622,11538
4747,11539
4645,11565
4646,11566
4646,11567
4645,11568
778,11574
778,11575
1252,11576
1252,11577
1252,11578
4547,11581
2901,11582
2901,11583
2901,11585
2901,11587
2901,11588
4547,11589
5256,11590
5801,11591
5801,11592
5801,11593
3121,11594
3121,11595
4659,11598
4660,11599
4668,11603
4669,11604
4670,11605
3598,11606
2532,11613
2551,11615
3138,11619
2532,11621
2223,11622
1252,11650
78,11652
4716,11653
4716,11654
4750,11665
4409,11666
2492,11667
302,11668
4706,11669
4707,11670
5222,11671
12,11672
4709,11673
208,11674
2526,11676
4733,11677
307,11678
307,11679
4715,11681
4622,11682
3598,11683
2455,11684
2456,11685
2456,11686
2455,11687
36,11688
36,11689
44,11690
4470,11691
2861,11692
4748,11696
5038,11697
5039,11698
4894,11699
3598,11701
5257,11702
2861,11703
3333,11704
3333,11705
3333,11706
4756,11708
222,11709
4800,11717
4800,11719
113,11723
2841,11729
662,11731
5390,11739
3333,11744
3333,11746
3333,11747
3333,11748
4470,11751
4780,11752
4783,11753
1278,11754
4852,11755
4853,11756
4854,11757
4855,11758
4856,11759
4857,11760
4467,11761
4464,11762
4858,11763
410,11764
2723,11765
4217,11769
12,11770
4800,11771
4800,11772
4217,11773
4218,11774
5040,11775
4218,11776
4218,11777
4218,11778
4878,11779
4878,11780
4878,11781
5283,11782
5283,11783
5283,11784
4880,11785
4882,11789
4218,11790
427,11791
427,11792
427,11793
779,11848
2639,11849
4931,11850
3333,11851
4932,11852
779,11853
3027,11854
2639,11855
4476,11856
779,11857
4167,11859
572,11860
2861,11861
572,11862
113,11867
4938,11873
1608,11874
4938,11875
113,11876
4939,11877
2995,11878
2995,11879
2995,11880
2995,11881
2995,11882
2499,11884
2499,11885
2499,11886
2499,11887
4952,11888
4953,11889
4954,11890
3120,12003
3120,12004
3120,12005
5151,12009
495,12012
849,12013
707,12014
4432,12015
4453,12016
723,12017
723,12019
5065,12020
5071,12027
5077,12028
222,12029
5875,12030
5106,12031
903,12034
5113,12035
5119,12037
5120,12038
5117,12042
5149,12045
1,12046
1,12047
1,12048
5152,12049
5151,12050
5151,12051
5113,12053
4424,12056
5154,12057
5154,12058
5154,12059
5155,12060
5155,12061
5155,12062
78,12063
5163,12071
5287,12075
5187,12077
5187,12078
5187,12079
5117,12083
1,12087
1,12088
1,12089
1,12090
5195,12091
5195,12092
5195,12093
5152,12099
1254,12120
444,12122
5217,12123
5217,12125
5217,12127
5218,12128
5218,12129
5218,12130
4432,12131
2639,12140
5233,12142
367,12143
5267,12153
5267,12154
5267,12155
4432,12156
1598,12157
4644,12158
12,12161
12,12162
5334,12169
5334,12170
5334,12171
29,12172
29,12173
29,12174
5292,12176
5292,12178
5292,12199
29,12200
2529,12218
29,12231
5151,12237
5151,12238
5151,12239
5335,12243
5335,12244
5335,12245
2162,12246
2162,12247
5360,12248
5360,12249
5360,12250
5360,12251
5328,12252
5326,12253
5326,12254
5326,12255
2445,12256
5305,12257
358,12258
358,12259
2985,12260
2985,12261
2985,12262
78,12264
2445,12287
108,12288
108,12289
108,12292
3009,12293
4666,12321
4666,12322
4666,12323
5382,12325
5383,12326
3527,12327
3527,12328
3527,12332
108,12333
108,12334
5382,12335
5384,12336
5384,12337
5422,12360
5422,12369
2079,12370
2079,12371
2079,12372
3009,12374
3009,12375
5423,12377
5423,12378
5423,12379
5423,12380
5427,12381
5427,12382
5427,12383
5437,12389
5438,12390
5439,12391
3822,12393
3822,12394
3822,12395
3822,12396
5442,12397
5448,12399
5448,12400
5448,12401
5447,12403
5452,12405
5452,12406
4343,12408
2675,12413
2675,12414
2675,12415
2841,12416
2841,12417
2841,12418
703,12430
703,12431
5475,12440
5475,12442
358,12463
358,12464
358,12465
5475,12466
263,12469
2675,12473
2675,12474
2675,12475
263,12478
263,12479
263,12486
263,12487
3007,12494
3007,12495
263,12497
263,12498
263,12503
263,12505
696,12514
687,12516
5545,12517
5545,12518
5545,12519
5545,12520
4620,12521
438,12522
438,12523
1,12526
662,12530
5556,12533
5618,12534
5563,12535
5567,12536
5574,12537
5581,12538
5583,12539
5588,12540
263,12542
5622,12545
550,12546
263,12547
481,12555
5601,12557
5600,12558
5613,12560
5118,12561
5118,12562
5606,12563
4463,12564
3120,12568
5614,12573
5117,12574
5386,12575
5117,12578
2454,12585
5117,12586
5117,12587
5117,12588
1,12589
4669,12590
4669,12591
5117,12594
5626,12597
113,12598
5317,12601
5627,12602
5117,12614
5782,12623
5691,12630
5687,12631
5688,12632
5787,12633
5690,12634
5328,12652
3598,12690
3598,12691
4670,12692
4670,12693
3807,12695
4646,12699
4424,12708
113,12709
113,12711
707,12718
5796,12724
4646,12727
4646,12731
5814,12732
5820,12735
5820,12738
5820,12740
2294,12749
2294,12750
5835,12752
5189,12753
5189,12754
5189,12755
5117,12760
187,12761
187,12762
4409,12763
4409,12764
4409,12765
4409,12766
4409,12767
17,12769
5888,12779
5117,12798
5117,12799
113,12800
5858,12801
5858,12802
5856,12803
113,12805
5861,12807
5862,12808
5858,12809
5865,12810
5384,12816
5117,12822
5868,12823
5872,12825
5872,12826
5872,12827
5384,12828
2923,12829
2923,12830
5880,12838
5117,12850
5117,12851
5883,12852
5883,12853
5883,12855
5887,12867
5887,12868
5887,12869
4645,12870
4645,12871
4343,12875
4343,12876
5549,12918
5906,12919
5909,12926
5908,12927
5908,12929
5908,12931
5927,12946
4236,100000
4236,100001
4236,100002
4236,100003
4236,100004
4236,100005
200000,100006
200000,100007
200000,100008
200000,100009
200000,100010
200000,100011
200000,100012
200000,100013
200000,100014
200000,100015
200002,100016
