pmid,source_type,citation_text,asco_abstract_id,year,pubmed_url
26668065,PubMed,"Huguet et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26668065
24893891,PubMed,"Cross et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24893891
25939061,PubMed,"Thress et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25939061
25923549,PubMed,"Jänne et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25923549
26720284,PubMed,"Sequist et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26720284
26515464,PubMed,"Hirano et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26515464
16454808,PubMed,"Hase et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16454808
25586468,PubMed,"Schuster et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25586468
26811533,PubMed,"Lee et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26811533
26807188,PubMed,"Lin et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26807188
26771872,PubMed,"Tokito et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26771872
26765760,PubMed,"Yuan et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26765760
26722081,PubMed,"Fiala et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26722081
26716414,PubMed,"Park et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26716414
23558169,PubMed,"Rohle et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23558169
24439929,PubMed,"Wu et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24439929
25589191,PubMed,"Yang et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25589191
26838030,PubMed,"Qiao et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26838030
26822383,PubMed,"Johnson et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26822383
25853747,PubMed,"Treon et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25853747
26372703,PubMed,"Renaud et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26372703
25199829,PubMed,"Lamba et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25199829
24685132,PubMed,"Sun et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24685132
18946061,PubMed,"Karapetis et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18946061
24947927,PubMed,"Zimmer et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24947927
23200175,PubMed,"Jänne et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23200175
23434733,PubMed,"Weekes et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23434733
26821351,PubMed,"Kiessling et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26821351
26725216,PubMed,"Hayes et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26725216
21985784,PubMed,"Ebi et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21985784
26678033,PubMed,"Penna et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26678033
16091755,PubMed,"Xia et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16091755
22493419,PubMed,"Guarneri et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22493419
26255196,PubMed,"Zardavas et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26255196
20124187,PubMed,"Blackwell et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20124187
26596672,PubMed,"Cortés et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26596672
26822398,PubMed,"Harbeck et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26822398
25370464,PubMed,"Ring et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25370464
22077063,PubMed,"Rossi et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22077063
26256760,PubMed,"Pastore et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26256760
26778701,PubMed,"Nitta et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26778701
26771088,PubMed,"Middeke et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26771088
24162815,PubMed,"Vaishnavi et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24162815
26867820,PubMed,"Seligmann et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26867820
20728210,PubMed,"Bang et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20728210
24868024,PubMed,"Satoh et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24868024
18607592,PubMed,"Kalender et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/18607592
16487996,PubMed,"Salvatierra et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16487996
22180162,PubMed,"Estey, 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22180162
15922892,PubMed,"Sidhu et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15922892
25667280,PubMed,"Mazières et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25667280
26872370,PubMed,"Wang et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26872370
20363910,PubMed,"Baba et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20363910
17103226,PubMed,"Shintani et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/17103226
16341243,PubMed,"Thomas et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16341243
23430109,PubMed,"Smith et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23430109
19318574,PubMed,"von Bubnoff et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19318574
22504184,PubMed,"Smith et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22504184
14679114,PubMed,"Gatzemeier et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/14679114
14967075,PubMed,"Lara et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/14967075
26598547,PubMed,"Mazières et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26598547
25601188,PubMed,"Kinehara et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25601188
26559459,PubMed,"Li et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26559459
25899785,PubMed,"Kris et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25899785
24898067,PubMed,"Cretella et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24898067
26894977,PubMed,"Kwon et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26894977
26894859,PubMed,"Schmidt et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26894859
26894620,PubMed,"Bauer et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/26894620
26888827,PubMed,"Sánchez-Martín et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26888827
26893853,PubMed,"Li et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26893853
26893365,PubMed,"Hong et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26893365
26892177,PubMed,"Yin et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26892177
26891277,PubMed,"Yu et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26891277
11607825,PubMed,"Ladanyi, 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11607825
9428816,PubMed,"Kawai et al., 1998",,1998,https://pubmed.ncbi.nlm.nih.gov/9428816
11122430,PubMed,"Pfeifer et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/11122430
11144931,PubMed,"O'Sullivan et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/11144931
11782370,PubMed,"Ladanyi et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/11782370
10359553,PubMed,"Skytting et al., 1999",,1999,https://pubmed.ncbi.nlm.nih.gov/10359553
22906996,PubMed,"Kim et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22906996
25693012,PubMed,"Swain et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25693012
24989892,PubMed,"Norton et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24989892
24934779,PubMed,"Ganesan et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/24934779
7628753,PubMed,"Diverio et al., 1995",,1995,https://pubmed.ncbi.nlm.nih.gov/7628753
11704842,PubMed,"Degos et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11704842
23670176,PubMed,"Tomita et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23670176
21613260,PubMed,"Goto et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21613260
26729443,PubMed,"Awad et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26729443
15746676,PubMed,"Santin et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15746676
18555254,PubMed,"Santin et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18555254
19840887,PubMed,"Fleming et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/19840887
22550175,PubMed,"Lee et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22550175
23724914,PubMed,"Awad et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23724914
25351743,PubMed,"Katayama et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25351743
26789727,PubMed,"Ivey et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26789727
26167872,PubMed,"Grebien et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26167872
15448205,PubMed,"Chen et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15448205
20179196,PubMed,"Turner et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20179196
19723655,PubMed,"Antonescu et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19723655
25295501,PubMed,"Wagle et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25295501
21461300,PubMed,"Hong et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21461300
25445424,PubMed,"Baker et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25445424
24981688,PubMed,"Lucena-Araujo et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24981688
26874901,PubMed,"Chan et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26874901
26634247,PubMed,"Seidensaal et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26634247
23635773,PubMed,"Kostareli et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23635773
26894380,PubMed,"Xu et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26894380
26442524,PubMed,"Li et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26442524
23181703,PubMed,"Tanaka et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23181703
16236737,PubMed,"Piccart-Gebhart et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16236737
24137399,PubMed,"Salgado et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24137399
25789838,PubMed,"Weiler et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25789838
21663470,PubMed,"Tiacci et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21663470
19661358,PubMed,"Palmirotta et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19661358
17192538,PubMed,"Geyer et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/17192538
19289619,PubMed,"von Minckwitz et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19289619
24899684,PubMed,"Ambrosini et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24899684
24178622,PubMed,"Jain et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24178622
24962318,PubMed,"Vu et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24962318
23828442,PubMed,"Petrelli et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23828442
23934108,PubMed,"Hatzivassiliou et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23934108
26125448,PubMed,"Jänne et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26125448
22425996,PubMed,"Chen et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22425996
26899019,PubMed,"Ma et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26899019
26883990,PubMed,"Koyama et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26883990
25892145,PubMed,"Machiels et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25892145
26921265,PubMed,"Tabouret et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26921265
24327581,PubMed,"Tabouret et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24327581
24793816,PubMed,"Krop et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24793816
23020162,PubMed,"Verma et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23020162
26950277,PubMed,"Hoda et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26950277
26943774,PubMed,"Kimura et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26943774
24512910,PubMed,"Collura et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24512910
26956051,PubMed,"Pircher et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26956051
26918451,PubMed,"Passiglia et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26918451
26918046,PubMed,"Jiang et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26918046
26916894,PubMed,"Vivenza et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26916894
26646755,PubMed,"Koehler et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26646755
16906227,PubMed,"Engelman et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16906227
26970723,PubMed,"Fehrenbacher et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26970723
26739882,PubMed,"Patricelli et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26739882
26243863,PubMed,"Kavuri et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26243863
26973324,PubMed,"Kim et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26973324
26371285,PubMed,"Schirripa et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26371285
26812186,PubMed,"Rowland et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26812186
26709701,PubMed,"Chattopadhyay et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26709701
26881434,PubMed,"Costa-Cabral et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26881434
26662432,PubMed,"Li et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26662432
25971938,PubMed,"Frampton et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25971938
20979469,PubMed,"Kwak et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20979469
17625570,PubMed,"Soda et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17625570
18927303,PubMed,"Takeuchi et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18927303
27004155,PubMed,"Loaiza-Bonilla et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27004155
18593892,PubMed,"Choi et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18593892
18451166,PubMed,"McDermott et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18451166
18594010,PubMed,"Koivunen et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18594010
22912387,PubMed,"Heuckmann et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22912387
23724913,PubMed,"Shaw et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23724913
25470694,PubMed,"Solomon et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25470694
24478318,PubMed,"Ou et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24478318
27022118,PubMed,"Solomon et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27022118
20940188,PubMed,"Sequist et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20940188
21258415,PubMed,"Normant et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21258415
27037411,PubMed,"Azuara et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27037411
27034505,PubMed,"Jennis et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27034505
26397223,PubMed,"Ambrosini et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26397223
24938562,PubMed,"Carvajal et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24938562
27001570,PubMed,"Bouffet et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27001570
22948721,PubMed,"Modest et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22948721
23313110,PubMed,"Fiala et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23313110
22247021,PubMed,"Ihle et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22247021
21847063,PubMed,"Riely et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21847063
21862683,PubMed,"Kim et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21862683
22805291,PubMed,"Infante et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22805291
16624552,PubMed,"Debiec-Rychter et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16624552
21690468,PubMed,"Guo et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21690468
22439647,PubMed,"Rutkowski et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22439647
22261812,PubMed,"Minor et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22261812
25542057,PubMed,"Coupe et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25542057
23414587,PubMed,"Ascierto et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23414587
22805292,PubMed,"Falchook et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22805292
25504439,PubMed,"Vujic et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25504439
23582881,PubMed,"Templeton et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23582881
23238879,PubMed,"Trédan et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23238879
22038994,PubMed,"Landreville et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22038994
25970771,PubMed,"Sacco et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25970771
26574622,PubMed,"Kim et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26574622
24670165,PubMed,"Shaw et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24670165
21415852,PubMed,"Walter et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21415852
18089725,PubMed,"Christensen et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/18089725
21345110,PubMed,"Gambacorti-Passerini et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21345110
23598171,PubMed,"Mossé et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23598171
20979472,PubMed,"Butrynski et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20979472
25408655,PubMed,"Chung et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25408655
26179511,PubMed,"Agelopoulos et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26179511
26917690,PubMed,"Subbiah et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26917690
26372962,PubMed,"Davare et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26372962
25733882,PubMed,"Zou et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25733882
25688157,PubMed,"Song et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25688157
21494621,PubMed,"Cerchietti et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21494621
27058230,PubMed,"Barraco et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27058230
19636007,PubMed,"Laurent et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19636007
24330038,PubMed,"Wass et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24330038
26221234,PubMed,"Li et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26221234
22252991,PubMed,"Sugawara et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22252991
26732095,PubMed,"Chen et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26732095
23639470,PubMed,"Seto et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23639470
26938871,PubMed,"Yoshida et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26938871
27086918,PubMed,"Chowdhury et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27086918
27009855,PubMed,"Böger et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27009855
27019113,PubMed,"Yasuda et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27019113
27092876,PubMed,"Xie et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27092876
25153538,PubMed,"Gadgeel et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25153538
22426421,PubMed,"Ng et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22426421
26708155,PubMed,"Shaw et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26708155
25228534,PubMed,"Katayama et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25228534
25423555,PubMed,"Kamphues et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25423555
24088390,PubMed,"Stenzinger et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24088390
20733134,PubMed,"Fischer et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20733134
27091708,PubMed,"André et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27091708
22983505,PubMed,"Ogura et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/22983505
27010960,PubMed,"Bournet et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27010960
24296758,PubMed,"Aisner et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24296758
17909070,PubMed,"Schmidt et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17909070
12840112,PubMed,"Matakidou et al., 2003",,2003,https://pubmed.ncbi.nlm.nih.gov/12840112
11535556,PubMed,"Klug et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11535556
21135251,PubMed,"Villarroel et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21135251
11751510,PubMed,"Tascilar et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11751510
16243825,PubMed,"van der Heijden et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16243825
23835704,PubMed,"Weston et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23835704
23565280,PubMed,"Rachakonda et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23565280
22619677,PubMed,"Zhao et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22619677
24748501,PubMed,"Li et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/24748501
24297342,PubMed,"Gu et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24297342
19667267,PubMed,"van Erp et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19667267
18628482,PubMed,"Erkko et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18628482
24631838,PubMed,"Grabiner et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24631838
18757403,PubMed,"Byron et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18757403
11792751,PubMed,"Plath et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/11792751
27177629,PubMed,"Roh et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27177629
25322874,PubMed,"Hochster et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25322874
26786851,PubMed,"Wang et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26786851
25517749,PubMed,"Bresler et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25517749
26554404,PubMed,"Infarinato et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26554404
19737969,PubMed,"Lin et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19737969
27049722,PubMed,"Siaw et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27049722
22034911,PubMed,"Zhang et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/22034911
26775591,PubMed,"Kodityal et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26775591
24675041,PubMed,"Friboulet et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24675041
25727400,PubMed,"Fontana et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25727400
25855885,PubMed,"Wirtz et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25855885
23619167,PubMed,"Lui et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23619167
20368568,PubMed,"Lam et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20368568
23569312,PubMed,"Dickson et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23569312
25736571,PubMed,"Ou et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25736571
16046528,PubMed,"Boissel et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16046528
19553641,PubMed,"Fong et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19553641
12777976,PubMed,"Robinson et al., 2003",,2003,https://pubmed.ncbi.nlm.nih.gov/12777976
23898052,PubMed,"Logan et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23898052
24495407,PubMed,"Young et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24495407
21278246,PubMed,"Konecny et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21278246
22031865,PubMed,"Metzeler et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/22031865
23018865,PubMed,"Schnittger et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23018865
22802530,PubMed,"Utermark et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22802530
17936563,PubMed,"Berns et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17936563
20813970,PubMed,"Esteva et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20813970
25037629,PubMed,"Tefferi et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25037629
23656643,PubMed,"Maxson et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23656643
23190221,PubMed,"Cortes et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23190221
23470965,PubMed,"Yu et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23470965
25521405,PubMed,"Hellmann et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25521405
20522446,PubMed,"Masago et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20522446
26181354,PubMed,"Yu et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26181354
