candidate_id,regimen_id,component_count,components,semantics_status,limitations
GCA3-2038cfd68a9064afb28b35b9,RGM-bc8a935405577190979a,2,QUIZARTINIB|PONATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-802d1fd48e01cc0c77ef5eab,RGM-c80a486f8d953bab443a,2,SORAFENIB|QUIZARTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-466b30a8bfe51fec0152fded,RGM-e1c08f98cd2866349780,2,IRINOTECAN HYDROCHLORIDE|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9b915c12c04a3e3b03d74198,RGM-36b6eee8fcc8cf1a5af4,2,PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7b2a641dd5201610e079c17d,RGM-8d84e6899eb921735388,2,PACLITAXEL|CISPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f4879fc5700f4f4dc516a7f7,RGM-2ca34e85a54583e25a33,2,FUTUXIMAB/MODOTUXIMAB MIXTURE|PANITUMUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-833a2069b04e08067b224c7d,RGM-c18cdc66345c88f147f5,3,FUTUXIMAB/MODOTUXIMAB MIXTURE|PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-2cbe8ad3e1e4b8b7997f417b,RGM-3309b1e6261e278ecec6,2,PANITUMUMAB|FUTUXIMAB/MODOTUXIMAB MIXTURE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-a24bbf514a13c803f460ca6f,RGM-d0b2c3f3b0792090860b,2,CETUXIMAB|SIROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-6b2a94d1bb32fe96fce7fcd6,RGM-ada53b55586bba1680d4,2,TRETINOIN|ARSENIC TRIOXIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-dd42044618021e39cc291435,RGM-ce8de100c6ac48504bb7,2,SORAFENIB|SUNITINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-36088c3d4d36f173d0eac796,RGM-0022ee42a2ad1a0349b9,2,SUNITINIB|SORAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e76de239525eb125b8b74c50,RGM-68c3e6add654f398fcd5,2,TRETINOIN|ANTHRACYCLINE ANTINEOPLASTIC ANTIBIOTIC,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-5d7e7cd7066535bf4aedd9b2,RGM-45f0470a771ab5dd6997,2,NERATINIB MALEATE|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-574c846ace5df84351214cb6,RGM-58907bf4efec7248e920,2,ERLOTINIB|GEFITINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-d12033d710dd9e251a9c7220,RGM-c98c6b97945a242d56cf,2,ERLOTINIB|GEFITINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-29492967f0b93677d9d9bf6f,RGM-86e19ba8d9743858c713,2,CAPECITABINE|LAPATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f45ae918f120bb666352bc8f,RGM-cc235d06eea4bde40413,2,TRASTUZUMAB|CAPECITABINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ee92339d47040d9a81900e53,RGM-824b3df3b7e9bfef86fa,3,MIRDAMETINIB|TRAMETINIB|SELUMETINIB SULFATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-58e2295d11cd0c7c767f3b8e,RGM-3e429c0c7d6ea7063f83,2,ANTI-TIM-3 MONOCLONAL ANTIBODY|PD1 INHIBITOR,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-088d90c303ee934616c8d801,RGM-1966413f348c84716486,2,SELUMETINIB SULFATE|AFATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b3acf7bf92a04f3f27b75498,RGM-f524d50894b794b8b335,2,GEFITINIB|SELUMETINIB SULFATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ba7b02642b156602b996a53b,RGM-3acd837b4dc52414afe1,2,FLUOROURACIL|CISPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-a6120e242459034fd925d709,RGM-89f95d0a3f82d7317aa7,2,FLUOROURACIL|OXALIPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-46546f4b00c5d2bae180cd20,RGM-05b88459998cf075db22,4,NIVOLUMAB|PEMBROLIZUMAB|ATEZOLIZUMAB|AVELUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-faf7164681073af6dc11668f,RGM-601276429d79b1212eca,3,NERATINIB MALEATE|LAPATINIB|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e102e5cc4741c5029c2f62fc,RGM-afd160461aa5d26a6e43,3,NERATINIB MALEATE|TRASTUZUMAB|LAPATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b16c54c1db1075bb03b35442,RGM-7cf95899bfce82513461,3,LAPATINIB|TRASTUZUMAB|NERATINIB MALEATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-06cd19695a190240ad26b97b,RGM-8560d36902a35784802b,3,LAPATINIB|TRASTUZUMAB|NERATINIB MALEATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-3a648585d1a167159de04814,RGM-f53a1c6c9d3d77b8005f,3,TRASTUZUMAB|NERATINIB MALEATE|LAPATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-31534b397223c47e9b9af874,RGM-171271ce6c70e718880f,2,CRIZOTINIB|RETASPIMYCIN HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-1d31f053fa5aa56c7d57ecd1,RGM-d7d7d2e1cb6068f75eb1,2,CRIZOTINIB|ALVESPIMYCIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c617e0b2dde711b489d0cc98,RGM-6169515ad9e09a936058,2,CRIZOTINIB|ALVESPIMYCIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-950333a6f1e49b23331dc0b9,RGM-85a9e54b75cbe5e6dec7,2,GEFITINIB|ERLOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-5b32b16d9fbc20cbe24c843c,RGM-bfdb83de313a77129132,2,GEMCITABINE|ERLOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f6494fcff1c675e79983a199,RGM-86d4e5361159a8b277af,2,METFORMIN HYDROCHLORIDE|TRAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-a33f70af70aaf54d727eba72,RGM-fc9768e4f5dabde503cb,4,TRICHOSTATIN A|PANOBINOSTAT|VORINOSTAT|VALPROIC ACID,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-74b62c62fb0eb378d1153072,RGM-7a01f9a6fc2c962e6a80,2,MOCETINOSTAT|VORINOSTAT,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-0657df415e5c74d471b23c2c,RGM-34283330660cd06332d0,4,CRIZOTINIB|BRIGATINIB|CERITINIB|AZD3463,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-6bead1d74f9d3ea05409b056,RGM-4d3ed199d0e7f12fab96,3,CRIZOTINIB|FORETINIB|ALK INHIBITOR TAE684,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-57fae2a357e850161419c648,RGM-d8a763b28c01e38e104a,5,CISPLATIN|MELPHALAN|CHLORAMBUCIL|MITOMYCIN|GEMCITABINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-bbfdb1114788da1e9f754e14,RGM-f3c08bdbf4f7f625464d,4,DOXORUBICIN HYDROCHLORIDE|MITOMYCIN|FLUOROURACIL|GEMCITABINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-d444f8deee0568d37b73f994,RGM-b20c6540ae8a54d2151c,2,IRINOTECAN HYDROCHLORIDE|SELUMETINIB SULFATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-531eabf798bc301fb51f64d4,RGM-0cc8557309a17b9edb75,2,PICTILISIB|TANESPIMYCIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-8bebc7a35a0a93ec9ad37653,RGM-fd67c7495d80c24854f5,2,TANESPIMYCIN|PICTILISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e912fb7780aff86d75c4bf76,RGM-ef5caabe92793a99093e,2,DACTOLISIB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-2c80ff2f10a2101272ad6696,RGM-057f03ac99126e2517d3,3,TRAMETINIB|TANESPIMYCIN|PICTILISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-79f333a76443815ae88386a6,RGM-e30d03da5b8f8c215097,2,GEFITINIB|ERLOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ff774081b7c1802ca362a107,RGM-ec2a41f6b3c76a9a3da7,2,GEFITINIB|ERLOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-d401d14f327732a941e7ade0,RGM-628315044e0fe311bdd6,2,ERLOTINIB|GEFITINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-6571c176775f92f21708072b,RGM-ff5a38bc0f15087798d4,2,PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-d38813af233592d8746a7ebd,RGM-e01a7f80bad6759cb7e0,3,GEFITINIB|VEMURAFENIB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-fb6bddc4925fa9dc9f1289be,RGM-9276bd0d99df8b608fa6,2,TRAMETINIB|DABRAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-1c20246286ba55b62f45d225,RGM-cc9313973810a9441c74,2,VEMURAFENIB|PANITUMUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-2d45342c9cfa17f93d78608b,RGM-9491a3839ea0ec51556b,2,TRAMETINIB|DABRAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-43cb3bc1ea7915ebcb315dc8,RGM-f898271dde09dd2c9f74,2,COBIMETINIB|VEMURAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f166922b13f018cbc7b73c71,RGM-a91a51e299fea1258ea5,2,VEMURAFENIB|COBIMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-bb39ae8d9221f086ae9312af,RGM-a482c9c8639f65e014b8,2,GDC-0879|DACTOLISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-cc16470fa947065a7d695cef,RGM-12233e3f85d874e90f23,2,OMIPALISIB|TRAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-6668cb524e91933389444b64,RGM-24e264994251903d738c,3,VEMURAFENIB|TRAMETINIB|DABRAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7dc894e8ce5253381de0185f,RGM-dd40192a62969624e2be,2,PAZOPANIB HYDROCHLORIDE|EVEROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e381a57ec74d2d32ee6affe0,RGM-1db83067e5d5447cff8b,2,LAPATINIB|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7b51993e7981bcc38a93452d,RGM-ff4c220f4c273d160832,2,SAPANISERTIB|ONATASERTIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9c5efbecce2c9db471933833,RGM-964541a145a13f2d6616,2,PILARALISIB|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9a510b53eae505decea19b39,RGM-318635fb41cd5279a3c7,2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR|SORAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-56bb78389676ede3c95067a0,RGM-f6aa8cd601d8988d912b,2,PI3K/BET INHIBITOR LY294002|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-368639948592558a4faa2dd1,RGM-7dc867bbdc72b7f1df82,2,SORAFENIB|TRAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-52be1df622c713e745a3e0a8,RGM-d37495cd9347e26b8a87,2,SORAFENIB|MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-079e94b14706d383478117cb,RGM-fcb5dc3af2595acaea35,2,TRAMETINIB|VEMURAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-458cfd36f2f2464a082c6e78,RGM-ef9b338b1261633c9f5b,2,VEMURAFENIB|TRAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7efbd27f8a126210c84fdc91,RGM-e40094267c5e274331d3,2,VEMURAFENIB|TRAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-62806f5904dfd715454c161d,RGM-71d60da96b701ed35b74,2,VEMURAFENIB|TRAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-3a959d59e88a8e49a362269b,RGM-5f4e25b4875a11ef0cfd,2,SIROLIMUS|MIRDAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-5bd90e4f10780393fd3f98bf,RGM-32ae39fadcc6f21718cf,2,AZ628|VTX-11E,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-dc06751e19996c7a87d946a5,RGM-623b971a92722f42a7d5,2,VISMODEGIB|SONIDEGIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-41538eb0c54b63b77d1ff5d5,RGM-dc50bf58f14f62e98f37,2,CRIZOTINIB|ALECTINIB HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-cb31ba7f5106580776993ec8,RGM-20ce9975f1485e83a6f7,2,ALECTINIB HYDROCHLORIDE|CRIZOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-5e57179d40cfc60a86bacfe0,RGM-99cb100894251561b246,3,SORAFENIB|PACLITAXEL|CARBOPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b428e1eec323101728d1af4f,RGM-1b864f0f815573dfe6b5,3,CARBOPLATIN|PACLITAXEL|SORAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ecb397f78be533a74c401a95,RGM-79cf24c0fb8b8d738450,2,SORAFENIB|CARBOPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-86d0920b0db272d64051c708,RGM-39c72037a4d9a059b4cd,2,CAPIVASERTIB|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7a266a662d4e6f479b1b7b98,RGM-3e1689b51566767213be,2,LAPATINIB|CAPIVASERTIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e6258c621e54452de87ed52d,RGM-6cc8f70364c6bb9d2455,4,NILUTAMIDE|CYPROTERONE ACETATE|BICALUTAMIDE|FLUTAMIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-2694a4ace784f70bbe08a24a,RGM-572ac9d340c89b3d4d17,3,ENZALUTAMIDE|ALPELISIB|PI3KBETA INHIBITOR AZD8186,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9a4837248ee04581b5bd6fa5,RGM-9549b9ad564faf124d62,2,FULVESTRANT|PALBOCICLIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-dbed7b0ad2e4b91f22938c52,RGM-d93c2b6c38fb760054a6,2,MEK INHIBITOR CI-1040|AKT INHIBITOR MK2206,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-29d7ad6f69c8c30f180bd7a5,RGM-c8b23ea4de006d8b1b57,2,PALBOCICLIB|LETROZOLE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ea72a99d27981fc6e30edc8f,RGM-4151c12c0c7ff98e1c1a,2,RAPALINK-1|SIROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-67a4c46afd2d8c43625ee854,RGM-90237f073c9576a0e094,2,MTOR KINASE INHIBITOR AZD8055|RAPALINK-1,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-22313e06c6058f84e45d22b3,RGM-87c48e4a060e0e54edfd,2,PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-492df60fb35a1afd84d204d0,RGM-92f6d8fc1c8b9d352df7,2,TRASTUZUMAB|PALBOCICLIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-aec46e1007d1d6b032ba9677,RGM-8b14cb420b8452b4eea0,2,VEMURAFENIB|CRIZOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-943509b496bf9a0ecd30cdbc,RGM-8b9eba20819560e91c81,2,VEMURAFENIB|PANITUMUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-82a8ca2073201defebc367bd,RGM-5eaa8e853ec63063148f,2,VEMURAFENIB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-91847f5d892f6c9d7c70441b,RGM-847cbab95b49941faa09,2,RIBOCICLIB|PHOSPHATIDYLINOSITIDE 3-KINASE INHIBITOR,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-14e09e8e138bf89d3eb433ca,RGM-ead13789365c1401e8ce,2,PHOSPHATIDYLINOSITIDE 3-KINASE INHIBITOR|PALBOCICLIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-80da8694f947a8fd2baa2693,RGM-54ed54429809c801d937,2,MTOR KINASE INHIBITOR PP242|EVEROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b729b30c16373f63a2d36108,RGM-e26b053c2a979e1d18d5,2,EVEROLIMUS|MTOR KINASE INHIBITOR PP242,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c9716a2d0205657a5a9de0d1,RGM-68cad12194bf428f5cd8,2,IPILIMUMAB|NIVOLUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9de92b0f56167497cd3991c8,RGM-4c96db823e46e0666268,2,EVEROLIMUS|SIROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7e9aa9a6ffe53c0a959acf0d,RGM-1ee02e93944edd28ce04,2,VANDETANIB|EVEROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-48c6d0553cb1af4569685878,RGM-be3ac452aace27c98025,2,EVEROLIMUS|VANDETANIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-75d5c56d42b567c352d60fb2,RGM-8ab5d35425d7fbc4e11f,2,FULVESTRANT|EVEROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-1def7f05cadb5670fd532441,RGM-d67bb37c81de56d0d7a7,2,FULVESTRANT|EVEROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-3b78ff57fe051c6fbbac8214,RGM-926d0486608dcf6941e0,2,PERIFOSINE|TEMSIROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-4f7f163eb36e80b4cf2aa0e8,RGM-d8db736183ac2c64011d,2,TEMSIROLIMUS|PERIFOSINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-60138c229b558cb1dd675964,RGM-d3498ce146aa7b00c1de,2,PERIFOSINE|TEMSIROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-584a305d373dfc6470bd431d,RGM-9223cd8c9f8f7ddcd3ec,2,REFAMETINIB|SORAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c1c9d76266eee388344f5c70,RGM-6a4aa00c13a3ac6392f2,2,CISPLATIN|FLUOROURACIL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-2aada5bee2c14064733367c9,RGM-3ed53b75f2412307ccea,2,TEMSIROLIMUS|SORAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
