candidate_id,structure,semantics_status,component_count,components,regimen_id,roles
GCA3-0a7d6f238453ec28969aa190,SINGLE_AGENT,NOT_APPLICABLE,1,CARPROFEN,,UNKNOWN
GCA3-176fcc97e32aeecfd3f3e209,SINGLE_AGENT,NOT_APPLICABLE,1,CEDIRANIB,,UNKNOWN
GCA3-080c2e6fc652997dafeca592,SINGLE_AGENT,NOT_APPLICABLE,1,SILVESTROL,,UNKNOWN
GCA3-ef5dba0ce9d6b19ab1f2d127,SINGLE_AGENT,NOT_APPLICABLE,1,LEUCOVORIN CALCIUM,,UNKNOWN
GCA3-69b8c9d2af12ab7155b6e622,SINGLE_AGENT,NOT_APPLICABLE,1,TOZASERTIB,,UNKNOWN
GCA3-db6fca948f1c43cd72b29eb3,SINGLE_AGENT,NOT_APPLICABLE,1,NILOTINIB,,UNKNOWN
GCA3-419ccbc6f530f249601be455,SINGLE_AGENT,NOT_APPLICABLE,1,ADAPALENE,,UNKNOWN
GCA3-ca938e78412a02a027ca3c3e,SINGLE_AGENT,NOT_APPLICABLE,1,FINGOLIMOD,,UNKNOWN
GCA3-d00c7c54252ad5b409bc8d35,SINGLE_AGENT,NOT_APPLICABLE,1,CYC-116,,UNKNOWN
GCA3-a3d922547cf79f34c1fe1c2d,SINGLE_AGENT,NOT_APPLICABLE,1,LANREOTIDE ACETATE,,UNKNOWN
GCA3-dd170ea089a69eb6b3241a72,SINGLE_AGENT,NOT_APPLICABLE,1,TREPROSTINIL,,UNKNOWN
GCA3-397f27819f57fecc99fcb94c,SINGLE_AGENT,NOT_APPLICABLE,1,RITUXIMAB,,UNKNOWN
GCA3-5b023add1769b575012107d3,SINGLE_AGENT,NOT_APPLICABLE,1,CHRYSOERIOL,,UNKNOWN
GCA3-28a487b873475a1ed477572d,SINGLE_AGENT,NOT_APPLICABLE,1,TOZASERTIB,,UNKNOWN
GCA3-bcfdac542d99e5837d04cc8c,SINGLE_AGENT,NOT_APPLICABLE,1,DUVORTUXIZUMAB,,UNKNOWN
GCA3-c996a4ee14d750a83f336f81,SINGLE_AGENT,NOT_APPLICABLE,1,PHOSMET,,UNKNOWN
GCA3-7e085ef8ee7d3a55786ecd34,SINGLE_AGENT,NOT_APPLICABLE,1,EMIBETUZUMAB,,UNKNOWN
GCA3-75c92442db7790a170c2ef7c,SINGLE_AGENT,NOT_APPLICABLE,1,MK-8719,,UNKNOWN
GCA3-b0fccb5e00713d87d6aab1f6,SINGLE_AGENT,NOT_APPLICABLE,1,CENISERTIB,,UNKNOWN
GCA3-15e0ba42d31122a4925879e5,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL545900,,UNKNOWN
GCA3-d16259b154fd13d5946b8b1e,SINGLE_AGENT,NOT_APPLICABLE,1,VGX-100,,UNKNOWN
GCA3-bbfd739eabd5bed5540d1c1f,SINGLE_AGENT,NOT_APPLICABLE,1,REMETINOSTAT,,UNKNOWN
GCA3-1a3becbd26252d4882fbe628,SINGLE_AGENT,NOT_APPLICABLE,1,BRONTICTUZUMAB,,UNKNOWN
GCA3-88f1d4dc2ca2509487d0ca71,SINGLE_AGENT,NOT_APPLICABLE,1,IOPAMIDOL,,UNKNOWN
GCA3-e67ee7b28697d94c8ae81911,SINGLE_AGENT,NOT_APPLICABLE,1,TOTAROL,,UNKNOWN
GCA3-0092638d61d0002264080222,SINGLE_AGENT,NOT_APPLICABLE,1,OMEPRAZOLE,,UNKNOWN
GCA3-7fd9779eea1af55b483dfd35,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL579318,,UNKNOWN
GCA3-bb4ed21abddfff4815d989a7,SINGLE_AGENT,NOT_APPLICABLE,1,SORAFENIB,,UNKNOWN
GCA3-988f6af6cfe77932993cecbf,SINGLE_AGENT,NOT_APPLICABLE,1,TOZASERTIB,,UNKNOWN
GCA3-61cc11dc5027c3b65d057fd5,SINGLE_AGENT,NOT_APPLICABLE,1,RAMATROBAN,,UNKNOWN
GCA3-daf8090e867567a2819c2c2a,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL224318,,UNKNOWN
GCA3-2b0f335ba0e1d7cf6c334084,SINGLE_AGENT,NOT_APPLICABLE,1,PF-562271,,UNKNOWN
GCA3-dfdcf2e392095a932aa5a57f,SINGLE_AGENT,NOT_APPLICABLE,1,CARBAMAZEPINE,,UNKNOWN
GCA3-843d17c55e8fda6a65337742,SINGLE_AGENT,NOT_APPLICABLE,1,GDC-0623,,UNKNOWN
GCA3-666d170375e9301be90de37a,SINGLE_AGENT,NOT_APPLICABLE,1,ALVOCIDIB HYDROCHLORIDE,,UNKNOWN
GCA3-c675764f615fb0134c1580c5,SINGLE_AGENT,NOT_APPLICABLE,1,CEP-11981,,UNKNOWN
GCA3-fd8f9c3e8d1cd16f1e3b9fb1,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL533226,,UNKNOWN
GCA3-881c9c713a457b478c257c96,SINGLE_AGENT,NOT_APPLICABLE,1,JUGLONE,,UNKNOWN
GCA3-35e614a91679ddc819fab3e4,SINGLE_AGENT,NOT_APPLICABLE,1,PERPHENAZINE,,UNKNOWN
GCA3-fbad9563bc2cf1426b12245d,SINGLE_AGENT,NOT_APPLICABLE,1,BAZEDOXIFENE,,UNKNOWN
GCA3-92820a04aabd2010f513152d,SINGLE_AGENT,NOT_APPLICABLE,1,FLUOXETINE HYDROCHLORIDE,,UNKNOWN
GCA3-5b36a1dcb046f582982e6b3e,SINGLE_AGENT,NOT_APPLICABLE,1,PAXALISIB,,UNKNOWN
GCA3-babba044dee78b4844b4e95b,SINGLE_AGENT,NOT_APPLICABLE,1,PINAFIDE,,UNKNOWN
GCA3-36996d1032f002443c4c945a,SINGLE_AGENT,NOT_APPLICABLE,1,ATEZOLIZUMAB,,UNKNOWN
GCA3-56fde3a30cf5c09053a9a329,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL601110,,UNKNOWN
GCA3-fefd3a1ccddd7c46c3aff41c,SINGLE_AGENT,NOT_APPLICABLE,1,HEPTANE,,UNKNOWN
GCA3-229590d3993ad73530f450ca,SINGLE_AGENT,NOT_APPLICABLE,1,"1,2-NAPHTHOQUINONE",,UNKNOWN
GCA3-b4ce9822841fe8e27820b33e,SINGLE_AGENT,NOT_APPLICABLE,1,PF-562271,,UNKNOWN
GCA3-0fc0182c33746cbc8e38ffb0,SINGLE_AGENT,NOT_APPLICABLE,1,PHENYLBUTYRYLHYDROXAMIC ACID,,UNKNOWN
GCA3-d61316895d4447b5bc01e163,SINGLE_AGENT,NOT_APPLICABLE,1,PHENYLBUTYRYLHYDROXAMIC ACID,,UNKNOWN
GCA3-b5468c5738be3525b1ac307d,SINGLE_AGENT,NOT_APPLICABLE,1,LERIDISTIM,,UNKNOWN
GCA3-5ae3ea2c9280cac1207fe2f7,SINGLE_AGENT,NOT_APPLICABLE,1,CYC-116,,UNKNOWN
GCA3-35e9a784067cf7ed0327f54e,SINGLE_AGENT,NOT_APPLICABLE,1,LOMEFLOXACIN,,UNKNOWN
GCA3-4fbb815e3ff1fea4ede10484,SINGLE_AGENT,NOT_APPLICABLE,1,METHACYCLINE HYDROCHLORIDE,,UNKNOWN
GCA3-4e1e028412d320093a1bcd35,SINGLE_AGENT,NOT_APPLICABLE,1,PF-562271,,UNKNOWN
GCA3-3c192a9d9bff45bd17dc4a07,SINGLE_AGENT,NOT_APPLICABLE,1,KENPAULLONE,,UNKNOWN
GCA3-1e9376b9627b0ba600eefef0,SINGLE_AGENT,NOT_APPLICABLE,1,AMINOGLUTETHIMIDE,,UNKNOWN
GCA3-80f02b6e53273f7c32e7f179,SINGLE_AGENT,NOT_APPLICABLE,1,DIFLOMOTECAN,,UNKNOWN
GCA3-2f77c46e947c2a0b594617c1,SINGLE_AGENT,NOT_APPLICABLE,1,PACLITAXEL,,UNKNOWN
GCA3-53ec30ba5c1b591cf125d0dd,SINGLE_AGENT,NOT_APPLICABLE,1,MASOPROCOL,,UNKNOWN
GCA3-941c0967368917f9e764c75a,SINGLE_AGENT,NOT_APPLICABLE,1,PHA-793887,,UNKNOWN
GCA3-c26b72aade2238a58537368b,SINGLE_AGENT,NOT_APPLICABLE,1,CYC-116,,UNKNOWN
GCA3-f004b71613a17c65e8ef0bdc,SINGLE_AGENT,NOT_APPLICABLE,1,SITRAVATINIB,,UNKNOWN
GCA3-66af4efa6cea8ccf0840230a,SINGLE_AGENT,NOT_APPLICABLE,1,VITAMIN K3,,UNKNOWN
GCA3-d9e345abf4bad5eb98cf9ab2,SINGLE_AGENT,NOT_APPLICABLE,1,ESTRADIOL VALERATE/DIENOGEST,,UNKNOWN
GCA3-7eccbc75d26752b1f20e03d6,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL585591,,UNKNOWN
GCA3-df07e6b0988f57dbecf7ae42,SINGLE_AGENT,NOT_APPLICABLE,1,AMSACRINE HYDROCHLORIDE,,UNKNOWN
GCA3-3cd2073263ed327655f3b68e,SINGLE_AGENT,NOT_APPLICABLE,1,CEDIRANIB,,UNKNOWN
GCA3-3b491e73729563c02342197b,SINGLE_AGENT,NOT_APPLICABLE,1,DULOXETINE HYDROCHLORIDE,,UNKNOWN
GCA3-3c1b0011b609d9ed4ac2569e,SINGLE_AGENT,NOT_APPLICABLE,1,CONBERCEPT,,UNKNOWN
GCA3-aac3f76aeab6aaea0effaeb3,SINGLE_AGENT,NOT_APPLICABLE,1,IMD-1041,,UNKNOWN
GCA3-40d260ea4bb71dde39d88d05,SINGLE_AGENT,NOT_APPLICABLE,1,ULOCUPLUMAB,,UNKNOWN
GCA3-0febc882800a5088c52109d0,SINGLE_AGENT,NOT_APPLICABLE,1,ELGEMTUMAB,,UNKNOWN
GCA3-cd92a48994d099db0748998c,SINGLE_AGENT,NOT_APPLICABLE,1,NELIPEPIMUT-S,,UNKNOWN
GCA3-bdddda37c3154fdd060a3385,SINGLE_AGENT,NOT_APPLICABLE,1,AT9283,,UNKNOWN
GCA3-a89ffe9f164b90643df577ee,SINGLE_AGENT,NOT_APPLICABLE,1,CUDC-101,,UNKNOWN
GCA3-347d2106171e55073165944f,SINGLE_AGENT,NOT_APPLICABLE,1,SAR-125844,,UNKNOWN
GCA3-8032857e03b03cb4de555b10,SINGLE_AGENT,NOT_APPLICABLE,1,RISUTEGANIB,,UNKNOWN
GCA3-691907daca15f022d1db3bc0,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL1684097,,UNKNOWN
GCA3-1015831775b610aa41121faf,SINGLE_AGENT,NOT_APPLICABLE,1,CIXUTUMUMAB,,UNKNOWN
GCA3-6495eaa8c514171a9c343d1c,SINGLE_AGENT,NOT_APPLICABLE,1,GEDATOLISIB,,UNKNOWN
GCA3-b39a77a69ce2b5a6b74d581e,SINGLE_AGENT,NOT_APPLICABLE,1,BIS(PIPERIDINYLTHIOCARBONYL)DISULFIDE,,UNKNOWN
GCA3-eb49e1fdce660ee44db4f741,SINGLE_AGENT,NOT_APPLICABLE,1,APTO-253,,UNKNOWN
GCA3-ee67dc165227e02d58cff1b1,SINGLE_AGENT,NOT_APPLICABLE,1,ORAL AZACITIDINE,,UNKNOWN
GCA3-80ee9f89020b8690c5871737,SINGLE_AGENT,NOT_APPLICABLE,1,AZOXYSTROBIN,,UNKNOWN
GCA3-68b78a68b73eae726d56142f,SINGLE_AGENT,NOT_APPLICABLE,1,NAKIJIQUINONES G,,UNKNOWN
GCA3-1314d996bd03119044e9954a,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL163970,,UNKNOWN
GCA3-ecf69f8ce78ac02ac0e6c223,SINGLE_AGENT,NOT_APPLICABLE,1,TRIFLOXYSTROBIN,,UNKNOWN
GCA3-f808984cb652de854f7947d8,SINGLE_AGENT,NOT_APPLICABLE,1,AMPICILLIN (ANHYDROUS),,UNKNOWN
GCA3-16ef3651e737137230e8518c,SINGLE_AGENT,NOT_APPLICABLE,1,(+)-ALPHA-TOCOPHERYL SUCCINATE,,UNKNOWN
GCA3-bc15624c086066f187489710,SINGLE_AGENT,NOT_APPLICABLE,1,LENVATINIB,,UNKNOWN
GCA3-98a31ee08a4336bcb59dc40f,SINGLE_AGENT,NOT_APPLICABLE,1,ADIPHENINE,,UNKNOWN
GCA3-9c4b64cd0aedce7e4e575422,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL608862,,UNKNOWN
GCA3-aaef1ae4bb27e5d680957651,SINGLE_AGENT,NOT_APPLICABLE,1,CHLORFENAPYR,,UNKNOWN
GCA3-de50e88f74e69bb2964524eb,SINGLE_AGENT,NOT_APPLICABLE,1,DAPHNORIN,,UNKNOWN
GCA3-63252284b49ff8f98a175657,SINGLE_AGENT,NOT_APPLICABLE,1,RHODAMINE,,UNKNOWN
GCA3-17ab9839cea874191c1580c9,SINGLE_AGENT,NOT_APPLICABLE,1,PHOSALONE,,UNKNOWN
GCA3-a9f55aa52a4d8bae36bb0074,SINGLE_AGENT,NOT_APPLICABLE,1,BRICICLIB,,UNKNOWN
GCA3-417e1d96df0bff8405c2f87c,SINGLE_AGENT,NOT_APPLICABLE,1,LIPOSOMAL MUC1/PET-LIPID A VACCINE ONT-10,,UNKNOWN
GCA3-00103afda6b0bc0e5b915f4d,SINGLE_AGENT,NOT_APPLICABLE,1,TLC-388,,UNKNOWN
GCA3-a68db376d27a195c0c4f8a39,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL1997335,,UNKNOWN
GCA3-9f748195a87ba0f7fcf65230,SINGLE_AGENT,NOT_APPLICABLE,1,GSK-466317A,,UNKNOWN
GCA3-f38e9e740a96843b67dfe724,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL1351908,,UNKNOWN
GCA3-29952a8798a2223319c2b5fe,SINGLE_AGENT,NOT_APPLICABLE,1,METHYLTHIONINIUM CHLORIDE,,UNKNOWN
GCA3-9b28c5540fbc92cf3d236b4f,SINGLE_AGENT,NOT_APPLICABLE,1,OSU-03012,,UNKNOWN
GCA3-2f7006fe742f92d1b05a238f,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL560296,,UNKNOWN
GCA3-91cb41b07bb5c119d5801db3,SINGLE_AGENT,NOT_APPLICABLE,1,RAZUPROTAFIB,,UNKNOWN
GCA3-dfcffa6fe36f280dd7cac25e,SINGLE_AGENT,NOT_APPLICABLE,1,FARLETUZUMAB,,UNKNOWN
GCA3-2ce572eb25d2df5e9817f4ac,SINGLE_AGENT,NOT_APPLICABLE,1,PEPEROMIN E,,UNKNOWN
GCA3-cea7fa5317b4b84ba1c3018b,SINGLE_AGENT,NOT_APPLICABLE,1,FANGCHINOLINE,,UNKNOWN
GCA3-f1b4cb69afbc20391ae4fc66,SINGLE_AGENT,NOT_APPLICABLE,1,LANATOSIDE C,,UNKNOWN
GCA3-5d2cf1a2f5256c4dca11039f,SINGLE_AGENT,NOT_APPLICABLE,1,JNJ-7706621,,UNKNOWN
GCA3-3b6c69e43b3ac7df0d0880a5,SINGLE_AGENT,NOT_APPLICABLE,1,SULFAPHENAZOLE,,UNKNOWN
GCA3-75663fe6368e2972ba811b50,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL428789,,UNKNOWN
GCA3-fd4abb184d7a6490f7d71b94,SINGLE_AGENT,NOT_APPLICABLE,1,VINORELBINE TARTRATE,,UNKNOWN
GCA3-1d5674b32bd57521d6de0681,SINGLE_AGENT,NOT_APPLICABLE,1,OXIDOPAMINE HYDROCHLORIDE,,UNKNOWN
GCA3-bdc66807f997c8101ab83422,SINGLE_AGENT,NOT_APPLICABLE,1,LINIFANIB,,UNKNOWN
GCA3-6da770e42e0420ca4430e506,SINGLE_AGENT,NOT_APPLICABLE,1,ZOMEPIRAC SODIUM,,UNKNOWN
GCA3-372caaa565cad4a393717e92,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL493863,,UNKNOWN
GCA3-bfde52f4d437bd8f2057e2de,SINGLE_AGENT,NOT_APPLICABLE,1,BRYOSTATIN,,UNKNOWN
GCA3-751225e8b6b4999dbfa91d41,SINGLE_AGENT,NOT_APPLICABLE,1,ETOPOSIDE,,UNKNOWN
GCA3-205bf7434444548378f1d151,SINGLE_AGENT,NOT_APPLICABLE,1,CHLORFENAPYR,,UNKNOWN
GCA3-54677075ddb871400780cf8c,SINGLE_AGENT,NOT_APPLICABLE,1,CYC-116,,UNKNOWN
GCA3-eeab0170761387c299c9e844,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL502496,,UNKNOWN
GCA3-df0637bb42331cba080a8270,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL578061,,UNKNOWN
GCA3-6543cb1d394bdd4fe71b89e0,SINGLE_AGENT,NOT_APPLICABLE,1,HYDROXYFLUTAMIDE,,UNKNOWN
GCA3-8e901bc47aba165922f950ee,SINGLE_AGENT,NOT_APPLICABLE,1,CEDIRANIB,,UNKNOWN
GCA3-29dad5f77e07dcd1af3be811,SINGLE_AGENT,NOT_APPLICABLE,1,GARCINONE E,,UNKNOWN
GCA3-d66a102f7c782f73ac32ea7a,SINGLE_AGENT,NOT_APPLICABLE,1,FLAVANONE,,UNKNOWN
GCA3-7d0c68d36cb03544b2006265,SINGLE_AGENT,NOT_APPLICABLE,1,CYC-116,,UNKNOWN
GCA3-3867bfaab3f5b72187df3a99,SINGLE_AGENT,NOT_APPLICABLE,1,GENISTEIN,,UNKNOWN
GCA3-5fc627b98dc806e20702a292,SINGLE_AGENT,NOT_APPLICABLE,1,CENISERTIB,,UNKNOWN
GCA3-b46e2bbfc22d530fe6f26d6b,SINGLE_AGENT,NOT_APPLICABLE,1,TOZASERTIB,,UNKNOWN
GCA3-38c592217fdf836fb4537e5b,SINGLE_AGENT,NOT_APPLICABLE,1,MITOXANTRONE HYDROCHLORIDE,,UNKNOWN
GCA3-7dbd2435b8c475c9ea024029,SINGLE_AGENT,NOT_APPLICABLE,1,BITHIONOL,,UNKNOWN
GCA3-c5a970c42baa6655193eff81,SINGLE_AGENT,NOT_APPLICABLE,1,L779450,,UNKNOWN
GCA3-b166574286346094bbe874f0,SINGLE_AGENT,NOT_APPLICABLE,1,PROPACHLOR,,UNKNOWN
GCA3-06d370b42fc6997103e9a38a,SINGLE_AGENT,NOT_APPLICABLE,1,COMPOUND 3 [PMID: 8410973],,UNKNOWN
GCA3-f196de418973ffde9fac90ce,SINGLE_AGENT,NOT_APPLICABLE,1,CCL7,,UNKNOWN
GCA3-93d8feb85426168ff748b7a3,SINGLE_AGENT,NOT_APPLICABLE,1,UCB35625,,UNKNOWN
GCA3-06ea09c59b79e7bb9d4b9323,SINGLE_AGENT,NOT_APPLICABLE,1,BMS-754807,,UNKNOWN
GCA3-9940f9ce06ba0201e8425696,SINGLE_AGENT,NOT_APPLICABLE,1,CABIRALIZUMAB,,UNKNOWN
GCA3-6210b0f2b215b10ea495103c,SINGLE_AGENT,NOT_APPLICABLE,1,JNJ-28312141,,UNKNOWN
GCA3-7e709ed3d734cce58844c7d3,SINGLE_AGENT,NOT_APPLICABLE,1,CORTICOTROPHIN-RELEASING HORMONE,,UNKNOWN
GCA3-bcd11f2ef35e7787a219f9b2,SINGLE_AGENT,NOT_APPLICABLE,1,GW843682X,,UNKNOWN
GCA3-95dd75d6eb20e825ce701a1a,SINGLE_AGENT,NOT_APPLICABLE,1,CENISERTIB,,UNKNOWN
GCA3-9ec9aeda97cfeb9f8b60fe70,SINGLE_AGENT,NOT_APPLICABLE,1,KETANSERIN,,UNKNOWN
GCA3-f8795c22c4f760f6e7ea9bda,SINGLE_AGENT,NOT_APPLICABLE,1,SKF-76783,,UNKNOWN
GCA3-fec955bd8eadf87d215a4a9b,SINGLE_AGENT,NOT_APPLICABLE,1,PERICIAZINE,,UNKNOWN
GCA3-bd51edbaec41ffee888e2dab,SINGLE_AGENT,NOT_APPLICABLE,1,LY3154885,,UNKNOWN
GCA3-9c87bd04a4afb13492eef6b3,SINGLE_AGENT,NOT_APPLICABLE,1,CABERGOLINE,,UNKNOWN
GCA3-65b6856ec115f80bb7ad843f,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL84010,,UNKNOWN
GCA3-9e7ba13b83902273766cf99b,SINGLE_AGENT,NOT_APPLICABLE,1,BMS-345541,,UNKNOWN
GCA3-d0e0644a27926279cea43b7d,SINGLE_AGENT,NOT_APPLICABLE,1,BETACELLULIN,,UNKNOWN
GCA3-c0ff452932401a7eed11f4a3,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL332670,,UNKNOWN
GCA3-4dbb4f47496bfc7b6990c7fc,SINGLE_AGENT,NOT_APPLICABLE,1,CLAZOSENTAN,,UNKNOWN
GCA3-54ef87565545ac1bc0c38b5d,SINGLE_AGENT,NOT_APPLICABLE,1,GEFITINIB,,UNKNOWN
GCA3-e448496fb14734f5a983a330,SINGLE_AGENT,NOT_APPLICABLE,1,[3H]D-ASPARTIC ACID,,UNKNOWN
GCA3-c25fc4238b96cd9b68d9e772,SINGLE_AGENT,NOT_APPLICABLE,1,PROPACHLOR,,UNKNOWN
GCA3-eece055955fdc9ec027fe52e,SINGLE_AGENT,NOT_APPLICABLE,1,CHEMBL:CHEMBL1098875,,UNKNOWN
GCA3-c638d133a97886666ab4dba7,SINGLE_AGENT,NOT_APPLICABLE,1,[3H]GABAZINE,,UNKNOWN
GCA3-f02ae96ecd8beac92490e176,SINGLE_AGENT,NOT_APPLICABLE,1,ANASTROZOLE,,UNKNOWN
GCA3-d1579c7ae67786e45aba7278,SINGLE_AGENT,NOT_APPLICABLE,1,SOMATORELIN,,UNKNOWN
GCA3-7c830997d94d1c1cff063b90,SINGLE_AGENT,NOT_APPLICABLE,1,BIM28011,,UNKNOWN
GCA3-7c3a7f15c579a9970438be71,SINGLE_AGENT,NOT_APPLICABLE,1,FLUORO-WILLARDIINE,,UNKNOWN
GCA3-030c11e61d9b9552f96eb8b8,SINGLE_AGENT,NOT_APPLICABLE,1,PIRACETAM,,UNKNOWN
GCA3-4c68334fb6961763d85fd41e,SINGLE_AGENT,NOT_APPLICABLE,1,ATORVASTATIN CALCIUM TRIHYDRATE,,UNKNOWN
GCA3-e9938315d9c36d4080f5757b,SINGLE_AGENT,NOT_APPLICABLE,1,ZABEDOSERTIB,,UNKNOWN
GCA3-143dfecf2e5179ac25e4f472,SINGLE_AGENT,NOT_APPLICABLE,1,GLPG2534,,UNKNOWN
GCA3-f615ab00d1aad57348e75c63,SINGLE_AGENT,NOT_APPLICABLE,1,BINIMETINIB,,UNKNOWN
GCA3-b1bf5c13a202d4868b953597,SINGLE_AGENT,NOT_APPLICABLE,1,DACLIZUMAB,,UNKNOWN
GCA3-a41cb09e9e4234f7e21ec61c,SINGLE_AGENT,NOT_APPLICABLE,1,6-METHYLFLAVONE,,UNKNOWN
GCA3-658a785299655bbb558ca3f4,SINGLE_AGENT,NOT_APPLICABLE,1,NARINGENIN,,UNKNOWN
GCA3-085cea1bea20b210aef887b4,SINGLE_AGENT,NOT_APPLICABLE,1,3-METHYLHEXANAL,,UNKNOWN
GCA3-edc53947ba449f08ea48f62d,SINGLE_AGENT,NOT_APPLICABLE,1,ALLOIN,,UNKNOWN
GCA3-d8a2b57c1b97ee1171c7022f,SINGLE_AGENT,NOT_APPLICABLE,1,AMAROGENTIN,,UNKNOWN
GCA3-b38b1c508df1268c6e982c2f,SINGLE_AGENT,NOT_APPLICABLE,1,AMAROGENTIN,,UNKNOWN
GCA3-401ad5553e988de1dc4bc9e5,SINGLE_AGENT,NOT_APPLICABLE,1,DEURUXOLITINIB,,UNKNOWN
GCA3-eb4cc91df67fa0f339841791,SINGLE_AGENT,NOT_APPLICABLE,1,AZ960,,UNKNOWN
GCA3-a95edfbf85b98483fce9a9a0,SINGLE_AGENT,NOT_APPLICABLE,1,XL019,,UNKNOWN
GCA3-320b7e723ff2848f80ae9c2e,SINGLE_AGENT,NOT_APPLICABLE,1,PF-06263276,,UNKNOWN
GCA3-dae23aac5b54cbe2fefd9477,SINGLE_AGENT,NOT_APPLICABLE,1,SOLCITINIB,,UNKNOWN
GCA3-eaca6930d4747fd50ea5308f,SINGLE_AGENT,NOT_APPLICABLE,1,GSK2646264,,UNKNOWN
GCA3-feb78dbcde4b691ea0e93fe6,SINGLE_AGENT,NOT_APPLICABLE,1,SAR-20347,,UNKNOWN
GCA3-1ecee5d479e31c36f0ee3906,SINGLE_AGENT,NOT_APPLICABLE,1,IVARMACITINIB,,UNKNOWN
GCA3-dec03e7fc2ae825abb48e97a,SINGLE_AGENT,NOT_APPLICABLE,1,JAK INHIBITOR 17B,,UNKNOWN
GCA3-22505e326d6a6e9671d82df6,SINGLE_AGENT,NOT_APPLICABLE,1,QUINIDINE,,UNKNOWN
GCA3-498ce7c9457844065d4a632d,SINGLE_AGENT,NOT_APPLICABLE,1,TETRAMETHYLAMMONIUM,,UNKNOWN
GCA3-7d7af4d0fbcbecc3c778ebe8,SINGLE_AGENT,NOT_APPLICABLE,1,COMPOUND 14 [PMID: 34333981],,UNKNOWN
GCA3-06218d256e11ef5931e0323b,SINGLE_AGENT,NOT_APPLICABLE,1,PCC0208017,,UNKNOWN
GCA3-2db7812c8e886b32baecf0da,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,,UNKNOWN
GCA3-cb130afb2ac32324ae7d29ee,SINGLE_AGENT,NOT_APPLICABLE,1,VTX-11E,,UNKNOWN
GCA3-c3be05a3377eeb9c71ecfc7a,SINGLE_AGENT,NOT_APPLICABLE,1,ULIXERTINIB,,UNKNOWN
GCA3-702cefe99cf30ddb79ffcacc,SINGLE_AGENT,NOT_APPLICABLE,1,GNE-3511,,UNKNOWN
GCA3-bf9c2499f37f2cba4c567bb3,SINGLE_AGENT,NOT_APPLICABLE,1,GNE-8505,,UNKNOWN
GCA3-ccee93e4de215f13391ee066,SINGLE_AGENT,NOT_APPLICABLE,1,ACECLIDINE,,UNKNOWN
GCA3-e5707e2a2550ff7002d412b2,SINGLE_AGENT,NOT_APPLICABLE,1,BETHANECHOL,,UNKNOWN
GCA3-94046c9e07ee59ae91967c71,SINGLE_AGENT,NOT_APPLICABLE,1,BRUCINE,,UNKNOWN
GCA3-f14df1d80cdb7cc0b98cb951,SINGLE_AGENT,NOT_APPLICABLE,1,VU0255035,,UNKNOWN
GCA3-db8ccf89d8f476a2a6c11715,SINGLE_AGENT,NOT_APPLICABLE,1,DARIFENACIN,,UNKNOWN
GCA3-9cf6ca7cadee9d431c81d064,SINGLE_AGENT,NOT_APPLICABLE,1,LY2087101,,UNKNOWN
GCA3-b951e42007f9ef1bc0ad21d4,SINGLE_AGENT,NOT_APPLICABLE,1,FULVESTRANT,,UNKNOWN
GCA3-48a13d92b2d8fa6f2a44736b,SINGLE_AGENT,NOT_APPLICABLE,1,ADP&BETA;S,,UNKNOWN
GCA3-7a79a0aa9cadb5fc2acf0ef5,SINGLE_AGENT,NOT_APPLICABLE,1,BX 667,,UNKNOWN
GCA3-5a6dff499021e86b0f97cc34,SINGLE_AGENT,NOT_APPLICABLE,1,AG14361,,UNKNOWN
GCA3-b6cd8f7f4acf37f811337e73,SINGLE_AGENT,NOT_APPLICABLE,1,TILFRINIB,,UNKNOWN
GCA3-c042f8beb8412dba8861818b,SINGLE_AGENT,NOT_APPLICABLE,1,COMPOUND 8A [PMID: 23713581],,UNKNOWN
GCA3-1bc541b79a2e571b70bf234b,SINGLE_AGENT,NOT_APPLICABLE,1,SR8278,,UNKNOWN
