candidate_id,pmid,predicate,intervention,direction,sibling_drug_count,evidence_record_ids
GCA-287d9c83a9acf74c2d421c25,24675041,associated_with_sensitivity_to,CERITINIB,Sensitivity/Response,1,evidence:1341
GCA-146011f42f36bdec4abd379f,24675041,associated_with_sensitivity_to,CERITINIB,Sensitivity/Response,1,evidence:1342
GCA-0e35dede9334d91c7db6ec82,24675041,associated_with_sensitivity_to,CERITINIB,Sensitivity/Response,1,evidence:1343
GCA-84b9503581711970b384f970,24675041,associated_with_sensitivity_to,CERITINIB,Sensitivity/Response,1,evidence:1344
GCA-6939557feafbc1288767e369,24675041,associated_with_resistance_to,CERITINIB,Resistance,1,evidence:1345
GCA-07d0a917b7e4ddefa1c60e75,24675041,associated_with_resistance_to,CRIZOTINIB,Resistance,1,evidence:1346
GCA-0fb8c70109ea63f5ad50b26e,22277784,associated_with_resistance_to,ALECTINIB HYDROCHLORIDE,Resistance,1,evidence:1347
GCA-98b3ad63fc3c21ef65e8b341,22277784,associated_with_resistance_to,ALK INHIBITOR TAE684,Resistance,1,evidence:1348
GCA-d899c49d95548f8ac4cf1cab,22277784,associated_with_sensitivity_to,TANESPIMYCIN,Sensitivity/Response,1,evidence:1349
GCA-6b25aac7b5730a66417581d3,25727400,associated_with_resistance_to,ALECTINIB HYDROCHLORIDE,Resistance,1,evidence:1350
GCA-f7d3e4a85b435a0d6a9f1901,25727400,associated_with_resistance_to,BRIGATINIB,Resistance,1,evidence:1351
GCA-05a005720305bf5cf2e7b57e,22277784,associated_with_sensitivity_to,TANESPIMYCIN,Sensitivity/Response,1,evidence:1352
GCA-357a2b1907ca5851f8c2e3ad,25727400,associated_with_sensitivity_to,BRIGATINIB,Sensitivity/Response,1,evidence:1353
GCA-bb86a1be6e6677d89bfd45d6,25727400,associated_with_resistance_to,ALECTINIB HYDROCHLORIDE,Resistance,1,evidence:1354
GCA-fbcbe3ae4c96528aa7ff035d,25727400,associated_with_sensitivity_to,CERITINIB,Sensitivity/Response,1,evidence:1355
GCA-1c8240a4cf6229f72d286977,25727400,associated_with_sensitivity_to,CRIZOTINIB,Sensitivity/Response,1,evidence:1356
GCA-bffda53b6fe1310f126e2fd7,22277784,associated_with_resistance_to,CRIZOTINIB,Resistance,1,evidence:1357
GCA-2cdcd66eceef91e28c04ae64,25855885,associated_with_sensitivity_to,PICTILISIB,Sensitivity/Response,2,evidence:1358
GCA-e8165e849a2818e5ba8428aa,25855885,associated_with_sensitivity_to,TANESPIMYCIN,Sensitivity/Response,2,evidence:1358
GCA-48a495d05fd5e35658d68b0e,25855885,associated_with_sensitivity_to,TANESPIMYCIN,Sensitivity/Response,2,evidence:1359
GCA-e7f51a9dcac1d98b2c998bcf,25855885,associated_with_sensitivity_to,PICTILISIB,Sensitivity/Response,2,evidence:1359
GCA-1989bc2d964d4e41f00820f7,23619167,associated_with_sensitivity_to,DACTOLISIB,Sensitivity/Response,1,evidence:1360
GCA-d0824a0111bb88a4aca59b7c,25855885,associated_with_sensitivity_to,DACTOLISIB,Sensitivity/Response,1,evidence:1361
GCA-721eaa6a9c2a77d77c589f09,23619167,associated_with_sensitivity_to,DACTOLISIB,Sensitivity/Response,1,evidence:1362
GCA-f7b2382ba60d24aac2a8715e,23619167,associated_with_sensitivity_to,DACTOLISIB,Sensitivity/Response,2,evidence:1363
GCA-e1422b147416789fa11ca51b,23619167,associated_with_sensitivity_to,CETUXIMAB,Sensitivity/Response,2,evidence:1363
GCA-92ec4a9518a04c37cd0263fc,25855885,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,3,evidence:1364
GCA-1eafe7da0233d319e5b853c5,25855885,associated_with_sensitivity_to,TANESPIMYCIN,Sensitivity/Response,3,evidence:1364
GCA-4a96d28a70055d36163c56a3,25855885,associated_with_sensitivity_to,PICTILISIB,Sensitivity/Response,3,evidence:1364
GCA-8eb5ff13b4a546fd33dc6356,20368568,associated_with_sensitivity_to,SORAFENIB,Sensitivity/Response,1,evidence:1365
GCA-741b33550dfc4a063ce08995,23569312,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,1,evidence:1366
GCA-807ed690549d23fae37c5150,25736571,associated_with_resistance_to,ALECTINIB HYDROCHLORIDE,Resistance,1,evidence:1367
GCA-e683b26783643dc4634806aa,25736571,associated_with_sensitivity_to,CERITINIB,Sensitivity/Response,1,evidence:1368
GCA-a8256d5cece468e14b1947e4,19553641,associated_with_sensitivity_to,OLAPARIB,Sensitivity/Response,1,evidence:1370
GCA-9809b590864f94378d889619,19553641,associated_with_sensitivity_to,OLAPARIB,Sensitivity/Response,1,evidence:1371
GCA-06192b24cfc58023b4a6a330,12777976,associated_with_sensitivity_to,ALVOCIDIB,Sensitivity/Response,1,evidence:1372
GCA-21e10f921a39fb78d69a357b,23898052,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,1,evidence:1373
GCA-c7e9db8e02525db34876145d,23898052,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,1,evidence:1374
GCA-061f17add7b75e5d46caf8f6,24495407,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,1,evidence:1375
GCA-322120a8a0c5b10e10933009,24495407,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,1,evidence:1376
GCA-5d4d304366b0087c98c32495,21278246,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,1,evidence:1377
GCA-8c1189c89ef35e6756d0a559,22802530,associated_with_sensitivity_to,PICTILISIB,Sensitivity/Response,1,evidence:1380
GCA-c28507fce05128787dcfd859,22802530,associated_with_sensitivity_to,TGX-221,Sensitivity/Response,1,evidence:1382
GCA-d4fc9dd329fd6b2de9afdfb5,17936563,associated_with_resistance_to,TRASTUZUMAB,Resistance,1,evidence:1383
GCA-bdebb2004513d4ab2f14de81,17936563,associated_with_resistance_to,TRASTUZUMAB,Resistance,1,evidence:1384
GCA-2e0fdd396aeaf1c6b25e8c68,20813970,associated_with_resistance_to,TRASTUZUMAB,Resistance,1,evidence:1385
GCA-ea3198bd84dd3351800ecf3b,20813970,associated_with_resistance_to,TRASTUZUMAB,Resistance,1,evidence:1386
GCA-5390650e661c3d4e295c3669,23190221,associated_with_sensitivity_to,PONATINIB,Sensitivity/Response,1,evidence:1390
GCA-593597ee041ed27b51828f51,23470965,associated_with_resistance_to,GEFITINIB,Resistance,2,evidence:1391
GCA-7adf02f02e0797f40cc8e64c,23470965,associated_with_resistance_to,ERLOTINIB,Resistance,2,evidence:1391
GCA-baf667ab8252371c7a38ccc5,23470965,associated_with_resistance_to,GEFITINIB,Resistance,2,evidence:1392
GCA-1cbadb0890d693f381b4405b,23470965,associated_with_resistance_to,ERLOTINIB,Resistance,2,evidence:1392
GCA-54a1bd001c5265a79c10c19f,23470965,associated_with_resistance_to,ERLOTINIB,Resistance,2,evidence:1393
GCA-18810a1f6200c5dcac80c810,23470965,associated_with_resistance_to,GEFITINIB,Resistance,2,evidence:1393
GCA-8e66828008a8032de9e8d2e5,25521405,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:1394
GCA-68c1fccc5c137e15c8e49838,20522446,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:1395
GCA-6ba3c68d15135e050d6cb5a5,26181354,associated_with_resistance_to,OSIMERTINIB,Resistance,1,evidence:1396
GCA-6cbb6a33930cb895b51b0818,26181354,associated_with_sensitivity_to,OSIMERTINIB,Sensitivity/Response,1,evidence:1397
GCA-eb248c546f59e42077078ac2,24508103,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:1398
GCA-3d23cac0ccf6b714123d5296,24508103,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:1399
GCA-1f511d2aec23a75c02f4ea69,26989536,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:1400
GCA-c16d2d7701468935879bdc9c,25550549,associated_with_sensitivity_to,ALPELISIB,Sensitivity/Response,1,evidence:1401
GCA-4c91e724b2590c43e58bbaae,24608574,associated_with_sensitivity_to,ALPELISIB,Sensitivity/Response,1,evidence:1402
GCA-b08791bd7d3545db00c32d71,24608574,associated_with_sensitivity_to,ALPELISIB,Sensitivity/Response,1,evidence:1403
GCA-d8caaec155ffea93c79c09c4,25673558,associated_with_sensitivity_to,PANITUMUMAB,Sensitivity/Response,2,evidence:1404
GCA-bc930a0e92eab92fe1ae21a0,25673558,associated_with_sensitivity_to,CETUXIMAB,Sensitivity/Response,2,evidence:1404
GCA-da5d520704075e06af168fa4,26460303,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:1405
GCA-77bec5bccf0ef6ea1a38c1bc,22608338,associated_with_sensitivity_to,DABRAFENIB,Reduced Sensitivity,1,evidence:1406
GCA-c4f39955a3a34352812ad5ef,22608338,associated_with_sensitivity_to,DABRAFENIB,Sensitivity/Response,1,evidence:1407
GCA-73bde211f0bb2491503f8e0b,22281684,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,3,evidence:1408
GCA-e346ab1318193fb2e9f6f18a,22281684,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,3,evidence:1408
GCA-5334f743d4b342a010771a6c,22281684,associated_with_sensitivity_to,CETUXIMAB,Sensitivity/Response,3,evidence:1408
GCA-83515ab059e4d3d52d620669,21639808,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:1409
GCA-80b07ea61557d1209aa9a888,22356324,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:1410
GCA-1fd5d505370c58dc3b86c65b,25399551,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1411
GCA-c826da9766caf0c4ec21141b,25399551,associated_with_sensitivity_to,DABRAFENIB,Sensitivity/Response,2,evidence:1411
GCA-0c1011de293e8be36b578d73,25589621,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,2,evidence:1413
GCA-7c59d3b8fef88d510f58e220,25589621,associated_with_sensitivity_to,PANITUMUMAB,Sensitivity/Response,2,evidence:1413
GCA-6118930b695380936d2449ce,24987354,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:1414
GCA-5a867639bc717e82859bffdc,26392102,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1415
GCA-7eb17af0995a4fc5cbae91df,26392102,associated_with_sensitivity_to,DABRAFENIB,Sensitivity/Response,2,evidence:1415
GCA-99a3186ae68bc2559d985c8e,24345920,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:1416
GCA-6318c023fe4b0289d6f990b8,25424858,associated_with_sensitivity_to,CHEMBL:CHEMBL1221944,Sensitivity/Response,1,evidence:1417
GCA-15e452c1968b5ccf990d165b,25424858,associated_with_sensitivity_to,CHEMBL:CHEMBL1221944,Sensitivity/Response,1,evidence:1418
GCA-f03d78b6a0f622dad9f5bd98,21933749,associated_with_sensitivity_to,CRIZOTINIB,Sensitivity/Response,1,evidence:1419
GCA-1a64eb35191dd63f40196e01,25265494,associated_with_sensitivity_to,COBIMETINIB,Sensitivity/Response,2,evidence:1421
GCA-32495db6d7112b16549e2315,25265494,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,2,evidence:1421
GCA-8b6a020fc8cb7507ae60a85c,25265494,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,2,evidence:1422
GCA-bad1be5257f98a6f65034fea,25265494,associated_with_sensitivity_to,COBIMETINIB,Sensitivity/Response,2,evidence:1422
GCA-8fb8559a8483f271c366ff20,25015329,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,1,evidence:1423
GCA-5d5b3928427b0d4f58895a15,18955458,associated_with_sensitivity_to,SUNITINIB,Sensitivity/Response,1,evidence:1424
GCA-5d7776e9cef45015381fa3e2,23549875,associated_with_sensitivity_to,GDC-0879,Sensitivity/Response,2,evidence:1428
GCA-be610c6e0b2fcca14f3ce825,23549875,associated_with_sensitivity_to,DACTOLISIB,Sensitivity/Response,2,evidence:1428
GCA-cc4faca0d9c36d6be47e8619,23431193,associated_with_sensitivity_to,OMIPALISIB,Sensitivity/Response,2,evidence:1429
GCA-ca78f3a2b2c0c5d350245731,23431193,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1429
GCA-8f850fe3c3ca82e5508a7d2f,27048246,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,3,evidence:1430
GCA-4890f603bd0a57e8227bc32c,27048246,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,3,evidence:1430
GCA-c92d2af6b7c4774a8ce7ec69,27048246,associated_with_sensitivity_to,DABRAFENIB,Sensitivity/Response,3,evidence:1430
GCA-2d3d6ee567b83748633ee2b1,22149875,associated_with_sensitivity_to,TRASTUZUMAB,Sensitivity/Response,1,evidence:1437
GCA-f0eb93a671795c1cbc1de8cb,24625776,associated_with_sensitivity_to,PAZOPANIB HYDROCHLORIDE,Sensitivity/Response,2,evidence:1438
GCA-fad837d1f0dde7824642f48c,24625776,associated_with_sensitivity_to,EVEROLIMUS,Sensitivity/Response,2,evidence:1438
GCA-b10d393de41e1b10bace8421,22257673,associated_with_sensitivity_to,LAPATINIB,Sensitivity/Response,2,evidence:1439
GCA-f26a134a1c981bf9c2efa280,22257673,associated_with_sensitivity_to,TRASTUZUMAB,Sensitivity/Response,2,evidence:1439
GCA-b926de55ba77199d7359325e,26370156,associated_with_sensitivity_to,SAPANISERTIB,Sensitivity/Response,2,evidence:1440
GCA-405cbc5f7eb8791d4e153b32,26370156,associated_with_sensitivity_to,ONATASERTIB,Sensitivity/Response,2,evidence:1440
GCA-d8cf60800ccd5a8ac2bde63e,14504092,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,1,evidence:1441
GCA-929e1ffe6ccae01745644836,22215748,associated_with_sensitivity_to,CRIZOTINIB,Sensitivity/Response,1,evidence:1443
GCA-ce63bae1ef8ee3a8d374b09b,24875859,associated_with_sensitivity_to,CRIZOTINIB,Sensitivity/Response,1,evidence:1444
GCA-6f651143f75ada0fe9263235,12660384,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,1,evidence:1445
GCA-be0de2394925d26478dcfbfb,12660384,associated_with_resistance_to,IMATINIB,Resistance,1,evidence:1446
GCA-50cc505a439b0c922c78453c,19029981,associated_with_sensitivity_to,DACTOLISIB,Sensitivity/Response,1,evidence:1447
GCA-6f2df0d46dd688268f0f2738,23204226,associated_with_sensitivity_to,PILARALISIB,Sensitivity/Response,2,evidence:1448
GCA-8ccb875bf0a9f290fca17bfd,23204226,associated_with_sensitivity_to,TRASTUZUMAB,Sensitivity/Response,2,evidence:1448
GCA-490f87646e7a9ad2ca3169d7,23204226,associated_with_resistance_to,TRASTUZUMAB,Resistance,1,evidence:1449
GCA-b92476634ef1b7ebd36e8860,18829560,associated_with_resistance_to,TRASTUZUMAB,Resistance,1,evidence:1453
GCA-eca374c5ab3e8e6f961441ee,20141835,associated_with_sensitivity_to,MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR,Sensitivity/Response,2,evidence:1454
GCA-ae5c40183c384f0528a9751b,20141835,associated_with_sensitivity_to,SORAFENIB,Sensitivity/Response,2,evidence:1454
GCA-8933a7d1181a78b71e081148,15324695,associated_with_sensitivity_to,PI3K/BET INHIBITOR LY294002,Sensitivity/Response,2,evidence:1455
GCA-cc1728d63aa30290fe67e104,15324695,associated_with_sensitivity_to,TRASTUZUMAB,Sensitivity/Response,2,evidence:1455
GCA-2f588ba0d8f3072001e25a41,20141835,associated_with_sensitivity_to,SORAFENIB,Sensitivity/Response,2,evidence:1456
GCA-1c55227c37f7346d436a0433,20141835,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1456
GCA-7be96f3ad512b87288c60444,20141835,associated_with_sensitivity_to,SORAFENIB,Sensitivity/Response,2,evidence:1457
GCA-a9412668f18aad9796596825,20141835,associated_with_sensitivity_to,MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR,Sensitivity/Response,2,evidence:1457
GCA-9d9dd93a1ae40679059ac8d1,22798288,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1458
GCA-6e3591aa79b2948f044ee001,22798288,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,2,evidence:1458
GCA-819df92f1a4d45783b0ac264,22798288,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,2,evidence:1459
GCA-9b8a841c782f77d2a3162c76,22798288,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1459
GCA-9bd22cc273d12f199e57663b,22798288,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,2,evidence:1461
GCA-c93fb20c5f238eddef31982c,22798288,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1461
GCA-9c70661cb6e0229c8b95308a,22798288,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,2,evidence:1462
GCA-f8397d8bff69204ac79dff57,22798288,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:1462
GCA-430405435ac4599853aa2437,22805292,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,1,evidence:1463
GCA-1a5da8e77677a8ea07d8f071,26589432,associated_with_sensitivity_to,TASELISIB,Sensitivity/Response,1,evidence:1464
GCA-a99b4c23e2c1233118253ad9,26589432,associated_with_sensitivity_to,TASELISIB,Sensitivity/Response,1,evidence:1465
GCA-45235dda1c8e6a6a4c45208f,23775962,associated_with_resistance_to,IMATINIB,Resistance,1,evidence:1466
GCA-ee711b8941d2149044e06955,26589432,associated_with_resistance_to,TASELISIB,Resistance,1,evidence:1467
GCA-8d85f4b2856b7a147f40e761,23171796,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:1468
GCA-4f1b7724fc3856eb8527eaf0,23171796,associated_with_sensitivity_to,SIROLIMUS,Sensitivity/Response,2,evidence:1469
GCA-c264d8a5d2d10ca0ada6069a,23171796,associated_with_sensitivity_to,MIRDAMETINIB,Sensitivity/Response,2,evidence:1469
GCA-db19b3e6554a12ed475828a5,23288408,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:1470
GCA-f868142ac323879e272d5aec,23288408,associated_with_sensitivity_to,AZ628,Sensitivity/Response,2,evidence:1471
GCA-7fc996a656ee9008754aa55e,23288408,associated_with_sensitivity_to,VTX-11E,Sensitivity/Response,2,evidence:1471
GCA-161d873b3108bc4b83c503fe,23414587,associated_with_sensitivity_to,BINIMETINIB,Sensitivity/Response,1,evidence:1472
GCA-594a631fd98f593a2f8b5845,18390968,associated_with_sensitivity_to,SELUMETINIB SULFATE,Sensitivity/Response,1,evidence:1473
GCA-b3d0cc128ac346486d65aa54,22194965,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:1474
GCA-e3c9e35a94015e2149fd2ff0,22194965,associated_with_sensitivity_to,SELUMETINIB SULFATE,Sensitivity/Response,1,evidence:1475
GCA-25ec121aedb57ef38c6f1cd6,24950457,associated_with_sensitivity_to,AMUVATINIB,Sensitivity/Response,1,evidence:1476
GCA-98109412261b62993346f76b,26546616,associated_with_resistance_to,VISMODEGIB,Resistance,2,evidence:1477
GCA-8df10f7036303679dbf7afda,26546616,associated_with_resistance_to,SONIDEGIB,Resistance,2,evidence:1477
GCA-81fa7d44c1179b062264da70,14726385,associated_with_sensitivity_to,ALEMTUZUMAB,Sensitivity/Response,1,evidence:1481
GCA-3529f3903fc54e03d16244d2,26486786,associated_with_sensitivity_to,PEGINTERFERON ALFA-2A,Sensitivity/Response,1,evidence:1482
GCA-16cbf404dfb73a2e8e221ce7,25393796,associated_with_resistance_to,CRIZOTINIB,Resistance,2,evidence:1483
GCA-5a489e056391ece50bbdfa30,25393796,associated_with_resistance_to,ALECTINIB HYDROCHLORIDE,Resistance,2,evidence:1483
GCA-4c19ac2bc38917e3b9768416,25393796,associated_with_resistance_to,ALECTINIB HYDROCHLORIDE,Resistance,2,evidence:1484
GCA-b4c94789de08f7779472663f,25393796,associated_with_resistance_to,CRIZOTINIB,Resistance,2,evidence:1484
GCA-770e54c5a323442725e43c1b,26589432,associated_with_sensitivity_to,TASELISIB,Sensitivity/Response,1,evidence:1490
GCA-27993c9637dba1d1283a73ce,23287563,associated_with_sensitivity_to,IPATASERTIB,Sensitivity/Response,1,evidence:1491
GCA-5665782adc762a15d4d7e7e8,15790433,associated_with_resistance_to,CISPLATIN,Resistance,1,evidence:1492
GCA-3fe3c0a0a019ea95270dbc2f,26304929,associated_with_sensitivity_to,GSK126,Sensitivity/Response,1,evidence:1494
GCA-67827565c63b6de91cb925a2,26307133,associated_with_sensitivity_to,SORAFENIB,Sensitivity/Response,3,evidence:1495
GCA-08860dc4d93b66da0a6380bf,26307133,associated_with_sensitivity_to,PACLITAXEL,Sensitivity/Response,3,evidence:1495
GCA-2790244e5201045147c34ecf,26307133,associated_with_sensitivity_to,CARBOPLATIN,Sensitivity/Response,3,evidence:1495
GCA-2964b2663b27a99b7839bb37,26307133,associated_with_sensitivity_to,CARBOPLATIN,Sensitivity/Response,3,evidence:1496
GCA-e88c31a5aba1c958fe1f72e2,26307133,associated_with_sensitivity_to,PACLITAXEL,Sensitivity/Response,3,evidence:1496
GCA-8a6235b44e98bf1f1947d78e,26307133,associated_with_sensitivity_to,SORAFENIB,Sensitivity/Response,3,evidence:1496
GCA-048b99c40f417c965b2c1eec,26307133,associated_with_sensitivity_to,SORAFENIB,Sensitivity/Response,2,evidence:1497
GCA-436933ec3ef2eda2ef802113,26307133,associated_with_sensitivity_to,CARBOPLATIN,Sensitivity/Response,2,evidence:1497
GCA-1e91e8e4840489ae90b0a81c,16960151,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,1,evidence:1498
GCA-5912e3beef02cd12a8692080,20728210,associated_with_sensitivity_to,TRASTUZUMAB,Sensitivity/Response,1,evidence:1499
GCA-cf1c6364452ac62aa40a4672,24088382,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,1,evidence:1500
GCA-0f2fdd2f1d396629f9080602,24088382,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,1,evidence:1501
GCA-2e80347ceeba492bcfb3701d,22294718,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,1,evidence:1502
GCA-aa82924d1a144e27165b4f79,22294718,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,1,evidence:1503
GCA-92e9c46bdbf03879aa86db72,22294718,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,1,evidence:1504
GCA-41ceaefea3781f0cc4938694,22294718,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,2,evidence:1505
GCA-dc153a7d1a3fbe1619205471,22294718,associated_with_sensitivity_to,TRASTUZUMAB,Sensitivity/Response,2,evidence:1505
GCA-9e92238e979557edf98f8d77,22294718,associated_with_sensitivity_to,LAPATINIB,Sensitivity/Response,2,evidence:1506
GCA-42f4e7e47fee8b830384f5e0,22294718,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,2,evidence:1506
GCA-0dfc65e0642089d932f0f44b,24588908,associated_with_sensitivity_to,BINIMETINIB,Sensitivity/Response,1,evidence:1509
GCA-e323233711e4981dd47ddeba,22658127,associated_with_sensitivity_to,NIVOLUMAB,Sensitivity/Response,1,evidence:1517
GCA-e08652150b974ef9a732c25d,20696054,associated_with_sensitivity_to,SUNITINIB,Sensitivity/Response,1,evidence:1518
GCA-74dec6dc504bc5559ff290c4,21505136,associated_with_sensitivity_to,TRETINOIN,Sensitivity/Response,1,evidence:1519
GCA-0483618e970a96780c19987c,25802883,associated_with_sensitivity_to,IPILIMUMAB,Sensitivity/Response,1,evidence:1520
GCA-796beec5a035332c8ebbfad8,26000489,associated_with_resistance_to,NILUTAMIDE,Resistance,4,evidence:1521
GCA-cd8f555c14e293de05d1bcaf,26000489,associated_with_resistance_to,CYPROTERONE ACETATE,Resistance,4,evidence:1521
GCA-6aee18ff01bbb1c6923bda8f,26000489,associated_with_resistance_to,BICALUTAMIDE,Resistance,4,evidence:1521
GCA-daf773723d718333e52cbf66,26000489,associated_with_resistance_to,FLUTAMIDE,Resistance,4,evidence:1521
GCA-c0751b8b62e54bed455a202b,25544636,associated_with_sensitivity_to,ENZALUTAMIDE,Sensitivity/Response,3,evidence:1522
GCA-ed64ae3b964566920ae2584c,25544636,associated_with_sensitivity_to,ALPELISIB,Sensitivity/Response,3,evidence:1522
GCA-11f194b55e77430c843ee8ca,25544636,associated_with_sensitivity_to,PI3KBETA INHIBITOR AZD8186,Sensitivity/Response,3,evidence:1522
GCA-179adae7610c51ec0e9462ba,27252418,associated_with_resistance_to,FULVESTRANT,Resistance,1,evidence:1526
GCA-05d24e8890cc2daeb6039f2e,27252418,associated_with_sensitivity_to,FULVESTRANT,Sensitivity/Response,2,evidence:1527
GCA-dd29d3d709f2e731cf6da57c,27252418,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,2,evidence:1527
GCA-5a85894b801fa5fa77bfd544,27181063,associated_with_sensitivity_to,SUNITINIB,Sensitivity/Response,1,evidence:1528
GCA-f2e203b5c36017d3beed84d6,24240112,associated_with_sensitivity_to,PLATINUM COMPOUND,Sensitivity/Response,1,evidence:1529
GCA-5191b4ee735e1f5b2170e80d,24240112,associated_with_sensitivity_to,PLATINUM COMPOUND,Sensitivity/Response,1,evidence:1530
GCA-45c7a6ae8abc9f7fc1e3b1cd,24240112,associated_with_sensitivity_to,PLATINUM COMPOUND,Sensitivity/Response,1,evidence:1531
GCA-1ffd5cd3ac9c0ee03b402e0a,24240112,associated_with_sensitivity_to,PLATINUM COMPOUND,Sensitivity/Response,1,evidence:1532
GCA-d4b1413c7ffe7f5c288399e7,24504448,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:1533
GCA-dc16e36b9883c6ea88239fd8,24504448,associated_with_sensitivity_to,MEK INHIBITOR CI-1040,Sensitivity/Response,2,evidence:1534
GCA-fa8d963a65dbf3e8880a28b8,24504448,associated_with_sensitivity_to,AKT INHIBITOR MK2206,Sensitivity/Response,2,evidence:1534
GCA-7ccd796f197aa8d774d38394,20473330,associated_with_resistance_to,PALBOCICLIB,Resistance,1,evidence:1535
GCA-ff977cf86e93f09142577f67,22383795,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,1,evidence:1536
GCA-18c4c9a502a3a104da61fa81,24504448,associated_with_resistance_to,PLX-4720,Resistance,1,evidence:1537
GCA-daf1a7d0faf539cf1193d25c,25524798,associated_with_sensitivity_to,PALBOCICLIB,Sensitivity/Response,2,evidence:1541
GCA-b32035ae7a35c43c0feb9273,25524798,associated_with_sensitivity_to,LETROZOLE,Sensitivity/Response,2,evidence:1541
GCA-862ec60bb909eabb38801744,27279227,associated_with_resistance_to,SIROLIMUS,Resistance,1,evidence:1543
GCA-bbaee5fb75b2a0cc63e74790,27279227,associated_with_resistance_to,MTOR KINASE INHIBITOR AZD8055,Resistance,1,evidence:1544
GCA-9fcbe0580fae228d8af6e5d3,27279227,associated_with_resistance_to,RAPALINK-1,Resistance,2,evidence:1545
GCA-81fd05b97c7a373c5ff2b75e,27279227,associated_with_resistance_to,SIROLIMUS,Resistance,2,evidence:1545
GCA-a05981ced70e2fd5e42796fc,27279227,associated_with_resistance_to,SIROLIMUS,Resistance,1,evidence:1547
GCA-62cbf58d857662c4b64e9892,27279227,associated_with_resistance_to,MTOR KINASE INHIBITOR AZD8055,Resistance,2,evidence:1548
GCA-3ba106281a2c89875b87a3f0,27279227,associated_with_resistance_to,RAPALINK-1,Resistance,2,evidence:1548
