kind,group_key,size,candidate_ids
semantic,"[""associated_with_sensitivity_to"", [""Variant:133"", ""exon 19 deletion"", null, ""Variant""], [""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""], [[""Disease:17"", ""lung adenocarcinoma"", ""DOID:3910"", null], [""disease:label:Lung Adenocarcinoma"", ""lung adenocarcinoma"", ""DOID:3910.0"", null]], [""egfr""], [""exon 19 deletion""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:133"", ""exon 19 deletion"", null, ""Variant""]], [[""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"",",4,GCA-af2bc1ffd4c22b7cc0e663cb|GCA-8f37a2e464a2b63bbcc47a9b|GCA-a7923b8d655d3b8ffe00a81e|GCA-2797db36cad1c93fa3dc7e43
semantic,"[""associated_with_sensitivity_to"", [""Variant:133"", ""exon 19 deletion"", null, ""Variant""], [""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""exon 19 deletion""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:133"", ""exon 19 deletion"", null, ""Variant""]], [[""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""]], [], ""sensiti",3,GCA-0837c363028ecab0fb6843cb|GCA-fde3fbfbea1a2174bb8f84f3|GCA-07ca99e872e1fa7d2b826904
semantic,"[""associated_with_sensitivity_to"", [""Variant:306"", ""amplification"", null, ""Variant""], [""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""], [[""Disease:71"", ""her2-receptor positive breast cancer"", ""DOID:60079"", null], [""disease:label:Her2-receptor Positive Breast Cancer"", ""her2-receptor positive breast cancer"", ""DOID:60079.0"", null]], [""erbb2""], [""amplification""], [[""Gene:2064"", ""erbb2"", null, ""Gene""], [""Variant:306"", ""amplification"", null, ""Variant""]], [[""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug",5,GCA-17ec49cb625e76e81becf273|GCA-006f4ba03d72ec2d1243408f|GCA-8ea723941c3989d7937bb96a|GCA-c68d21d740ffb459d70cb858|GCA-a16214873fca61661b956057
semantic,"[""associated_with_sensitivity_to"", [""Variant:306"", ""amplification"", null, ""Variant""], [""Drug:rxcui:480167"", ""lapatinib"", null, ""Drug""], [[""Disease:71"", ""her2-receptor positive breast cancer"", ""DOID:60079"", null], [""disease:label:Her2-receptor Positive Breast Cancer"", ""her2-receptor positive breast cancer"", ""DOID:60079.0"", null]], [""erbb2""], [""amplification""], [[""Gene:2064"", ""erbb2"", null, ""Gene""], [""Variant:306"", ""amplification"", null, ""Variant""]], [[""Drug:rxcui:480167"", ""lapatinib"", null, ""Drug",6,GCA-fdc76dc43b59c83c5a7406cf|GCA-bf784ba2faf8ab159f580e47|GCA-0d22997c37d6e5092f3c007d|GCA-e0ff824cec55a12111c4c372|GCA-e8685ae23cc7015a539304de|GCA-b10d393de41e1b10bace8421
semantic,"[""associated_with_resistance_to"", [""Variant:306"", ""amplification"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""erbb2""], [""amplification""], [[""Gene:2064"", ""erbb2"", null, ""Gene""], [""Variant:306"", ""amplification"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",5,GCA-912d2f2a96ac0e1e6c160804|GCA-06cc9122e43c0dc659ae50eb|GCA-93cae5a273dc11d21f878fea|GCA-995d0272bde3f723b2ecf4f0|GCA-f8af7d5fdf02ab76fe13f839
semantic,"[""associated_with_sensitivity_to"", [""Variant:336"", ""mutation"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""kras""], [""mutation""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:336"", ""mutation"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-f4e8f59b999ebdc1b8935a2f|GCA-d41828cce74ae9d3ae98cce9|GCA-5e1885b769936a1684b95c25
semantic,"[""associated_with_sensitivity_to"", [""Variant:34"", ""t790m"", null, ""Variant""], [""Drug:rxcui:1721560"", ""osimertinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""t790m""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:34"", ""t790m"", null, ""Variant""]], [[""Drug:rxcui:1721560"", ""osimertinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"",",7,GCA-dd6288cbf9577373e84e2080|GCA-d5404a535c33fe1878aa9ace|GCA-176c4a04b08557856d2f65c4|GCA-6fc1ab3167170fa981a199f3|GCA-ea88651a246c075ce244d281|GCA-816e9e3fbf0005b31823147c|GCA-ee82795a2a506188e1064cdd
semantic,"[""associated_with_sensitivity_to"", [""Variant:33"", ""l858r"", null, ""Variant""], [""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""l858r""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:33"", ""l858r"", null, ""Variant""]], [[""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-c9272f08fc9f57276fc527c2|GCA-bc0ef25ba5dc21313c861337|GCA-02a99c9e242cf45ac576daa8
semantic,"[""associated_with_sensitivity_to"", [""Variant:190"", ""amplification"", null, ""Variant""], [""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""amplification""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:190"", ""amplification"", null, ""Variant""]], [[""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""]], [], ""sensitivity/resp",3,GCA-977b82203c177ebdf3dbb115|GCA-9e68b344ca4d28900fd76d19|GCA-fe325445dffd99262492e8aa
semantic,"[""associated_with_sensitivity_to"", [""Variant:190"", ""amplification"", null, ""Variant""], [""Drug:rxcui:337525"", ""erlotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""amplification""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:190"", ""amplification"", null, ""Variant""]], [[""Drug:rxcui:337525"", ""erlotinib"", null, ""Drug""]], [], ""sensitivity/resp",3,GCA-625332196ae0d3c5162208a7|GCA-357fbf75b071052c4777c93e|GCA-e3213b862dc2d9f8f508bf71
semantic,"[""associated_with_sensitivity_to"", [""Variant:336"", ""mutation"", null, ""Variant""], [""Drug:rxcui:2361596"", ""selumetinib sulfate"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""kras""], [""mutation""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:336"", ""mutation"", null, ""Variant""]], [[""Drug:rxcui:2361596"", ""selumetinib sulfate"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-147827d14ce2c9305e3f71a8|GCA-f1fa704752143fa234aa02a2|GCA-08cad665a31ad5ec961ae233
semantic,"[""associated_with_sensitivity_to"", [""Variant:336"", ""mutation"", null, ""Variant""], [""Drug:rxcui:2361596"", ""selumetinib sulfate"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""kras""], [""mutation""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:336"", ""mutation"", null, ""Variant""]], [[""Drug:rxcui:2361596"", ""selumetinib sulfate"", null, ""Drug""]], [], ""sensitivi",3,GCA-70064af80da5ceba3c1962ed|GCA-f9b3172d3bf193ee3f754ea9|GCA-dc06c73d0113b4e79cb6280f
semantic,"[""associated_with_sensitivity_to"", [""Variant:336"", ""mutation"", null, ""Variant""], [""Drug:fda:TRAMETINIB"", ""trametinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""kras""], [""mutation""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:336"", ""mutation"", null, ""Variant""]], [[""Drug:fda:TRAMETINIB"", ""trametinib"", null, ""Drug""]], [], ""sensitivity/response"", ""p",4,GCA-55c425df66a9db612793eac2|GCA-d39c8b011bd6b7ecfb14845b|GCA-ef447bdae2563e138ba6fbd1|GCA-ae9db8131991a819fc2a311a
semantic,"[""associated_with_sensitivity_to"", [""Variant:306"", ""amplification"", null, ""Variant""], [""Drug:fda:TRASTUZUMAB"", ""trastuzumab"", null, ""Drug""], [[""Disease:63"", ""gastric adenocarcinoma"", ""DOID:3717"", null], [""disease:label:Gastric Adenocarcinoma"", ""gastric adenocarcinoma"", ""DOID:3717.0"", null]], [""erbb2""], [""amplification""], [[""Gene:2064"", ""erbb2"", null, ""Gene""], [""Variant:306"", ""amplification"", null, ""Variant""]], [[""Drug:fda:TRASTUZUMAB"", ""trastuzumab"", null, ""Drug""]], [], ""sensitivity/response"", """,2,GCA-ded5c1143acec11dba540f90|GCA-5912e3beef02cd12a8692080
semantic,"[""associated_with_sensitivity_to"", [""Variant:429"", ""expression"", null, ""Variant""], [""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""], [[""Disease:81"", ""endometrial cancer"", ""DOID:1380"", null], [""disease:label:Endometrial Cancer"", ""endometrial cancer"", ""DOID:1380.0"", null]], [""kit""], [""expression""], [[""Gene:3815"", ""kit"", null, ""Gene""], [""Variant:429"", ""expression"", null, ""Variant""]], [[""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-b8385bb8eb42bfc0db365d37|GCA-b93e9e9c25e5e170a041c38e
semantic,"[""associated_with_resistance_to"", [""Variant:437"", ""d835"", null, ""Variant""], [""Drug:rxcui:2643048"", ""quizartinib"", null, ""Drug""], [[""Disease:3"", ""acute myeloid leukemia"", ""DOID:9119"", null], [""disease:label:Acute Myeloid Leukemia"", ""acute myeloid leukemia"", ""DOID:9119.0"", null]], [""flt3""], [""d835""], [[""Gene:2322"", ""flt3"", null, ""Gene""], [""Variant:437"", ""d835"", null, ""Variant""]], [[""Drug:rxcui:2643048"", ""quizartinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-5f18536ff2d95acd13b8bcc8|GCA-7e837d5195318d657157c558
semantic,"[""associated_with_resistance_to"", [""Variant:437"", ""d835"", null, ""Variant""], [""Drug:rxcui:495881"", ""sorafenib"", null, ""Drug""], [[""Disease:3"", ""acute myeloid leukemia"", ""DOID:9119"", null], [""disease:label:Acute Myeloid Leukemia"", ""acute myeloid leukemia"", ""DOID:9119.0"", null]], [""flt3""], [""d835""], [[""Gene:2322"", ""flt3"", null, ""Gene""], [""Variant:437"", ""d835"", null, ""Variant""]], [[""Drug:rxcui:495881"", ""sorafenib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-1dfcd3a9b567ab25aca6758d|GCA-8e9d5791126caf16321ba6c0
semantic,"[""associated_with_sensitivity_to"", [""Variant:306"", ""amplification"", null, ""Variant""], [""Drug:fda:TRASTUZUMAB"", ""trastuzumab"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""erbb2""], [""amplification""], [[""Gene:2064"", ""erbb2"", null, ""Gene""], [""Variant:306"", ""amplification"", null, ""Variant""]], [[""Drug:fda:TRASTUZUMAB"", ""trastuzumab"", null, ""Drug""]], [], ""sens",2,GCA-165fb2975e0587c5d7f27d70|GCA-2dac7b4ef7df51df94cac15f
semantic,"[""associated_with_sensitivity_to"", [""Variant:414"", ""y772_a775dup"", null, ""Variant""], [""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""], [[""Disease:17"", ""lung adenocarcinoma"", ""DOID:3910"", null], [""disease:label:Lung Adenocarcinoma"", ""lung adenocarcinoma"", ""DOID:3910.0"", null]], [""erbb2""], [""y772_a775dup""], [[""Gene:2064"", ""erbb2"", null, ""Gene""], [""Variant:414"", ""y772_a775dup"", null, ""Variant""]], [[""Drug:rxcui:1430438"", ""afatinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-44f7494166a17ef971a882b8|GCA-1fb0a8803e168c65f41cd746
semantic,"[""associated_with_sensitivity_to"", [""Variant:453"", ""s492r"", null, ""Variant""], [""Drug:rxcui:263034"", ""panitumumab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""egfr""], [""s492r""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:453"", ""s492r"", null, ""Variant""]], [[""Drug:rxcui:263034"", ""panitumumab"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-9d1481e362caba2374023a75|GCA-7e4d4932bcb8902299780792
semantic,"[""associated_with_resistance_to"", [""Variant:1271"", ""g2032r"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:17"", ""lung adenocarcinoma"", ""DOID:3910"", null], [""disease:label:Lung Adenocarcinoma"", ""lung adenocarcinoma"", ""DOID:3910.0"", null]], [""ros1""], [""g2032r""], [[""Gene:6098"", ""ros1"", null, ""Gene""], [""Variant:1271"", ""g2032r"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-ad3904a0753dc19083c7f3af|GCA-392a697fe3b9e6961a423f89
semantic,"[""associated_with_sensitivity_to"", [""Variant:306"", ""amplification"", null, ""Variant""], [""Drug:rxcui:194000"", ""capecitabine"", null, ""Drug""], [[""Disease:71"", ""her2-receptor positive breast cancer"", ""DOID:60079"", null], [""disease:label:Her2-receptor Positive Breast Cancer"", ""her2-receptor positive breast cancer"", ""DOID:60079.0"", null]], [""erbb2""], [""amplification""], [[""Gene:2064"", ""erbb2"", null, ""Gene""], [""Variant:306"", ""amplification"", null, ""Variant""]], [[""Drug:rxcui:194000"", ""capecitabine"", null,",2,GCA-6807125fd050a0f0a861f59a|GCA-7cc0ffada831d7e003e14a30
semantic,"[""associated_with_sensitivity_to"", [""Variant:276"", ""expression"", null, ""Variant""], [""Drug:chembl:CHEMBL3707227"", ""atezolizumab"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""cd274""], [""expression""], [[""Gene:29126"", ""cd274"", null, ""Gene""], [""Variant:276"", ""expression"", null, ""Variant""]], [[""Drug:chembl:CHEMBL3707227"", ""atezolizumab"", null, ""Drug""]], [], """,3,GCA-2ef2a1046cfd131d11eadcaf|GCA-99e3dc1e225f1dd940231319|GCA-3ba1cd1a573f5e84c4b0e563
semantic,"[""associated_with_sensitivity_to"", [""Variant:276"", ""expression"", null, ""Variant""], [""Drug:rxcui:1875534"", ""avelumab"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""cd274""], [""expression""], [[""Gene:29126"", ""cd274"", null, ""Gene""], [""Variant:276"", ""expression"", null, ""Variant""]], [[""Drug:rxcui:1875534"", ""avelumab"", null, ""Drug""]], [], ""sensitivity/response"",",2,GCA-af391db54e41d87d6b6a24e9|GCA-aba2ff62741d0a548abcc7fd
semantic,"[""associated_with_resistance_to"", [""Variant:104"", ""e545k"", null, ""Variant""], [""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""], [[""Disease:17"", ""lung adenocarcinoma"", ""DOID:3910"", null], [""disease:label:Lung Adenocarcinoma"", ""lung adenocarcinoma"", ""DOID:3910.0"", null]], [""pik3ca""], [""e545k""], [[""Gene:5290"", ""pik3ca"", null, ""Gene""], [""Variant:104"", ""e545k"", null, ""Variant""]], [[""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-de515a49818a304d408b5a2b|GCA-8b9af7dbea8ff93532e967e4
semantic,"[""associated_with_sensitivity_to"", [""Variant:499"", ""fusion"", null, ""Variant""], [""Drug:rxcui:1535457"", ""ceritinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [], [""fusion""], [[""Variant:499"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:1535457"", ""ceritinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-63aee4318923105338346143|GCA-146011f42f36bdec4abd379f|GCA-66646026244b92b4f6da6913
semantic,"[""associated_with_sensitivity_to"", [""Variant:499"", ""fusion"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [], [""fusion""], [[""Variant:499"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",8,GCA-a04cead20d09462321aae240|GCA-a18f68d80c61e1bdf23690eb|GCA-ae43a5bbf935b2ea7711523f|GCA-92e54d504682a07d66d4113b|GCA-ffc7fbf01a654a63671a7044|GCA-f03d78b6a0f622dad9f5bd98|GCA-b8d437997423e779cba089a5|GCA-6491cb03659a44fd2319677e
semantic,"[""associated_with_sensitivity_to"", [""Variant:500"", ""e20::e20"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [], [""e20::e20""], [[""Variant:500"", ""e20::e20"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-6ba32d74c37f09714409990d|GCA-dda952e32d2446446b834ac9|GCA-4cd766201a32a859c774a180
semantic,"[""associated_with_sensitivity_to"", [""Variant:503"", ""e6::e20"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [], [""e6::e20""], [[""Variant:503"", ""e6::e20"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-d1687d321bcb6abb3ec3295c|GCA-277797ac70e11344244593fd
semantic,"[""associated_with_sensitivity_to"", [""Variant:503"", ""e6::e20"", null, ""Variant""], [""Drug:ncit:C171615"", ""alk inhibitor tae684"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [], [""e6::e20""], [[""Variant:503"", ""e6::e20"", null, ""Variant""]], [[""Drug:ncit:C171615"", ""alk inhibitor tae684"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-7c02594b2c31a7e6b35b6d6e|GCA-2a36fdbb91bd9cb21e15090a
semantic,"[""associated_with_sensitivity_to"", [""Variant:509"", ""exon 9 mutation"", null, ""Variant""], [""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""], [[""Disease:2"", ""gastrointestinal stromal tumor"", ""DOID:9253"", null], [""disease:label:Gastrointestinal Stromal Tumor"", ""gastrointestinal stromal tumor"", ""DOID:9253.0"", null]], [""kit""], [""exon 9 mutation""], [[""Gene:3815"", ""kit"", null, ""Gene""], [""Variant:509"", ""exon 9 mutation"", null, ""Variant""]], [[""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""]], [], ""sensitivity",2,GCA-78c3f4c4c47f2079615ea360|GCA-9ffe1efc51616d4d7b35e561
semantic,"[""associated_with_sensitivity_to"", [""Variant:509"", ""exon 9 mutation"", null, ""Variant""], [""Drug:rxcui:357977"", ""sunitinib"", null, ""Drug""], [[""Disease:2"", ""gastrointestinal stromal tumor"", ""DOID:9253"", null], [""disease:label:Gastrointestinal Stromal Tumor"", ""gastrointestinal stromal tumor"", ""DOID:9253.0"", null]], [""kit""], [""exon 9 mutation""], [[""Gene:3815"", ""kit"", null, ""Gene""], [""Variant:509"", ""exon 9 mutation"", null, ""Variant""]], [[""Drug:rxcui:357977"", ""sunitinib"", null, ""Drug""]], [], ""sensitivi",2,GCA-0d40708d2db110f53d2a03c1|GCA-5d5b3928427b0d4f58895a15
semantic,"[""associated_with_sensitivity_to"", [""Variant:208"", ""mutation"", null, ""Variant""], [""Drug:fda:TRAMETINIB"", ""trametinib"", null, ""Drug""], [[""Disease:7"", ""melanoma"", ""DOID:1909"", null], [""disease:label:Melanoma"", ""melanoma"", ""DOID:1909.0"", null]], [""nras""], [""mutation""], [[""Gene:4893"", ""nras"", null, ""Gene""], [""Variant:208"", ""mutation"", null, ""Variant""]], [[""Drug:fda:TRAMETINIB"", ""trametinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-6d3be8d92676757628125153|GCA-ca78f3a2b2c0c5d350245731
semantic,"[""associated_with_sensitivity_to"", [""Variant:513"", ""fusion"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:123"", ""anaplastic large cell lymphoma"", ""DOID:50744"", null], [""disease:label:Anaplastic Large Cell Lymphoma"", ""anaplastic large cell lymphoma"", ""DOID:50744.0"", null]], [], [""fusion""], [[""Variant:513"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-648a0e03ee0a6854d8131642|GCA-da5f53bfb09672855e6706b1
semantic,"[""associated_with_sensitivity_to"", [""Variant:499"", ""fusion"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:123"", ""anaplastic large cell lymphoma"", ""DOID:50744"", null], [""disease:label:Anaplastic Large Cell Lymphoma"", ""anaplastic large cell lymphoma"", ""DOID:50744.0"", null]], [], [""fusion""], [[""Variant:499"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-f1c1722c9b1ea9e9de2ee77b|GCA-ac74d40204f1857a07e1faca|GCA-3d0603f193a76caea6ab48cd
semantic,"[""associated_with_sensitivity_to"", [""Variant:499"", ""fusion"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:11"", ""inflammatory myofibroblastic tumor"", ""DOID:50905"", null], [""disease:label:Inflammatory Myofibroblastic Tumor"", ""inflammatory myofibroblastic tumor"", ""DOID:50905.0"", null]], [], [""fusion""], [[""Variant:499"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-fd71d8ba7a1c702cfc51ae55|GCA-eabf69c1811b9624e4b1788e|GCA-daf776a2196cc6b8cde21748
semantic,"[""associated_with_sensitivity_to"", [""Variant:1271"", ""g2032r"", null, ""Variant""], [""Drug:ncit:C80058"", ""foretinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""ros1""], [""g2032r""], [[""Gene:6098"", ""ros1"", null, ""Gene""], [""Variant:1271"", ""g2032r"", null, ""Variant""]], [[""Drug:ncit:C80058"", ""foretinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", ",2,GCA-e2dc0e0e0c855588660e785a|GCA-6c188c741a1163a7093f094f
semantic,"[""associated_with_resistance_to"", [""Variant:1271"", ""g2032r"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""ros1""], [""g2032r""], [[""Gene:6098"", ""ros1"", null, ""Gene""], [""Variant:1271"", ""g2032r"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-fe4791c62dc0acf2aa4d13bf|GCA-2b168c488d96dc68fb36e0cf
semantic,"[""associated_with_resistance_to"", [""Variant:4908"", ""fusion"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [], [""fusion""], [[""Variant:4908"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-f72c5c8ea2909b707a35bc14|GCA-5ce8fd5701b133ebc0c3a8d0
